cv_scheme = classic, disease = allergy:
 rf                                              0.03891657 0.0008193791 NA 0.03734203 0.04055471
 svm                                             0.03558610 0.0007698822 NA 0.03410758 0.03712624

cv_scheme = representative, disease = Alzheimers disease:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.07516851 0.0013252427 NA 0.07261196 0.07780752
 randomraw                                       0.03158049 0.0007156162 NA 0.03020764 0.03301361
 random                                          0.02523879 0.0006161941 NA 0.02405881 0.02647508
 EGAD                                            0.04085177 0.0008543484 NA 0.03920975 0.04255951
 association_score.datatypes.affected_pathway    0.02555983 0.0006213394 NA 0.02436987 0.02680630
 association_score.datatypes.animal_model        0.04346525 0.0008923419 NA 0.04174949 0.04524818
 association_score.datatypes.genetic_association 0.06210040 0.0011523473 NA 0.05987982 0.06439768
 association_score.datatypes.literature          0.19714258 0.0026573065 NA 0.19198621 0.20240275
 association_score.datatypes.rna_expression      0.04127927 0.0008605932 NA 0.03962513 0.04299937
 association_score.datatypes.somatic_mutation    0.02510747 0.0006140854 NA 0.02393158 0.02633958
 ppr                                             0.08594247 0.0014627727 NA 0.08311848 0.08885312
 raw                                             0.06096113 0.0011369345 NA 0.05877049 0.06322793
 gm                                              0.04997881 0.0009852568 NA 0.04808270 0.05194560
 mc                                              0.05174699 0.0010100778 NA 0.04980270 0.05376289
 z                                               0.05105075 0.0010003238 NA 0.04912540 0.05304736
 knn                                             0.05371383 0.0010374996 NA 0.05171630 0.05578398
 wsld                                            0.05251189 0.0010207652 NA 0.05054685 0.05454893
 COSNet                                          0.06517590 0.0011936728 NA 0.06287505 0.06755489
 bagsvm                                          0.05601505 0.0010693406 NA 0.05395569 0.05814818
 rf                                              0.04025850 0.0008456618 NA 0.03863333 0.04194905
 svm                                             0.03681758 0.0007947975 NA 0.03529111 0.03840745

cv_scheme = classic, disease = arthritis:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.05999588 0.0011362666 NA 0.05780715 0.06226200
 randomraw                                       0.02496849 0.0005915417 NA 0.02383495 0.02615450
 random                                          0.01992724 0.0005056299 NA 0.01895999 0.02094277
 EGAD                                            0.03236352 0.0007129028 NA 0.03099504 0.03379032
 association_score.datatypes.affected_pathway    0.02018211 0.0005100528 NA 0.01920630 0.02120642
 association_score.datatypes.animal_model        0.03445347 0.0007464203 NA 0.03302009 0.03594676
 association_score.datatypes.genetic_association 0.04942458 0.0009788443 NA 0.04754100 0.05137876
 association_score.datatypes.literature          0.16165313 0.0024368553 NA 0.15693374 0.16648641
 association_score.datatypes.rna_expression      0.03270522 0.0007184039 NA 0.03132609 0.03414293
 association_score.datatypes.somatic_mutation    0.01982298 0.0005038181 NA 0.01885924 0.02083493
 ppr                                             0.06875682 0.0012631281 NA 0.06632203 0.07127416
 raw                                             0.04850583 0.0009649214 NA 0.04664922 0.05043241
 gm                                              0.03967256 0.0008288757 NA 0.03807951 0.04132940
 mc                                              0.04109190 0.0008510173 NA 0.03945596 0.04279264
 z                                               0.04053289 0.0008423105 NA 0.03891382 0.04221638
 knn                                             0.04267198 0.0008755345 NA 0.04098855 0.04442134
 wsld                                            0.04170622 0.0008605657 NA 0.04005179 0.04342591
 COSNet                                          0.05190706 0.0010162643 NA 0.04995096 0.05393541
 bagsvm                                          0.04452239 0.0009040755 NA 0.04278368 0.04632835
 rf                                              0.03188942 0.0007052562 NA 0.03053574 0.03330105
 svm                                             0.02914209 0.0006606069 NA 0.02787486 0.03046514

cv_scheme = block, disease = arthritis:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.05969184 0.0011310601 NA 0.05751318 0.06194762
 randomraw                                       0.02483727 0.0005885833 NA 0.02370941 0.02601736
 random                                          0.01982197 0.0005030672 NA 0.01885963 0.02083237
 EGAD                                            0.03219472 0.0007094047 NA 0.03083297 0.03361453
 association_score.datatypes.affected_pathway    0.02007553 0.0005074694 NA 0.01910467 0.02109466
 association_score.datatypes.animal_model        0.03427415 0.0007427770 NA 0.03284778 0.03576017
 association_score.datatypes.genetic_association 0.04917131 0.0009742408 NA 0.04729661 0.05111633
 association_score.datatypes.literature          0.16092213 0.0024283583 NA 0.15621933 0.16573869
 association_score.datatypes.rna_expression      0.03253470 0.0007148818 NA 0.03116234 0.03396537
 association_score.datatypes.somatic_mutation    0.01971826 0.0005012638 NA 0.01875941 0.02072508
 ppr                                             0.06841162 0.0012574643 NA 0.06598779 0.07091772
 raw                                             0.04825703 0.0009603732 NA 0.04640920 0.05017456
 gm                                              0.03946720 0.0008248824 NA 0.03788183 0.04111607
 mc                                              0.04087949 0.0008469318 NA 0.03925143 0.04257210
 z                                               0.04032326 0.0008382611 NA 0.03871199 0.04199867
 knn                                             0.04245177 0.0008713477 NA 0.04077641 0.04419279
 wsld                                            0.04149078 0.0008564407 NA 0.03984430 0.04320224
 COSNet                                          0.05164176 0.0010115140 NA 0.04969483 0.05366066
 bagsvm                                          0.04429308 0.0008997720 NA 0.04256266 0.04609046
 rf                                              0.03172301 0.0007017914 NA 0.03037600 0.03312772
 svm                                             0.02898959 0.0006573387 NA 0.02772863 0.03030610

cv_scheme = representative, disease = arthritis:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.06170416 0.0011654520 NA 0.05945903 0.06402829
 randomraw                                       0.02570670 0.0006081678 NA 0.02454124 0.02692598
 random                                          0.02051953 0.0005200382 NA 0.01952468 0.02156396
 EGAD                                            0.03331290 0.0007325521 NA 0.03190662 0.03477894
 association_score.datatypes.affected_pathway    0.02078182 0.0005245768 NA 0.01977818 0.02183525
 association_score.datatypes.animal_model        0.03546191 0.0007668820 NA 0.03398915 0.03699604
 association_score.datatypes.genetic_association 0.05084814 0.0010046695 NA 0.04891472 0.05285373
 association_score.datatypes.literature          0.16574555 0.0024840935 NA 0.16093394 0.17067175
 association_score.datatypes.rna_expression      0.03366427 0.0007381872 NA 0.03224708 0.03514149
 association_score.datatypes.somatic_mutation    0.02041225 0.0005181789 NA 0.01942099 0.02145299
 ppr                                             0.07069579 0.0012948560 NA 0.06819962 0.07327613
 raw                                             0.04990431 0.0009904388 NA 0.04799848 0.05188170
 gm                                              0.04082730 0.0008512943 NA 0.03919106 0.04252884
 mc                                              0.04228613 0.0008739514 NA 0.04060599 0.04403259
 z                                               0.04171159 0.0008650424 NA 0.04004871 0.04344039
 knn                                             0.04391003 0.0008990342 NA 0.04218130 0.04570623
 wsld                                            0.04291751 0.0008837207 NA 0.04121845 0.04468335
 COSNet                                          0.05339810 0.0010429085 NA 0.05139057 0.05547947
 bagsvm                                          0.04581156 0.0009282272 NA 0.04402628 0.04766563
 rf                                              0.03282536 0.0007247187 NA 0.03143425 0.03427586
 svm                                             0.02999990 0.0006789692 NA 0.02869737 0.03135964

cv_scheme = classic, disease = asthma:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.07428498 0.0013067667 NA 0.07176403 0.07688716
 randomraw                                       0.03119202 0.0007056285 NA 0.02983829 0.03260510
 random                                          0.02492632 0.0006076591 NA 0.02376265 0.02614545
 EGAD                                            0.04035401 0.0008423516 NA 0.03873500 0.04203772
 association_score.datatypes.affected_pathway    0.02524349 0.0006127292 NA 0.02406999 0.02647265
 association_score.datatypes.animal_model        0.04293706 0.0008798006 NA 0.04124538 0.04469489
 association_score.datatypes.genetic_association 0.06136028 0.0011361740 NA 0.05917083 0.06362528
 association_score.datatypes.literature          0.19512787 0.0026257000 NA 0.19003295 0.20032561
 association_score.datatypes.rna_expression      0.04077651 0.0008485067 NA 0.03914556 0.04247241
 association_score.datatypes.somatic_mutation    0.02479658 0.0006055813 NA 0.02363694 0.02601159
 ppr                                             0.08494394 0.0014425411 NA 0.08215897 0.08781429
 raw                                             0.06023372 0.0011209713 NA 0.05807379 0.06246865
 gm                                              0.04937555 0.0009713973 NA 0.04750608 0.05131463
 mc                                              0.05112354 0.0009958697 NA 0.04920655 0.05311104
 z                                               0.05043525 0.0009862525 NA 0.04853693 0.05240372
 knn                                             0.05306802 0.0010229083 NA 0.05109853 0.05510900
 wsld                                            0.05187973 0.0010064075 NA 0.04994228 0.05388807
 COSNet                                          0.06440165 0.0011769401 NA 0.06213300 0.06674724
 bagsvm                                          0.05534318 0.0010543069 NA 0.05331273 0.05744627
 rf                                              0.03976766 0.0008337899 NA 0.03816527 0.04143443
 svm                                             0.03636711 0.0007836595 NA 0.03486199 0.03793465

cv_scheme = block, disease = asthma:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.07391423 0.0013010009 NA 0.07140444 0.07650497
 randomraw                                       0.03102913 0.0007021520 NA 0.02968209 0.03243526
 random                                          0.02479532 0.0006046152 NA 0.02363749 0.02600835
 EGAD                                            0.04014526 0.0008382988 NA 0.03853406 0.04182089
 association_score.datatypes.affected_pathway    0.02511086 0.0006096625 NA 0.02394324 0.02633388
 association_score.datatypes.animal_model        0.04271554 0.0008755956 NA 0.04103197 0.04446500
 association_score.datatypes.genetic_association 0.06104978 0.0011309926 NA 0.05887035 0.06330448
 association_score.datatypes.literature          0.19428058 0.0026175451 NA 0.18920163 0.19946233
 association_score.datatypes.rna_expression      0.04056567 0.0008444288 NA 0.03894258 0.04225344
 association_score.datatypes.somatic_mutation    0.02466624 0.0006025467 NA 0.02351242 0.02587518
 ppr                                             0.08452485 0.0014363491 NA 0.08175188 0.08738293
 raw                                             0.05992856 0.0011158445 NA 0.05777854 0.06215330
 gm                                              0.04912252 0.0009668302 NA 0.04726186 0.05105252
 mc                                              0.05086204 0.0009912084 NA 0.04895405 0.05284026
 z                                               0.05017708 0.0009816281 NA 0.04828769 0.05213635
 knn                                             0.05279712 0.0010181440 NA 0.05083683 0.05482863
 wsld                                            0.05161457 0.0010017059 NA 0.04968620 0.05361355
 COSNet                                          0.06407681 0.0011716142 NA 0.06181846 0.06641182
 bagsvm                                          0.05506134 0.0010494247 NA 0.05304032 0.05715472
 rf                                              0.03956182 0.0008297722 NA 0.03796717 0.04122058
 svm                                             0.03617820 0.0007798502 NA 0.03468042 0.03773815

cv_scheme = representative, disease = asthma:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.07636706 0.0013390525 NA 0.07378359 0.07903328
 randomraw                                       0.03210817 0.0007251584 NA 0.03071690 0.03356027
 random                                          0.02566332 0.0006247667 NA 0.02446683 0.02691670
 EGAD                                            0.04152772 0.0008651029 NA 0.03986488 0.04325680
 association_score.datatypes.affected_pathway    0.02598961 0.0006299645 NA 0.02478304 0.02725329
 association_score.datatypes.animal_model        0.04418245 0.0009034020 NA 0.04244527 0.04598731
 association_score.datatypes.genetic_association 0.06310480 0.0011652158 NA 0.06085920 0.06542749
 association_score.datatypes.literature          0.19986570 0.0026708915 NA 0.19468224 0.20515202
 association_score.datatypes.rna_expression      0.04196198 0.0008713987 NA 0.04028692 0.04370352
 association_score.datatypes.somatic_mutation    0.02552984 0.0006226364 NA 0.02433748 0.02677901
 ppr                                             0.08729661 0.0014771850 NA 0.08444446 0.09023559
 raw                                             0.06194832 0.0011497092 NA 0.05973285 0.06424036
 gm                                              0.05079778 0.0009970188 NA 0.04887885 0.05278785
 mc                                              0.05259333 0.0010220167 NA 0.05062587 0.05463285
 z                                               0.05188633 0.0010121937 NA 0.04993794 0.05390643
 knn                                             0.05459049 0.0010496288 NA 0.05256941 0.05668463
 wsld                                            0.05337003 0.0010327789 NA 0.05138167 0.05543085
 COSNet                                          0.06622654 0.0012067850 NA 0.06390016 0.06863140
 bagsvm                                          0.05692700 0.0010816840 NA 0.05484366 0.05908453
 rf                                              0.04092505 0.0008563449 NA 0.03927921 0.04263680
 svm                                             0.03742939 0.0008050506 NA 0.03588309 0.03903962

cv_scheme = classic, disease = bipolar disorder:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.05930542 0.0011277631 NA 0.05713325 0.06155477
 randomraw                                       0.02467056 0.0005860109 NA 0.02354769 0.02584556
 random                                          0.01968824 0.0005007042 NA 0.01873048 0.02069395
 EGAD                                            0.03198025 0.0007065891 NA 0.03062398 0.03339451
 association_score.datatypes.affected_pathway    0.01994012 0.0005050947 NA 0.01897386 0.02095454
 association_score.datatypes.animal_model        0.03404631 0.0007399038 NA 0.03262555 0.03552667
 association_score.datatypes.genetic_association 0.04884945 0.0009710639 NA 0.04698099 0.05078826
 association_score.datatypes.literature          0.15999186 0.0024265161 NA 0.15529301 0.16480516
 association_score.datatypes.rna_expression      0.03231803 0.0007120565 NA 0.03095118 0.03374314
 association_score.datatypes.somatic_mutation    0.01958522 0.0004989056 NA 0.01863093 0.02058736
 ppr                                             0.06797282 0.0012541169 NA 0.06555562 0.07047243
 raw                                             0.04794085 0.0009572100 NA 0.04609923 0.04985219
 gm                                              0.03920624 0.0008218829 NA 0.03762674 0.04084922
 mc                                              0.04060959 0.0008439020 NA 0.03898745 0.04229625
 z                                               0.04005688 0.0008352431 NA 0.03845151 0.04172636
 knn                                             0.04217194 0.0008682860 NA 0.04050258 0.04390696
 wsld                                            0.04121702 0.0008533982 NA 0.03957649 0.04292251
 COSNet                                          0.05130460 0.0010083026 NA 0.04936399 0.05331723
 bagsvm                                          0.04400167 0.0008966755 NA 0.04227732 0.04579299
 rf                                              0.03151158 0.0006989895 NA 0.03017002 0.03291076
 svm                                             0.02879583 0.0006546210 NA 0.02754016 0.03010698

cv_scheme = block, disease = bipolar disorder:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.05900466 0.0011225862 NA 0.05684250 0.06124372
 randomraw                                       0.02454087 0.0005830781 NA 0.02342363 0.02571000
 random                                          0.01958422 0.0004981650 NA 0.01863132 0.02058483
 EGAD                                            0.03181338 0.0007031187 NA 0.03046379 0.03322071
 association_score.datatypes.affected_pathway    0.01983479 0.0005025350 NA 0.01887343 0.02084408
 association_score.datatypes.animal_model        0.03386904 0.0007362886 NA 0.03245524 0.03534219
 association_score.datatypes.genetic_association 0.04859898 0.0009664903 NA 0.04673935 0.05052868
 association_score.datatypes.literature          0.15926695 0.0024180090 NA 0.15458469 0.16406350
 association_score.datatypes.rna_expression      0.03214946 0.0007085622 NA 0.03078933 0.03356759
 association_score.datatypes.somatic_mutation    0.01948172 0.0004963748 NA 0.01853229 0.02047879
 ppr                                             0.06763127 0.0012484817 NA 0.06522497 0.07011969
 raw                                             0.04769481 0.0009526916 NA 0.04586191 0.04959715
 gm                                              0.03900318 0.0008179186 NA 0.03743132 0.04063826
 mc                                              0.04039958 0.0008398456 NA 0.03878525 0.04207815
 z                                               0.03984960 0.0008312228 NA 0.03825198 0.04151107
 knn                                             0.04195420 0.0008641286 NA 0.04029285 0.04368093
 wsld                                            0.04100400 0.0008493024 NA 0.03937136 0.04270132
 COSNet                                          0.05104222 0.0010035822 NA 0.04911072 0.05304545
 bagsvm                                          0.04377491 0.0008924015 NA 0.04205880 0.04555771
 rf                                              0.03134708 0.0006955523 NA 0.03001213 0.03273940
 svm                                             0.02864509 0.0006513796 NA 0.02739565 0.02994976

cv_scheme = representative, disease = bipolar disorder:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.06099531 0.0011567842 NA 0.05876707 0.06330236
 randomraw                                       0.02540019 0.0006024939 NA 0.02424568 0.02660818
 random                                          0.02027358 0.0005149805 NA 0.01928847 0.02130792
 EGAD                                            0.03291876 0.0007260835 NA 0.03152500 0.03437196
 association_score.datatypes.affected_pathway    0.02053280 0.0005194861 NA 0.01953896 0.02157607
 association_score.datatypes.animal_model        0.03504327 0.0007602081 NA 0.03358343 0.03656416
 association_score.datatypes.genetic_association 0.05025732 0.0009967231 NA 0.04833935 0.05224721
 association_score.datatypes.literature          0.16405045 0.0024738175 NA 0.15925927 0.16895681
 association_score.datatypes.rna_expression      0.03326612 0.0007316845 NA 0.03186151 0.03473043
 association_score.datatypes.somatic_mutation    0.02016756 0.0005131347 NA 0.01918602 0.02119823
 ppr                                             0.06989134 0.0012856864 NA 0.06741307 0.07245364
 raw                                             0.04932389 0.0009825614 NA 0.04743337 0.05128571
 gm                                              0.04034797 0.0008441394 NA 0.03872560 0.04203534
 mc                                              0.04179042 0.0008666730 NA 0.04012440 0.04352247
 z                                               0.04122232 0.0008578123 NA 0.03957347 0.04293680
 knn                                             0.04339614 0.0008916218 NA 0.04168180 0.04517767
 wsld                                            0.04241473 0.0008763898 NA 0.04072989 0.04416605
 COSNet                                          0.05277931 0.0010347806 NA 0.05078758 0.05484463
 bagsvm                                          0.04527648 0.0009206623 NA 0.04350588 0.04711558
 rf                                              0.03243680 0.0007182978 NA 0.03105811 0.03387455
 svm                                             0.02964376 0.0006728329 NA 0.02835309 0.03099131

cv_scheme = classic, disease = cardiac arrhythmia:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.07459292 0.0013103346 NA 0.07206502 0.07720213
 randomraw                                       0.03132737 0.0007080813 NA 0.02996891 0.03274533
 random                                          0.02503518 0.0006098612 NA 0.02386728 0.02625870
 EGAD                                            0.04052745 0.0008451188 NA 0.03890308 0.04221665
 association_score.datatypes.affected_pathway    0.02535370 0.0006149448 NA 0.02417593 0.02658728
 association_score.datatypes.animal_model        0.04312110 0.0008826472 NA 0.04142391 0.04488458
 association_score.datatypes.genetic_association 0.06161821 0.0011394933 NA 0.05942230 0.06388976
 association_score.datatypes.literature          0.19583078 0.0026292919 NA 0.19072870 0.20103544
 association_score.datatypes.rna_expression      0.04095169 0.0008512872 NA 0.03931536 0.04265311
 association_score.datatypes.somatic_mutation    0.02490489 0.0006077778 NA 0.02374102 0.02612429
 ppr                                             0.08529200 0.0014462699 NA 0.08249974 0.08816968
 raw                                             0.06048722 0.0011242659 NA 0.05832089 0.06272866
 gm                                              0.04958576 0.0009744269 NA 0.04771041 0.05153084
 mc                                              0.05134079 0.0009989455 NA 0.04941784 0.05333438
 z                                               0.05064973 0.0009893102 NA 0.04874548 0.05262426
 knn                                             0.05329307 0.0010260337 NA 0.05131751 0.05534023
 wsld                                            0.05210002 0.0010095028 NA 0.05015656 0.05411449
 COSNet                                          0.06467148 0.0011803235 NA 0.06239625 0.06702375
 bagsvm                                          0.05557731 0.0010574884 NA 0.05354068 0.05768669
 rf                                              0.03993869 0.0008365385 NA 0.03833097 0.04161091
 svm                                             0.03652406 0.0007862965 NA 0.03501385 0.03809685

cv_scheme = block, disease = cardiac arrhythmia:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.07422076 0.0013045577 NA 0.07170404 0.07681850
 randomraw                                       0.03116380 0.0007045938 NA 0.02981204 0.03257479
 random                                          0.02490362 0.0006068070 NA 0.02374157 0.02612103
 EGAD                                            0.04031784 0.0008410544 NA 0.03870130 0.04199894
 association_score.datatypes.affected_pathway    0.02522051 0.0006118678 NA 0.02404864 0.02644793
 association_score.datatypes.animal_model        0.04289868 0.0008784306 NA 0.04120961 0.04465376
 association_score.datatypes.genetic_association 0.06130649 0.0011343002 NA 0.05912062 0.06356772
 association_score.datatypes.literature          0.19498117 0.0026211469 NA 0.18989505 0.20016986
 association_score.datatypes.rna_expression      0.04073998 0.0008471976 NA 0.03911153 0.04243325
 association_score.datatypes.somatic_mutation    0.02477400 0.0006047329 NA 0.02361597 0.02598729
 ppr                                             0.08487135 0.0014400677 NA 0.08209111 0.08773674
 raw                                             0.06018085 0.0011191274 NA 0.05802445 0.06241208
 gm                                              0.04933171 0.0009698480 NA 0.04746520 0.05126768
 mc                                              0.05107824 0.0009942723 NA 0.04916430 0.05306252
 z                                               0.05039052 0.0009846740 NA 0.04849522 0.05235582
 knn                                             0.05302108 0.0010212576 NA 0.05105475 0.05505875
