cv_scheme = classic, disease = allergy:
 wsld                                            0.8259569 0.001701052 NA 0.8225977 0.8292658
 COSNet                                          0.5875297 0.002560664 NA 0.5825020 0.5925393
 bagsvm                                          0.8432701 0.001598609 NA 0.8401113 0.8463778
 rf                                              0.7978121 0.001855072 NA 0.7941518 0.8014235
 svm                                             0.7434447 0.002111101 NA 0.7392852 0.7475605

cv_scheme = classic, disease = Alzheimers disease:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.6925769 0.002288245 NA 0.6880739 0.6970435
 randomraw                                       0.6253381 0.002483107 NA 0.6204587 0.6301921
 random                                          0.5601678 0.002599519 NA 0.5550667 0.5652563
 EGAD                                            0.6739158 0.002349994 NA 0.6692932 0.6785048
 association_score.datatypes.affected_pathway    0.5613428 0.002598048 NA 0.5562444 0.5664283
 association_score.datatypes.animal_model        0.5709499 0.002585155 NA 0.5658758 0.5760091
 association_score.datatypes.genetic_association 0.5838991 0.002565342 NA 0.5788625 0.5889181
 association_score.datatypes.literature          0.7509151 0.002056684 NA 0.7468623 0.7549243
 association_score.datatypes.rna_expression      0.5777159 0.002575152 NA 0.5726607 0.5827548
 association_score.datatypes.somatic_mutation    0.5611104 0.002598341 NA 0.5560115 0.5661964
 ppr                                             0.8212660 0.001697476 NA 0.8179148 0.8245688
 raw                                             0.8475933 0.001539296 NA 0.8445518 0.8505858
 gm                                              0.5887624 0.002557178 NA 0.5837414 0.5937650
 mc                                              0.8684788 0.001403863 NA 0.8657028 0.8712060
 z                                               0.8574076 0.001476791 NA 0.8544885 0.8602776
 knn                                             0.8464165 0.001546658 NA 0.8433606 0.8494235
 wsld                                            0.8445959 0.001557994 NA 0.8415178 0.8476251
 COSNet                                          0.6199539 0.002495417 NA 0.6150509 0.6248325
 bagsvm                                          0.8603684 0.001457543 NA 0.8574871 0.8632007
 rf                                              0.8188040 0.001711583 NA 0.8154251 0.8221345
 svm                                             0.7684429 0.001975529 NA 0.7645484 0.7722922

cv_scheme = block, disease = Alzheimers disease:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.6278819 0.002503418 NA 0.6229622 0.6327752
 randomraw                                       0.5555731 0.002611302 NA 0.5504494 0.5606851
 random                                          0.4881996 0.002633064 NA 0.4830404 0.4933614
 EGAD                                            0.6075192 0.002542691 NA 0.6025246 0.6124914
 association_score.datatypes.affected_pathway    0.4893916 0.002633337 NA 0.4842317 0.4945538
 association_score.datatypes.animal_model        0.4991686 0.002634684 NA 0.4940050 0.5043324
 association_score.datatypes.genetic_association 0.5124341 0.002633961 NA 0.5072705 0.5175951
 association_score.datatypes.literature          0.6930559 0.002330386 NA 0.6884696 0.6976044
 association_score.datatypes.rna_expression      0.5060873 0.002634673 NA 0.5009230 0.5112503
 association_score.datatypes.somatic_mutation    0.4891557 0.002633285 NA 0.4839959 0.4943179
 ppr                                             0.7748486 0.002008708 NA 0.7708872 0.7787612
 raw                                             0.8064014 0.001852064 NA 0.8027456 0.8100056
 gm                                              0.5174424 0.002632925 NA 0.5122803 0.5226008
 mc                                              0.8318117 0.001711845 NA 0.8284298 0.8351402
 z                                               0.8182996 0.001788018 NA 0.8147688 0.8217778
 knn                                             0.8049797 0.001859531 NA 0.8013093 0.8085986
 wsld                                            0.8027824 0.001870994 NA 0.7990896 0.8064238
 COSNet                                          0.5499080 0.002616051 NA 0.5447755 0.5550299
 bagsvm                                          0.8219038 0.001768063 NA 0.8184120 0.8253427
 rf                                              0.7719248 0.002022278 NA 0.7679369 0.7758641
 svm                                             0.7130997 0.002262491 NA 0.7086449 0.7175135

cv_scheme = representative, disease = Alzheimers disease:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.6666129 0.002385020 NA 0.6619221 0.6712710
 randomraw                                       0.5969998 0.002547137 NA 0.5919976 0.6019818
 random                                          0.5306003 0.002626027 NA 0.5254503 0.5357438
 EGAD                                            0.6471787 0.002438508 NA 0.6423847 0.6519433
 association_score.datatypes.affected_pathway    0.5317883 0.002625262 NA 0.5266397 0.5369301
 association_score.datatypes.animal_model        0.5415140 0.002618116 NA 0.5363783 0.5466408
 association_score.datatypes.genetic_association 0.5546586 0.002605950 NA 0.5495454 0.5597602
 association_score.datatypes.literature          0.7279428 0.002173914 NA 0.7236611 0.7321826
 association_score.datatypes.rna_expression      0.5483770 0.002612124 NA 0.5432524 0.5534914
 association_score.datatypes.somatic_mutation    0.5315533 0.002625415 NA 0.5264044 0.5366954
 ppr                                             0.8030805 0.001825282 NA 0.7994784 0.8066334
 raw                                             0.8315370 0.001666015 NA 0.8282464 0.8347771
 gm                                              0.5596059 0.002600624 NA 0.5545027 0.5646966
 mc                                              0.8542445 0.001527384 NA 0.8512253 0.8572127
 z                                               0.8421927 0.001602280 NA 0.8390268 0.8453078
 knn                                             0.8302610 0.001673494 NA 0.8269558 0.8335159
 wsld                                            0.8282878 0.001684996 NA 0.8249601 0.8315652
 COSNet                                          0.5914744 0.002556514 NA 0.5864543 0.5964754
 bagsvm                                          0.8454125 0.001582567 NA 0.8422852 0.8484889
 rf                                              0.8004288 0.001839335 NA 0.7967993 0.8040094
 svm                                             0.7465415 0.002097016 NA 0.7424095 0.7506295

cv_scheme = classic, disease = arthritis:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.6607898 0.002382915 NA 0.6561039 0.6654445
 randomraw                                       0.5907073 0.002535204 NA 0.5857293 0.5956668
 random                                          0.5240976 0.002604679 NA 0.5189901 0.5291999
 EGAD                                            0.6411989 0.002433712 NA 0.6364150 0.6459547
 association_score.datatypes.affected_pathway    0.5252872 0.002604078 NA 0.5201809 0.5303883
 association_score.datatypes.animal_model        0.5350299 0.002598286 NA 0.5299339 0.5401186
 association_score.datatypes.genetic_association 0.5482053 0.002587969 NA 0.5431281 0.5532724
 association_score.datatypes.literature          0.7227453 0.002179730 NA 0.7184529 0.7269972
 association_score.datatypes.rna_expression      0.5419078 0.002593256 NA 0.5368210 0.5469860
 association_score.datatypes.somatic_mutation    0.5250519 0.002604199 NA 0.5199453 0.5301532
 ppr                                             0.7989219 0.001838833 NA 0.7952937 0.8025018
 raw                                             0.8278506 0.001681656 NA 0.8245296 0.8311216
 gm                                              0.5531666 0.002583344 NA 0.5480980 0.5582241
 mc                                              0.8509659 0.001544258 NA 0.8479138 0.8539673
 z                                               0.8386942 0.001618552 NA 0.8354967 0.8418414
 knn                                             0.8265525 0.001689054 NA 0.8232171 0.8298381
 wsld                                            0.8245453 0.001700428 NA 0.8211876 0.8278532
 COSNet                                          0.5851556 0.002543787 NA 0.5801613 0.5901324
 bagsvm                                          0.8419720 0.001599012 NA 0.8388127 0.8450808
 rf                                              0.7962285 0.001852664 NA 0.7925733 0.7998356
 svm                                             0.7415732 0.002104992 NA 0.7374261 0.7456774

cv_scheme = block, disease = arthritis:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.5933333 0.002558295 NA 0.5883096 0.5983376
 randomraw                                       0.5194493 0.002612991 NA 0.5143261 0.5245684
 random                                          0.4520011 0.002584661 NA 0.4469404 0.4570718
 EGAD                                            0.5723677 0.002582955 NA 0.5672978 0.5774224
 association_score.datatypes.affected_pathway    0.4531830 0.002585799 NA 0.4481199 0.4582557
 association_score.datatypes.animal_model        0.4628923 0.002594284 NA 0.4578117 0.4679807
 association_score.datatypes.genetic_association 0.4761103 0.002603352 NA 0.4710105 0.4812151
 association_score.datatypes.literature          0.6612942 0.002428133 NA 0.6565189 0.6660368
 association_score.datatypes.rna_expression      0.4697799 0.002599366 NA 0.4646886 0.4748775
 association_score.datatypes.somatic_mutation    0.4529491 0.002585576 NA 0.4478865 0.4580214
 ppr                                             0.7484790 0.002146174 NA 0.7442492 0.7526620
 raw                                             0.7826908 0.001998647 NA 0.7787480 0.7865826
 gm                                              0.4811139 0.002606037 NA 0.4760083 0.4862235
 mc                                              0.8104818 0.001862511 NA 0.8068044 0.8141053
 z                                               0.7956770 0.001936905 NA 0.7918545 0.7994470
 knn                                             0.7811422 0.002005795 NA 0.7771856 0.7850481
 wsld                                            0.7787502 0.002016747 NA 0.7747722 0.7826776
 COSNet                                          0.5137267 0.002613483 NA 0.5086031 0.5188474
 bagsvm                                          0.7996200 0.001917514 NA 0.7958353 0.8033518
 rf                                              0.7453252 0.002158697 NA 0.7410712 0.7495330
 svm                                             0.6824617 0.002371734 NA 0.6777951 0.6870919

cv_scheme = representative, disease = arthritis:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.6335617 0.002464908 NA 0.6287173 0.6383792
 randomraw                                       0.5615860 0.002579336 NA 0.5565244 0.5666348
 random                                          0.4942943 0.002609047 NA 0.4891814 0.4994084
 EGAD                                            0.6133184 0.002505768 NA 0.6083958 0.6182179
 association_score.datatypes.affected_pathway    0.4954867 0.002609168 NA 0.4903735 0.5006009
 association_score.datatypes.animal_model        0.5052650 0.002609281 NA 0.5001505 0.5103784
 association_score.datatypes.genetic_association 0.5185248 0.002606925 NA 0.5134136 0.5236322
 association_score.datatypes.literature          0.6982191 0.002288415 NA 0.6937150 0.7026853
 association_score.datatypes.rna_expression      0.5121818 0.002608413 NA 0.5070683 0.5172927
 association_score.datatypes.somatic_mutation    0.4952508 0.002609146 NA 0.4901376 0.5003650
 ppr                                             0.7790745 0.001966604 NA 0.7751960 0.7829049
 raw                                             0.8101802 0.001811386 NA 0.8066045 0.8137050
 gm                                              0.5235287 0.002605285 NA 0.5184202 0.5286324
 mc                                              0.8351959 0.001672989 NA 0.8318906 0.8384487
 z                                               0.8218974 0.001748116 NA 0.8184453 0.8252979
 knn                                             0.8087796 0.001818769 NA 0.8051895 0.8123190
 wsld                                            0.8066149 0.001830107 NA 0.8030026 0.8101765
 COSNet                                          0.5559362 0.002584695 NA 0.5508647 0.5609961
 bagsvm                                          0.8254454 0.001728422 NA 0.8220318 0.8288072
 rf                                              0.7761897 0.001980086 NA 0.7722849 0.7800466
 svm                                             0.7180628 0.002220017 NA 0.7136914 0.7223935

cv_scheme = classic, disease = asthma:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.6868653 0.002306530 NA 0.6823270 0.6913682
 randomraw                                       0.6190644 0.002494020 NA 0.6141643 0.6239404
 random                                          0.5535819 0.002602038 NA 0.5484766 0.5586760
 EGAD                                            0.6680237 0.002366410 NA 0.6633695 0.6726454
 association_score.datatypes.affected_pathway    0.5547605 0.002600725 NA 0.5496576 0.5598519
 association_score.datatypes.animal_model        0.5643999 0.002589116 NA 0.5593188 0.5694676
 association_score.datatypes.genetic_association 0.5774004 0.002571013 NA 0.5723534 0.5824313
 association_score.datatypes.literature          0.7458897 0.002079671 NA 0.7417921 0.7499442
 association_score.datatypes.rna_expression      0.5711916 0.002580009 NA 0.5661276 0.5762407
 association_score.datatypes.somatic_mutation    0.5545274 0.002600987 NA 0.5494240 0.5596193
 ppr                                             0.8173147 0.001723173 NA 0.8139130 0.8206678
 raw                                             0.8441135 0.001564956 NA 0.8410216 0.8471562
 gm                                              0.5822854 0.002563483 NA 0.5772527 0.5873010
 mc                                              0.8654002 0.001429009 NA 0.8625747 0.8681765
 z                                               0.8541133 0.001502266 NA 0.8511442 0.8570331
 knn                                             0.8429148 0.001572335 NA 0.8398085 0.8459720
 wsld                                            0.8410606 0.001583692 NA 0.8379319 0.8441400
 COSNet                                          0.6136457 0.002505672 NA 0.6087233 0.6185451
 bagsvm                                          0.8571311 0.001482943 NA 0.8541999 0.8600131
 rf                                              0.8148105 0.001737251 NA 0.8113813 0.8181913
 svm                                             0.7636599 0.001999531 NA 0.7597185 0.7675564

cv_scheme = block, disease = asthma:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.6216250 0.002514850 NA 0.6166836 0.6265413
 randomraw                                       0.5489738 0.002613192 NA 0.5438471 0.5540902
 random                                          0.4815335 0.002625703 NA 0.4763894 0.4866816
 EGAD                                            0.6011375 0.002551531 NA 0.5961262 0.6061277
 association_score.datatypes.affected_pathway    0.4827246 0.002626138 NA 0.4775794 0.4878733
 association_score.datatypes.animal_model        0.4924968 0.002628818 NA 0.4873454 0.4976498
 association_score.datatypes.genetic_association 0.5057641 0.002629915 NA 0.5006091 0.5109178
 association_score.datatypes.literature          0.6873493 0.002349261 NA 0.6827264 0.6919351
 association_score.datatypes.rna_expression      0.4994153 0.002629755 NA 0.4942613 0.5045694
 association_score.datatypes.somatic_mutation    0.4824889 0.002626054 NA 0.4773439 0.4876375
 ppr                                             0.7701583 0.002034133 NA 0.7661473 0.7741209
 raw                                             0.8022006 0.001878854 NA 0.7984923 0.8058573
 gm                                              0.5107755 0.002629568 NA 0.5056207 0.5159280
 mc                                              0.8280447 0.001739144 NA 0.8246092 0.8314267
 z                                               0.8142975 0.001815117 NA 0.8107136 0.8178288
 knn                                             0.8007557 0.001886276 NA 0.7970329 0.8044270
 wsld                                            0.7985227 0.001897667 NA 0.7947777 0.8022164
 COSNet                                          0.5432937 0.002617164 NA 0.5381597 0.5484185
 bagsvm                                          0.8179634 0.001795231 NA 0.8144184 0.8214556
 rf                                              0.7671919 0.002047539 NA 0.7631547 0.7711809
 svm                                             0.7076084 0.002283311 NA 0.7031132 0.7120635

cv_scheme = representative, disease = asthma:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.6606554 0.002400793 NA 0.6559342 0.6653449
 randomraw                                       0.5905623 0.002554524 NA 0.5855463 0.5955595
 random                                          0.5239480 0.002624500 NA 0.5188017 0.5290892
 EGAD                                            0.6410609 0.002452089 NA 0.6362408 0.6458526
 association_score.datatypes.affected_pathway    0.5251377 0.002623898 NA 0.5199924 0.5302776
 association_score.datatypes.animal_model        0.5348807 0.002618082 NA 0.5297458 0.5400081
 association_score.datatypes.genetic_association 0.5480567 0.002607706 NA 0.5429408 0.5531625
 association_score.datatypes.literature          0.7226251 0.002195551 NA 0.7183014 0.7269077
 association_score.datatypes.rna_expression      0.5417590 0.002613026 NA 0.5366333 0.5468758
 association_score.datatypes.somatic_mutation    0.5249023 0.002624019 NA 0.5197568 0.5300424
 ppr                                             0.7988256 0.001851137 NA 0.7951729 0.8024293
 raw                                             0.8277651 0.001692354 NA 0.8244228 0.8310568
 gm                                              0.5530183 0.002603050 NA 0.5479110 0.5581144
 mc                                              0.8508899 0.001553577 NA 0.8478192 0.8539092
 z                                               0.8386131 0.001628613 NA 0.8353955 0.8417797
 knn                                             0.8264665 0.001699827 NA 0.8231096 0.8297729
 wsld                                            0.8244585 0.001711317 NA 0.8210792 0.8277875
 COSNet                                          0.5850099 0.002563181 NA 0.5799775 0.5900247
 bagsvm                                          0.8418922 0.001608877 NA 0.8387132 0.8450200
 rf                                              0.7961312 0.001865111 NA 0.7924512 0.7997623
 svm                                             0.7414583 0.002120044 NA 0.7372814 0.7455917

cv_scheme = classic, disease = bipolar disorder:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.6372775 0.002441875 NA 0.6324781 0.6420498
 randomraw                                       0.5655312 0.002560645 NA 0.5605059 0.5705431
 random                                          0.4983041 0.002595441 NA 0.4932175 0.5033911
 EGAD                                            0.6171155 0.002483810 NA 0.6122357 0.6219717
 association_score.datatypes.affected_pathway    0.4994967 0.002595467 NA 0.4944099 0.5045835
 association_score.datatypes.animal_model        0.5092741 0.002594799 NA 0.5041876 0.5143587
 association_score.datatypes.genetic_association 0.5225281 0.002591404 NA 0.5174468 0.5276046
 association_score.datatypes.literature          0.7015881 0.002262905 NA 0.6971340 0.7060043
 association_score.datatypes.rna_expression      0.5161886 0.002593385 NA 0.5111041 0.5212697
 association_score.datatypes.somatic_mutation    0.4992607 0.002595463 NA 0.4941739 0.5043476
 ppr                                             0.7818230 0.001940563 NA 0.7779956 0.7856025
 raw                                             0.8126347 0.001786071 NA 0.8091089 0.8161102
 gm                                              0.5275283 0.002589379 NA 0.5224505 0.5326004
 mc                                              0.8373918 0.001648689 NA 0.8341345 0.8405974
 z                                               0.8242333 0.001723226 NA 0.8208302 0.8275852
 knn                                             0.8112481 0.001793409 NA 0.8077079 0.8147380
 wsld                                            0.8091046 0.001804679 NA 0.8055425 0.8126167
 COSNet                                          0.5598924 0.002566400 NA 0.5548564 0.5649161
 bagsvm                                          0.8277445 0.001703678 NA 0.8243797 0.8310581
 rf                                              0.7789638 0.001954007 NA 0.7751103 0.7827698
 svm                                             0.7212987 0.002194085 NA 0.7169781 0.7255786

cv_scheme = block, disease = bipolar disorder:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.5682007 0.002585618 NA 0.5631260 0.5732611
 randomraw                                       0.4936473 0.002601271 NA 0.4885497 0.4987462
 random                                          0.4265754 0.002538325 NA 0.4216080 0.4315577
 EGAD                                            0.5469287 0.002599298 NA 0.5418295 0.5520182
 association_score.datatypes.affected_pathway    0.4277427 0.002540044 NA 0.4227718 0.4327282
 association_score.datatypes.animal_model        0.4373429 0.002553343 NA 0.4323450 0.4423536
 association_score.datatypes.genetic_association 0.4504432 0.002569079 NA 0.4454131 0.4554834
 association_score.datatypes.literature          0.6377977 0.002489040 NA 0.6329052 0.6426618
 association_score.datatypes.rna_expression      0.4441647 0.002561884 NA 0.4391494 0.4491914
 association_score.datatypes.somatic_mutation    0.4275117 0.002539705 NA 0.4225414 0.4324966
 ppr                                             0.7285479 0.002241284 NA 0.7241329 0.7329184
 raw                                             0.7646182 0.002102861 NA 0.7604717 0.7687147
 gm                                              0.4554115 0.002574320 NA 0.4503707 0.4604615
 mc                                              0.7941125 0.001971726 NA 0.7902211 0.7979501
 z                                               0.7783786 0.002043748 NA 0.7743470 0.7823583
 knn                                             0.7629799 0.002109663 NA 0.7588202 0.7670899
 wsld                                            0.7604502 0.002120068 NA 0.7562703 0.7645807
 COSNet                                          0.4879203 0.002598742 NA 0.4828283 0.4930148
 bagsvm                                          0.7825642 0.002025055 NA 0.7785690 0.7865071
 rf                                              0.7252360 0.002252823 NA 0.7207986 0.7296294
 svm                                             0.6596780 0.002442102 NA 0.6548754 0.6644480

cv_scheme = representative, disease = bipolar disorder:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.6092780 0.002511816 NA 0.6043440 0.6141898
 randomraw                                       0.5360256 0.002589809 NA 0.5309461 0.5410976
 random                                          0.4685236 0.002584175 NA 0.4634621 0.4735915
 EGAD                                            0.5885644 0.002542783 NA 0.5835717 0.5935389
 association_score.datatypes.affected_pathway    0.4697116 0.002584915 NA 0.4646485 0.4747809
 association_score.datatypes.animal_model        0.4794646 0.002590125 NA 0.4743903 0.4845431
 association_score.datatypes.genetic_association 0.4927216 0.002594723 NA 0.4876370 0.4978078
 association_score.datatypes.literature          0.6760292 0.002363727 NA 0.6713793 0.6806447
 association_score.datatypes.rna_expression      0.4863754 0.002592879 NA 0.4812951 0.4914586
 association_score.datatypes.somatic_mutation    0.4694765 0.002584771 NA 0.4644138 0.4745455
 ppr                                             0.7607931 0.002066848 NA 0.7567187 0.7648205
 raw                                             0.7937914 0.001916779 NA 0.7900093 0.7975229
 gm                                              0.4977340 0.002595716 NA 0.4926469 0.5028215
 mc                                              0.8204884 0.001780250 NA 0.8169726 0.8239512
 z                                               0.8062784 0.001854656 NA 0.8026174 0.8098876
 knn                                             0.7923010 0.001923995 NA 0.7885048 0.7960467
 wsld                                            0.7899981 0.001935061 NA 0.7861803 0.7937656
 COSNet                                          0.5303219 0.002592203 NA 0.5252383 0.5353992
 bagsvm                                          0.8100657 0.001835216 NA 0.8064426 0.8136366
 rf                                              0.7577438 0.002079710 NA 0.7536443 0.7617966
 svm                                             0.6966982 0.002302743 NA 0.6921661 0.7011925

cv_scheme = classic, disease = cardiac arrhythmia:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.6660005 0.002368578 NA 0.6613422 0.6706266
 randomraw                                       0.5963369 0.002528086 NA 0.5913722 0.6012818
 random                                          0.5299142 0.002605274 NA 0.5248050 0.5350172
 EGAD                                            0.6465495 0.002421258 NA 0.6417896 0.6512805
 association_score.datatypes.affected_pathway    0.5311024 0.002604533 NA 0.5259945 0.5362037
 association_score.datatypes.animal_model        0.5408300 0.002597586 NA 0.5357347 0.5459167
 association_score.datatypes.genetic_association 0.5539781 0.002585719 NA 0.5489047 0.5590402
 association_score.datatypes.literature          0.7273969 0.002160384 NA 0.7231421 0.7316106
 association_score.datatypes.rna_expression      0.5476947 0.002591746 NA 0.5426102 0.5527693
 association_score.datatypes.somatic_mutation    0.5308673 0.002604681 NA 0.5257592 0.5359690
 ppr                                             0.8026445 0.001815948 NA 0.7990611 0.8061795
 raw                                             0.8311508 0.001658403 NA 0.8278754 0.8343763
 gm                                              0.5589269 0.002580514 NA 0.5538633 0.5639784
 mc                                              0.8539012 0.001521175 NA 0.8508944 0.8568575
 z                                               0.8418263 0.001595324 NA 0.8386743 0.8449280
 knn                                             0.8298725 0.001665803 NA 0.8265826 0.8331125
 wsld                                            0.8278957 0.001677185 NA 0.8245836 0.8311581
 COSNet                                          0.5908086 0.002537290 NA 0.5858265 0.5957722
 bagsvm                                          0.8450521 0.001575810 NA 0.8419384 0.8481156
 rf                                              0.7999884 0.001829844 NA 0.7963778 0.8035507
 svm                                             0.7460199 0.002084467 NA 0.7419128 0.7500837

cv_scheme = block, disease = cardiac arrhythmia:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.5989513 0.002550740 NA 0.5939418 0.6039402
 randomraw                                       0.5252713 0.002614148 NA 0.5201452 0.5303921
 random                                          0.4577873 0.002593785 NA 0.4527082 0.4628753
 EGAD                                            0.5780693 0.002577821 NA 0.5730089 0.5831134
 association_score.datatypes.affected_pathway    0.4589716 0.002594787 NA 0.4538904 0.4640614
 association_score.datatypes.animal_model        0.4686987 0.002602151 NA 0.4636020 0.4738019
 association_score.datatypes.genetic_association 0.4819337 0.002609672 NA 0.4768209 0.4870503
 association_score.datatypes.literature          0.6665010 0.002413327 NA 0.6617543 0.6712142
 association_score.datatypes.rna_expression      0.4755962 0.002606430 NA 0.4704904 0.4807071
 association_score.datatypes.somatic_mutation    0.4587373 0.002594591 NA 0.4536564 0.4638267
 ppr                                             0.7528465 0.002124324 NA 0.7486593 0.7569865
 raw                                             0.7866336 0.001975050 NA 0.7827369 0.7904790
 gm                                              0.4869416 0.002611767 NA 0.4818242 0.4920618
 mc                                              0.8140401 0.001838035 NA 0.8104107 0.8176157
 z                                               0.7994445 0.001912833 NA 0.7956691 0.8031673
 knn                                             0.7851054 0.001982262 NA 0.7811947 0.7889651
 wsld                                            0.7827446 0.001993316 NA 0.7788124 0.7866260
 COSNet                                          0.5195539 0.002615326 NA 0.5144261 0.5246776
 bagsvm                                          0.8033328 0.001893319 NA 0.7995955 0.8070172
 rf                                              0.7497292 0.002137041 NA 0.7455173 0.7538943
 svm                                             0.6874969 0.002354936 NA 0.6828628 0.6920938

cv_scheme = representative, disease = cardiac arrhythmia:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.6389621 0.002453122 NA 0.6341403 0.6437561
 randomraw                                       0.5673227 0.002575517 NA 0.5622680 0.5723635
 random                                          0.5001278 0.002613201 NA 0.4950062 0.5052494
 EGAD                                            0.6188376 0.002496118 NA 0.6139334 0.6237177
 association_score.datatypes.affected_pathway    0.5013204 0.002613181 NA 0.4961987 0.5064418
