cv_scheme = classic, disease = allergy:
 pr                                              1.02166576 0.031370699 NA 0.96199390 1.08503903
 randomraw                                       0.37725578 0.015517899 NA 0.34803498 0.40892994
 random                                          0.31355611 0.013786792 NA 0.28766609 0.34177624
 EGAD                                            0.39290613 0.015934200 NA 0.36288462 0.42541132
 association_score.datatypes.affected_pathway    0.14277511 0.008616822 NA 0.12684707 0.16070322
 association_score.datatypes.animal_model        0.87394843 0.027869967 NA 0.82099636 0.93031577
 association_score.datatypes.genetic_association 1.43214421 0.040938211 NA 1.35411309 1.51467189
 association_score.datatypes.literature          2.54002418 0.066267280 NA 2.41340749 2.67328367
 association_score.datatypes.rna_expression      0.52826792 0.019427310 NA 0.49153097 0.56775058
 association_score.datatypes.somatic_mutation    0.13069414 0.008195663 NA 0.11557885 0.14778620
 ppr                                             1.25422446 0.036813166 NA 1.18410812 1.32849269
 raw                                             0.91321159 0.028804717 NA 0.85846507 0.97144943
 gm                                              0.97718583 0.030320360 NA 0.91952993 1.03845683
 mc                                              0.78251745 0.025678766 NA 0.73377237 0.83450070
 z                                               0.64111517 0.022238097 NA 0.59897787 0.68621677
 knn                                             0.89563927 0.028386797 NA 0.84169502 0.95304080
 wsld                                            0.85143390 0.027332399 NA 0.79951386 0.90672560
 COSNet                                          1.04829881 0.031997700 NA 0.98742355 1.11292706
 bagsvm                                          0.90003235 0.028491339 NA 0.84588741 0.95764308
 rf                                              0.50136030 0.018745676 NA 0.46593339 0.53948087
 svm                                             0.44891790 0.017400351 NA 0.41607709 0.48435084

cv_scheme = block, disease = Alzheimers disease:
 method                                                rate          SE df  asymp.LCL  asymp.UCL
 pr                                              0.96448379 0.029679507 NA 0.90803250 1.02444458
 randomraw                                       0.35614102 0.014667189 NA 0.32852347 0.38608025
 random                                          0.29600658 0.013029009 NA 0.27154070 0.32267685
 EGAD                                            0.37091543 0.015061193 NA 0.34254013 0.40164127
 association_score.datatypes.affected_pathway    0.13478408 0.008139141 NA 0.11973952 0.15171891
 association_score.datatypes.animal_model        0.82503410 0.026363320 NA 0.77494775 0.87835764
 association_score.datatypes.genetic_association 1.35198802 0.038744190 NA 1.27814402 1.43009832
 association_score.datatypes.literature          2.39786066 0.062747306 NA 2.27797876 2.52405152
 association_score.datatypes.rna_expression      0.49870110 0.018367877 NA 0.46396942 0.53603272
 association_score.datatypes.somatic_mutation    0.12337928 0.007741007 NA 0.10910295 0.13952368
 ppr                                             1.18402632 0.034835720 NA 1.11768085 1.25431006
 raw                                             0.86209973 0.027248755 NA 0.81031376 0.91719525
 gm                                              0.92249336 0.028684501 NA 0.86795166 0.98046245
 mc                                              0.73872045 0.024287850 NA 0.69261850 0.78789103
 z                                               0.60523237 0.021029342 NA 0.56538774 0.64788497
 knn                                             0.84551092 0.026852879 NA 0.79448483 0.89981417
 wsld                                            0.80377969 0.025854127 NA 0.75467080 0.85608426
 COSNet                                          0.98962620 0.030273494 NA 0.93203499 1.05077602
 bagsvm                                          0.84965812 0.026951907 NA 0.79844195 0.90415956
 rf                                              0.47329949 0.017722538 NA 0.43980796 0.50934141
 svm                                             0.42379226 0.016448962 NA 0.39274865 0.45728961

cv_scheme = representative, disease = Alzheimers disease:
 method                                                rate          SE df  asymp.LCL  asymp.UCL
 pr                                              0.70101186 0.021884557 NA 0.65940481 0.74524424
 randomraw                                       0.25885254 0.010747050 NA 0.23862295 0.28079712
 random                                          0.21514527 0.009537168 NA 0.19724178 0.23467384
 EGAD                                            0.26959096 0.011038286 NA 0.24880165 0.29211739
 association_score.datatypes.affected_pathway    0.09796457 0.005938128 NA 0.08699082 0.11032265
 association_score.datatypes.animal_model        0.59965621 0.019419292 NA 0.56277784 0.63895119
 association_score.datatypes.genetic_association 0.98266001 0.028630489 NA 0.92811742 1.04040789
 association_score.datatypes.literature          1.74282740 0.046518157 NA 1.65399726 1.83642827
 association_score.datatypes.rna_expression      0.36246891 0.013485639 NA 0.33697824 0.38988783
 association_score.datatypes.somatic_mutation    0.08967526 0.005646093 NA 0.07926468 0.10145317
 ppr                                             0.86058108 0.025720770 NA 0.81161741 0.91249865
 raw                                             0.62659647 0.020077344 NA 0.58845577 0.66720925
 gm                                              0.67049213 0.021144691 NA 0.63030410 0.71324255
 mc                                              0.53692121 0.017877418 NA 0.50300095 0.57312890
 z                                               0.43989860 0.015458737 NA 0.41061991 0.47126497
 knn                                             0.61453929 0.019783113 NA 0.57696300 0.65456284
 wsld                                            0.58420795 0.019040928 NA 0.54805543 0.62274527
 COSNet                                          0.71928602 0.022326312 NA 0.67683173 0.76440326
 bagsvm                                          0.61755358 0.019856711 NA 0.57983611 0.65772452
 rf                                              0.34400636 0.013007611 NA 0.31943370 0.37046929
 svm                                             0.30802322 0.012064764 NA 0.28526158 0.33260106

cv_scheme = classic, disease = arthritis:
 method                                                rate          SE df  asymp.LCL  asymp.UCL
 pr                                              0.79883457 0.026238234 NA 0.74902892 0.85195197
 randomraw                                       0.29497412 0.012611609 NA 0.27126316 0.32075764
 random                                          0.24516772 0.011152564 NA 0.22425520 0.26803039
 EGAD                                            0.30721104 0.012963788 NA 0.28282484 0.33369991
 association_score.datatypes.affected_pathway    0.11163504 0.006862083 NA 0.09896420 0.12592819
 association_score.datatypes.animal_model        0.68333524 0.023202889 NA 0.63933866 0.73035947
 association_score.datatypes.genetic_association 1.11978530 0.034570892 NA 1.05403686 1.18963498
 association_score.datatypes.literature          1.98603026 0.056755311 NA 1.87784979 2.10044286
 association_score.datatypes.rna_expression      0.41304964 0.015935626 NA 0.38296805 0.44549410
 association_score.datatypes.somatic_mutation    0.10218900 0.006518021 NA 0.09018018 0.11579696
 ppr                                             0.98067087 0.030972950 NA 0.92180574 1.04329503
 raw                                             0.71403488 0.024012425 NA 0.66848889 0.76268403
 gm                                              0.76405596 0.025326628 NA 0.71599481 0.81534322
 mc                                              0.61184588 0.021308357 NA 0.57147574 0.65506784
 z                                               0.50128426 0.018344342 NA 0.46658912 0.53855929
 knn                                             0.70029518 0.023650394 NA 0.65544209 0.74821764
 wsld                                            0.66573125 0.022737674 NA 0.62262512 0.71182175
 COSNet                                          0.81965880 0.026782823 NA 0.76881103 0.87386954
 bagsvm                                          0.70373010 0.023740942 NA 0.65870371 0.75183432
 rf                                              0.39201073 0.015353597 NA 0.36304425 0.42328837
 svm                                             0.35100632 0.014207738 NA 0.32423562 0.37998736

cv_scheme = block, disease = arthritis:
 method                                                rate          SE df  asymp.LCL  asymp.UCL
 pr                                              0.75412431 0.024816927 NA 0.70701947 0.80436750
 randomraw                                       0.27846461 0.011919149 NA 0.25605658 0.30283361
 random                                          0.23144584 0.010538833 NA 0.21168501 0.25305134
 EGAD                                            0.29001663 0.012252356 NA 0.26696979 0.31505305
 association_score.datatypes.affected_pathway    0.10538690 0.006481545 NA 0.09341910 0.11888787
 association_score.datatypes.animal_model        0.64508941 0.021943322 NA 0.60348363 0.68956360
 association_score.datatypes.genetic_association 1.05711164 0.032706410 NA 0.99491317 1.12319853
 association_score.datatypes.literature          1.87487342 0.053713672 NA 1.77249773 1.98316212
 association_score.datatypes.rna_expression      0.38993152 0.015064516 NA 0.36149578 0.42060405
 association_score.datatypes.somatic_mutation    0.09646954 0.006156325 NA 0.08512747 0.10932279
 ppr                                             0.92578335 0.029299708 NA 0.87010180 0.98502821
 raw                                             0.67407080 0.022709700 NA 0.63099834 0.72008343
 gm                                              0.72129224 0.023953876 NA 0.67583883 0.76980261
 mc                                              0.57760126 0.020149863 NA 0.53942815 0.61847572
 z                                               0.47322770 0.017344227 NA 0.44042589 0.50847250
 knn                                             0.66110011 0.022366967 NA 0.61868355 0.70642472
 wsld                                            0.62847070 0.021502916 NA 0.58770781 0.67206088
 COSNet                                          0.77378302 0.025332518 NA 0.72569162 0.82506143
 bagsvm                                          0.66434278 0.022452688 NA 0.62176217 0.70983947
 rf                                              0.37007014 0.014513708 NA 0.34268961 0.39963834
 svm                                             0.33136072 0.013429386 NA 0.30605786 0.35875546

cv_scheme = representative, disease = arthritis:
 method                                                rate          SE df  asymp.LCL  asymp.UCL
 pr                                              0.54811713 0.018266437 NA 0.51345976 0.58511380
 randomraw                                       0.20239531 0.008728284 NA 0.18599122 0.22024621
 random                                          0.16822085 0.007710810 NA 0.15376692 0.18403342
 EGAD                                            0.21079162 0.008974055 NA 0.19391662 0.22913511
 association_score.datatypes.affected_pathway    0.07659793 0.004728145 NA 0.06786957 0.08644881
 association_score.datatypes.animal_model        0.46886773 0.016138440 NA 0.43828032 0.50158983
 association_score.datatypes.genetic_association 0.76833619 0.024112798 NA 0.72250011 0.81708016
 association_score.datatypes.literature          1.36270669 0.039692730 NA 1.28708939 1.44276656
 association_score.datatypes.rna_expression      0.28341235 0.011050249 NA 0.26256112 0.30591948
 association_score.datatypes.somatic_mutation    0.07011657 0.004489743 NA 0.06184663 0.07949234
 ppr                                             0.67288338 0.021587765 NA 0.63187497 0.71655323
 raw                                             0.48993217 0.016705865 NA 0.45825943 0.52379397
 gm                                              0.52425393 0.017627224 NA 0.49081900 0.55996648
 mc                                              0.41981560 0.014810906 NA 0.39176764 0.44987160
 z                                               0.34395418 0.012735335 NA 0.31987757 0.36984300
 knn                                             0.48050473 0.016452096 NA 0.44931737 0.51385682
 wsld                                            0.45678883 0.015812401 NA 0.42682506 0.48885610
 COSNet                                          0.56240559 0.018648350 NA 0.52701786 0.60016952
 bagsvm                                          0.48286159 0.016515565 NA 0.45155283 0.51634116
 rf                                              0.26897659 0.010643348 NA 0.24890442 0.29066742
 svm                                             0.24084158 0.009842652 NA 0.22230272 0.26092648

cv_scheme = classic, disease = asthma:
 method                                                rate          SE df  asymp.LCL  asymp.UCL
 pr                                              0.76312053 0.025401955 NA 0.71492294 0.81456743
 randomraw                                       0.28178651 0.012143568 NA 0.25896301 0.30662154
 random                                          0.23420684 0.010728826 NA 0.21409509 0.25620784
 EGAD                                            0.29347634 0.012485280 NA 0.26999808 0.31899621
 association_score.datatypes.affected_pathway    0.10664409 0.006580563 NA 0.09449584 0.12035411
 association_score.datatypes.animal_model        0.65278491 0.022444325 NA 0.61024430 0.69829105
 association_score.datatypes.genetic_association 1.06972230 0.033527114 NA 1.00598797 1.13749451
 association_score.datatypes.literature          1.89723945 0.055178198 NA 1.79211676 2.00852847
 association_score.datatypes.rna_expression      0.39458315 0.015371702 NA 0.36557664 0.42589117
 association_score.datatypes.somatic_mutation    0.09762036 0.006248909 NA 0.08610989 0.11066947
 ppr                                             0.93682735 0.030017941 NA 0.87980262 0.99754815
 raw                                             0.68211203 0.023232983 NA 0.63806288 0.72920215
 gm                                              0.72989679 0.024513546 NA 0.68339830 0.77955905
 mc                                              0.58449167 0.020599160 NA 0.54548090 0.62629235
 z                                               0.47887300 0.017714134 NA 0.44538266 0.51488163
 knn                                             0.66898661 0.022880273 NA 0.62561211 0.71536831
 wsld                                            0.63596795 0.021991163 NA 0.59429421 0.68056399
 COSNet                                          0.78301375 0.025932750 NA 0.73380103 0.83552695
 bagsvm                                          0.67226796 0.022968488 NA 0.62872473 0.71882685
 rf                                              0.37448484 0.014806040 NA 0.34656142 0.40465813
 svm                                             0.33531364 0.013692893 NA 0.30952198 0.36325446

cv_scheme = block, disease = asthma:
 method                                                rate          SE df  asymp.LCL  asymp.UCL
 pr                                              0.72040916 0.024024745 NA 0.67482742 0.76906976
 randomraw                                       0.26601510 0.011476603 NA 0.24444614 0.28948722
 random                                          0.22109843 0.010138273 NA 0.20209453 0.24188936
 EGAD                                            0.27705066 0.011799889 NA 0.25486230 0.30117075
 association_score.datatypes.affected_pathway    0.10067529 0.006215612 NA 0.08920114 0.11362539
 association_score.datatypes.animal_model        0.61624896 0.021225004 NA 0.57602177 0.65928546
 association_score.datatypes.genetic_association 1.00985063 0.031716897 NA 0.94956132 1.07396781
 association_score.datatypes.literature          1.79105218 0.052216559 NA 1.69157868 1.89637523
 association_score.datatypes.rna_expression      0.37249858 0.014531033 NA 0.34507982 0.40209594
 association_score.datatypes.somatic_mutation    0.09215661 0.005902125 NA 0.08128525 0.10448196
 ppr                                             0.88439373 0.028394632 NA 0.83045614 0.94183452
 raw                                             0.64393466 0.021971541 NA 0.60227961 0.68847068
 gm                                              0.68904494 0.023183745 NA 0.64507149 0.73601598
 mc                                              0.55177805 0.019478449 NA 0.51489177 0.59130682
 z                                               0.45207079 0.016747830 NA 0.42040904 0.48611703
 knn                                             0.63154386 0.021637667 NA 0.59052738 0.67540923
 wsld                                            0.60037324 0.020796051 NA 0.56096653 0.64254819
 COSNet                                          0.73918898 0.024527224 NA 0.69264633 0.78885907
 bagsvm                                          0.63464156 0.021721170 NA 0.59346537 0.67867466
 rf                                              0.35352516 0.013995754 NA 0.32713123 0.38204864
 svm                                             0.31654635 0.012942462 NA 0.29216937 0.34295721

cv_scheme = representative, disease = asthma:
 method                                                rate          SE df  asymp.LCL  asymp.UCL
 pr                                              0.52361209 0.017677576 NA 0.49008612 0.55943152
 randomraw                                       0.19334668 0.008403231 NA 0.17755864 0.21053856
 random                                          0.16070008 0.007417060 NA 0.14680105 0.17591506
 EGAD                                            0.20136762 0.008641592 NA 0.18512315 0.21903752
 association_score.datatypes.affected_pathway    0.07317342 0.004534026 NA 0.06480530 0.08262208
 association_score.datatypes.animal_model        0.44790574 0.015605663 NA 0.41834018 0.47956081
 association_score.datatypes.genetic_association 0.73398566 0.023373566 NA 0.68957468 0.78125687
 association_score.datatypes.literature          1.30178324 0.038564811 NA 1.22835011 1.37960634
 association_score.datatypes.rna_expression      0.27074164 0.010657065 NA 0.25063958 0.29245596
 association_score.datatypes.somatic_mutation    0.06698182 0.004304255 NA 0.05905528 0.07597229
 ppr                                             0.64280033 0.020912955 NA 0.60309119 0.68512403
 raw                                             0.46802843 0.016158037 NA 0.43740695 0.50079363
 gm                                              0.50081576 0.017055119 NA 0.46847950 0.53538399
 mc                                              0.40104661 0.014313665 NA 0.37395110 0.43010540
 z                                               0.32857679 0.012294781 NA 0.30534188 0.35357975
 knn                                             0.45902248 0.015910989 NA 0.42887324 0.49129116
 wsld                                            0.43636686 0.015288307 NA 0.40740798 0.46738416
 COSNet                                          0.53726174 0.018049518 NA 0.50302488 0.57382883
 bagsvm                                          0.46127397 0.015972776 NA 0.43100662 0.49366683
 rf                                              0.25695127 0.010261829 NA 0.23760547 0.27787220
 svm                                             0.23007411 0.009484405 NA 0.21221616 0.24943481

cv_scheme = classic, disease = bipolar disorder:
 method                                                rate          SE df  asymp.LCL  asymp.UCL
 pr                                              0.71702805 0.024315393 NA 0.67092001 0.76630479
 randomraw                                       0.26476660 0.011538270 NA 0.24309088 0.28837509
 random                                          0.22006074 0.010181088 NA 0.20098416 0.24094800
 EGAD                                            0.27575037 0.011866374 NA 0.25344652 0.30001702
 association_score.datatypes.affected_pathway    0.10020279 0.006217072 NA 0.08872931 0.11315989
 association_score.datatypes.animal_model        0.61335670 0.021459684 NA 0.57270620 0.65689256
 association_score.datatypes.genetic_association 1.00511107 0.032167839 NA 0.94399997 1.07017828
 association_score.datatypes.literature          1.78264619 0.053115795 NA 1.68152265 1.88985110
 association_score.datatypes.rna_expression      0.37075033 0.014641551 NA 0.34313591 0.40058706
 association_score.datatypes.somatic_mutation    0.09172409 0.005901460 NA 0.08085702 0.10405168
 ppr                                             0.88024298 0.028775424 NA 0.82561299 0.93848777
 raw                                             0.64091247 0.022220975 NA 0.59880697 0.68597864
 gm                                              0.68581103 0.023457422 NA 0.64134253 0.73336282
 mc                                              0.54918837 0.019679178 NA 0.51194117 0.58914556
 z                                               0.44994907 0.016897461 NA 0.41802013 0.48431678
 knn                                             0.62857981 0.021880486 NA 0.58712506 0.67296154
 wsld                                            0.59755549 0.021022315 NA 0.55774094 0.64021222
 COSNet                                          0.73571972 0.024828084 NA 0.68863198 0.78602726
 bagsvm                                          0.63166298 0.021965641 NA 0.59004547 0.67621588
 rf                                              0.35186595 0.014097229 NA 0.32529286 0.38060979
 svm                                             0.31506070 0.013026699 NA 0.29053597 0.34165560

cv_scheme = block, disease = bipolar disorder:
 method                                                rate          SE df  asymp.LCL  asymp.UCL
 pr                                              0.67689645 0.022995540 NA 0.63329375 0.72350123
 randomraw                                       0.24994779 0.010904284 NA 0.22946401 0.27226012
 random                                          0.20774409 0.009620501 NA 0.18971866 0.22748213
 EGAD                                            0.26031680 0.011214669 NA 0.23923885 0.28325181
 association_score.datatypes.affected_pathway    0.09459451 0.005872245 NA 0.08375774 0.10683335
 association_score.datatypes.animal_model        0.57902752 0.020292647 NA 0.54058990 0.62019818
 association_score.datatypes.genetic_association 0.94885565 0.030428411 NA 0.89105264 1.01040837
 association_score.datatypes.literature          1.68287263 0.050259099 NA 1.58719417 1.78431874
 association_score.datatypes.rna_expression      0.34999967 0.013840309 NA 0.32389773 0.37820508
 association_score.datatypes.somatic_mutation    0.08659036 0.005573930 NA 0.07632672 0.09823414
 ppr                                             0.83097635 0.027217172 NA 0.77930785 0.88607049
 raw                                             0.60504101 0.021013183 NA 0.56522639 0.64766018
 gm                                              0.64742663 0.022183466 NA 0.60537563 0.69239859
 mc                                              0.51845065 0.018607515 NA 0.48323377 0.55623406
 z                                               0.42476571 0.015974993 NA 0.39458144 0.45725899
 knn                                             0.59339861 0.020690920 NA 0.55419985 0.63536991
 wsld                                            0.56411069 0.019878699 NA 0.52646419 0.60444923
 COSNet                                          0.69454196 0.023480811 NA 0.65001203 0.74212248
 bagsvm                                          0.59630921 0.020771517 NA 0.55695642 0.63844254
 rf                                              0.33217224 0.013325277 NA 0.30705552 0.35934348
 svm                                             0.29742695 0.012312406 NA 0.27424811 0.32256482

cv_scheme = representative, disease = bipolar disorder:
 method                                                rate          SE df  asymp.LCL  asymp.UCL
 pr                                              0.49198592 0.016912815 NA 0.45992947 0.52627666
 randomraw                                       0.18166854 0.007982888 NA 0.16667720 0.19800824
 random                                          0.15099380 0.007037369 NA 0.13781204 0.16543640
 EGAD                                            0.18920501 0.008211615 NA 0.17377607 0.20600384
 association_score.datatypes.affected_pathway    0.06875374 0.004283387 NA 0.06085078 0.07768310
 association_score.datatypes.animal_model        0.42085224 0.014914341 NA 0.39261275 0.45112291
 association_score.datatypes.genetic_association 0.68965293 0.022411545 NA 0.64709675 0.73500781
 association_score.datatypes.literature          1.22315553 0.037091597 NA 1.15257557 1.29805758
 association_score.datatypes.rna_expression      0.25438885 0.010148057 NA 0.23525671 0.27507690
 association_score.datatypes.somatic_mutation    0.06293612 0.004064773 NA 0.05545293 0.07142914
 ppr                                             0.60397519 0.020035498 NA 0.56595569 0.64454874
 raw                                             0.43975952 0.015447016 NA 0.41050259 0.47110162
 gm                                              0.47056648 0.016312308 NA 0.43965688 0.50364916
 mc                                              0.37682340 0.013668827 NA 0.35096315 0.40458912
 z                                               0.30873075 0.011723996 NA 0.28658645 0.33258612
 knn                                             0.43129752 0.015208767 NA 0.40249565 0.46216040
 wsld                                            0.41001030 0.014608348 NA 0.38235530 0.43966553
 COSNet                                          0.50481114 0.017271693 NA 0.47206932 0.53982386
 bagsvm                                          0.43341302 0.015268351 NA 0.40449734 0.46439574
 rf                                              0.24143141 0.009768019 NA 0.22302585 0.26135592
 svm                                             0.21617763 0.009020894 NA 0.19920072 0.23460141

cv_scheme = classic, disease = cardiac arrhythmia:
 method                                                rate          SE df  asymp.LCL  asymp.UCL
 pr                                              0.92673357 0.029199754 NA 0.87123441 0.98576811
 randomraw                                       0.34220154 0.014282236 NA 0.31532320 0.37137100
 random                                          0.28442078 0.012666247 NA 0.26064798 0.31036182
 EGAD                                            0.35639767 0.014671431 NA 0.32877166 0.38634504
 association_score.datatypes.affected_pathway    0.12950859 0.007869561 NA 0.11496761 0.14588870
 association_score.datatypes.animal_model        0.79274199 0.025893673 NA 0.74358171 0.84515239
 association_score.datatypes.genetic_association 1.29907076 0.038252343 NA 1.22621998 1.37624966
 association_score.datatypes.literature          2.30400759 0.062276168 NA 2.18512535 2.42935764
 association_score.datatypes.rna_expression      0.47918178 0.017944587 NA 0.44527075 0.51567541
 association_score.datatypes.somatic_mutation    0.11855017 0.007481192 NA 0.10475783 0.13415839
 ppr                                             1.13768313 0.034346855 NA 1.07231750 1.20703328
 raw                                             0.82835685 0.026776014 NA 0.77750469 0.88253496
 gm                                              0.88638666 0.028207404 NA 0.83279000 0.94343270
 mc                                              0.70980668 0.023826765 NA 0.66461017 0.75807677
 z                                               0.58154337 0.020586184 NA 0.54256308 0.62332419
 knn                                             0.81241733 0.026381483 NA 0.76232167 0.86580501
 wsld                                            0.77231948 0.025386402 NA 0.72413195 0.82371367
 COSNet                                          0.95089190 0.029792324 NA 0.89425673 1.01111390
 bagsvm                                          0.81640221 0.026480168 NA 0.76611732 0.86998760
 rf                                              0.45477439 0.017304928 NA 0.42209125 0.48998823
 svm                                             0.40720489 0.016043738 NA 0.37694321 0.43989603

cv_scheme = block, disease = cardiac arrhythmia:
 method                                                rate          SE df  asymp.LCL  asymp.UCL
 pr                                              0.87486489 0.027622576 NA 0.82236676 0.93071439
 randomraw                                       0.32304874 0.013498797 NA 0.29764600 0.35061948
 random                                          0.26850194 0.011969734 NA 0.24603739 0.29301761
 EGAD                                            0.33645032 0.013867099 NA 0.31034012 0.36475729
 association_score.datatypes.affected_pathway    0.12226008 0.007433249 NA 0.10852574 0.13773255
 association_score.datatypes.animal_model        0.74837273 0.024491552 NA 0.70187728 0.79794825
 association_score.datatypes.genetic_association 1.22636261 0.036197038 NA 1.15743078 1.29939972
 association_score.datatypes.literature          2.17505377 0.058956070 NA 2.06251775 2.29373003
 association_score.datatypes.rna_expression      0.45236228 0.016965095 NA 0.42030396 0.48686582
 association_score.datatypes.somatic_mutation    0.11191499 0.007066125 NA 0.09888828 0.12665773
 ppr                                             1.07400774 0.032497652 NA 1.01216542 1.13962856
 raw                                             0.78199425 0.025327142 NA 0.73389671 0.83324397
 gm                                              0.83677617 0.026682741 NA 0.78607969 0.89074222
 mc                                              0.67007926 0.022534262 NA 0.62733701 0.71573366
 z                                               0.54899476 0.019465895 NA 0.51213783 0.58850417
 knn                                             0.76694686 0.024953512 NA 0.71956567 0.81744795
 wsld                                            0.72909326 0.024011170 NA 0.68351890 0.77770633
 COSNet                                          0.89767109 0.028183800 NA 0.84409713 0.95464534
 bagsvm                                          0.77070871 0.025046969 NA 0.72314834 0.82139705
 rf                                              0.42932096 0.016359598 NA 0.39842485 0.46261293
 svm                                             0.38441389 0.015165857 NA 0.35580952 0.41531784

cv_scheme = representative, disease = cardiac arrhythmia:
 method                                                rate          SE df  asymp.LCL  asymp.UCL
 pr                                              0.63587452 0.020353370 NA 0.59720820 0.67704429
 randomraw                                       0.23480021 0.009888667 NA 0.21619713 0.25500403
 random                                          0.19515418 0.008760234 NA 0.17871806 0.21310187
 EGAD                                            0.24454083 0.010160675 NA 0.22541559 0.26528874
