cv_scheme = classic, disease = allergy:
 z                                                4.8935350 0.07066134 NA  4.7569827  5.0340070
 knn                                              5.0529251 0.07268846 NA  4.9124480  5.1974193
 wsld                                             4.8911478 0.07063097 NA  4.7546543  5.0315596
 COSNet                                           2.5188419 0.04024597 NA  2.4411836  2.5989707
 bagsvm                                           5.2824616 0.07560600 NA  5.1363358  5.4327447
 rf                                               5.0090377 0.07213040 NA  4.8696411  5.1524246
 svm                                              4.2521181 0.06249201 NA  4.1313832  4.3763813

cv_scheme = representative, disease = allergy:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               1.1391717 0.02139127 NA  1.0980077  1.1818789
 randomraw                                        0.5590341 0.01313469 NA  0.5338744  0.5853796
 random                                           0.4774342 0.01187802 NA  0.4547122  0.5012916
 EGAD                                             2.2280262 0.03583571 NA  2.1588850  2.2993817
 association_score.datatypes.affected_pathway     0.8713650 0.01767971 NA  0.8373933  0.9067148
 association_score.datatypes.animal_model         1.0146201 0.01967944 NA  0.9767730  1.0539336
 association_score.datatypes.genetic_association  0.9926063 0.01937452 NA  0.9553501  1.0313153
 association_score.datatypes.literature           3.0552808 0.04654605 NA  2.9654008  3.1478851
 association_score.datatypes.rna_expression       0.7809926 0.01639604 NA  0.7495091  0.8137986
 association_score.datatypes.somatic_mutation     0.8702891 0.01766454 NA  0.8363469  0.9056089
 ppr                                              3.8061493 0.05619181 NA  3.6975935  3.9178921
 raw                                              4.8191142 0.06914536 NA  4.6854796  4.9565602
 gm                                               2.8879430 0.04438848 NA  2.8022406  2.9762665
 mc                                               4.2176249 0.06145987 NA  4.0988698  4.3398208
 z                                                4.4108662 0.06393074 NA  4.2873273  4.5379649
 knn                                              4.5545351 0.06576663 NA  4.4274418  4.6852767
 wsld                                             4.4087145 0.06390324 NA  4.2852288  4.5357586
 COSNet                                           2.2703986 0.03638757 NA  2.2001887  2.3428489
 bagsvm                                           4.7614315 0.06840897 NA  4.6292226  4.8974162
 rf                                               4.5149765 0.06526121 NA  4.3888617  4.6447152
 svm                                              3.8327148 0.05653224 NA  3.7234999  3.9451331

cv_scheme = classic, disease = Alzheimers disease:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               3.7189755 0.06281521 NA  3.5978755  3.8441516
 randomraw                                        1.8250403 0.04018025 NA  1.7479634  1.9055159
 random                                           1.5586465 0.03660782 NA  1.4885229  1.6320736
 EGAD                                             7.2736839 0.10062281 NA  7.0791164  7.4735989
 association_score.datatypes.affected_pathway     2.8446853 0.05278776 NA  2.7430820  2.9500519
 association_score.datatypes.animal_model         3.3123603 0.05821443 NA  3.2002049  3.4284464
 association_score.datatypes.genetic_association  3.2404934 0.05739082 NA  3.1299394  3.3549524
 association_score.datatypes.literature           9.9743652 0.12803420 NA  9.7265532 10.2284910
 association_score.datatypes.rna_expression       2.5496529 0.04926963 NA  2.4548920  2.6480716
 association_score.datatypes.somatic_mutation     2.8411730 0.05274636 NA  2.7396503  2.9464578
 ppr                                             12.4256740 0.15250527 NA 12.1303356 12.7282029
 raw                                             15.7326307 0.18518240 NA 15.3738345 16.0998006
 gm                                               9.4280689 0.12253694 NA  9.1909341  9.6713220
 mc                                              13.7689901 0.16581497 NA 13.4478041 14.0978472
 z                                               14.3998515 0.17204733 NA 14.0665625 14.7410373
 knn                                             14.8688774 0.17667436 NA 14.5266030 15.2192164
 wsld                                            14.3928269 0.17197799 NA 14.0596726 14.7338756
 COSNet                                           7.4120141 0.10204403 NA  7.2146857  7.6147395
 bagsvm                                          15.5443179 0.18332885 NA 15.1891211 15.9078210
 rf                                              14.7397332 0.17540085 NA 14.3999319 15.0875529
 svm                                             12.5124005 0.15336636 NA 12.2153899 12.8166328

cv_scheme = block, disease = Alzheimers disease:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               2.0721308 0.03538628 NA  2.0039228  2.1426604
 randomraw                                        1.0168720 0.02253359 NA  0.9736524  1.0620102
 random                                           0.8684434 0.02051403 NA  0.8291531  0.9095954
 EGAD                                             4.0527356 0.05698657 NA  3.9425691  4.1659806
 association_score.datatypes.affected_pathway     1.5849957 0.02968189 NA  1.5278749  1.6442519
 association_score.datatypes.animal_model         1.8455738 0.03276723 NA  1.7824558  1.9109269
 association_score.datatypes.genetic_association  1.8055312 0.03229868 NA  1.7433239  1.8699583
 association_score.datatypes.literature           5.5574955 0.07269829 NA  5.4168206  5.7018238
 association_score.datatypes.rna_expression       1.4206101 0.02768417 NA  1.3673733  1.4759197
 association_score.datatypes.somatic_mutation     1.5830387 0.02965837 NA  1.5259637  1.6422485
 ppr                                              6.9233105 0.08674355 NA  6.7553668  7.0954294
 raw                                              8.7658736 0.10551556 NA  8.5614874  8.9751391
 gm                                               5.2531113 0.06954521 NA  5.1185584  5.3912012
 mc                                               7.6717765 0.09438769 NA  7.4889927  7.8590215
 z                                                8.0232785 0.09796806 NA  7.8335441  8.2176085
 knn                                              8.2846094 0.10062654 NA  8.0897140  8.4842001
 wsld                                             8.0193646 0.09792822 NA  7.8297075  8.2136157
 COSNet                                           4.1298102 0.05780043 NA  4.0180631  4.2446650
 bagsvm                                           8.6609499 0.10445037 NA  8.4586314  8.8681075
 rf                                               8.2126531 0.09989481 NA  8.0191782  8.4107958
 svm                                              6.9716326 0.08723800 NA  6.8027290  7.1447299

cv_scheme = representative, disease = Alzheimers disease:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               1.8677483 0.03198161 NA  1.8061057  1.9314949
 randomraw                                        0.9165739 0.02034341 NA  0.8775564  0.9573262
 random                                           0.7827853 0.01851661 NA  0.7473219  0.8199317
 EGAD                                             3.6529983 0.05156901 NA  3.5533103  3.7554829
 association_score.datatypes.affected_pathway     1.4286613 0.02681399 NA  1.3770617  1.4821943
 association_score.datatypes.animal_model         1.6635376 0.02960862 NA  1.6065063  1.7225935
 association_score.datatypes.genetic_association  1.6274445 0.02918416 NA  1.5712381  1.6856615
 association_score.datatypes.literature           5.0093377 0.06582727 NA  4.8819659  5.1400326
 association_score.datatypes.rna_expression       1.2804897 0.02500503 NA  1.2324068  1.3304486
 association_score.datatypes.somatic_mutation     1.4268973 0.02679268 NA  1.3753392  1.4803883
 ppr                                              6.2404369 0.07857716 NA  6.0883134  6.3963614
 raw                                              7.9012607 0.09562132 NA  7.7160516  8.0909154
 gm                                               4.7349761 0.06296544 NA  4.6131605  4.8600084
 mc                                               6.9150787 0.08551732 NA  6.7494829  7.0847374
 z                                                7.2319107 0.08876815 NA  7.0600045  7.4080028
 knn                                              7.4674655 0.09118202 NA  7.2908736  7.6483346
 wsld                                             7.2283828 0.08873198 NA  7.0565468  7.4044033
 COSNet                                           3.7224706 0.05230742 NA  3.6213489  3.8264161
 bagsvm                                           7.8066860 0.09465410 NA  7.6233544  7.9944266
 rf                                               7.4026065 0.09051761 NA  7.2273043  7.5821608
 svm                                              6.2839928 0.07902606 NA  6.1309979  6.4408057

cv_scheme = classic, disease = arthritis:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               4.0091695 0.06691399 NA  3.8801424  4.1424871
 randomraw                                        1.9674493 0.04301406 NA  1.8849240  2.0535877
 random                                           1.6802687 0.03922310 NA  1.6051249  1.7589303
 EGAD                                             7.8412539 0.10655188 NA  7.6351726  8.0528976
 association_score.datatypes.affected_pathway     3.0666578 0.05634851 NA  2.9581818  3.1791117
 association_score.datatypes.animal_model         3.5708258 0.06207013 NA  3.4512196  3.6945771
 association_score.datatypes.genetic_association  3.4933511 0.06120235 NA  3.3754329  3.6153888
 association_score.datatypes.literature          10.7526711 0.13517932 NA 10.4909620 11.0209089
 association_score.datatypes.rna_expression       2.7486039 0.05263382 NA  2.6473554  2.8537246
 association_score.datatypes.somatic_mutation     3.0628715 0.05630482 NA  2.9544805  3.1752391
 ppr                                             13.3952570 0.16069432 NA 13.0839758 13.7139440
 raw                                             16.9602577 0.19472796 NA 16.5828602 17.3462442
 gm                                              10.1637470 0.12944290 NA  9.9131838 10.4206434
 mc                                              14.8433929 0.17456072 NA 14.5051731 15.1894991
 z                                               15.5234809 0.18105166 NA 15.1726513 15.8824225
 knn                                             16.0291051 0.18586989 NA 15.6689154 16.3975747
 wsld                                            15.5159082 0.18097945 NA 15.1652188 15.8747070
 COSNet                                           7.9903781 0.10803780 NA  7.7814091  8.2049590
 bagsvm                                          16.7572507 0.19279832 NA 16.3836017 17.1394213
 rf                                              15.8898837 0.18454382 NA 15.5322701 16.2557310
 svm                                             13.4887509 0.16159163 NA 13.1757264 13.8092122

cv_scheme = block, disease = arthritis:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               2.2338205 0.03770518 NA  2.1611287  2.3089573
 randomraw                                        1.0962192 0.02412502 NA  1.0499403  1.1445380
 random                                           0.9362085 0.02198110 NA  0.8941026  0.9802973
 EGAD                                             4.3689731 0.06037967 NA  4.2522195  4.4889324
 association_score.datatypes.affected_pathway     1.7086739 0.03168976 NA  1.6476784  1.7719273
 association_score.datatypes.animal_model         1.9895851 0.03494531 NA  1.9222591  2.0592692
 association_score.datatypes.genetic_association  1.9464179 0.03445123 NA  1.8800526  2.0151260
 association_score.datatypes.literature           5.9911504 0.07681582 NA  5.8424701  6.1436143
 association_score.datatypes.rna_expression       1.5314612 0.02957901 NA  1.4745710  1.5905463
 association_score.datatypes.somatic_mutation     1.7065642 0.03166492 NA  1.6456170  1.7697686
 ppr                                              7.4635407 0.09148766 NA  7.2863651  7.6450246
 raw                                              9.4498802 0.11107838 NA  9.2346592  9.6701170
 gm                                               5.6630149 0.07351975 NA  5.5207366  5.8089598
 mc                                               8.2704100 0.09946727 NA  8.0777375  8.4676781
 z                                                8.6493399 0.10320371 NA  8.4494113  8.8539993
 knn                                              8.9310626 0.10597771 NA  8.7257469  9.1412093
 wsld                                             8.6451206 0.10316214 NA  8.4452727  8.8496977
 COSNet                                           4.4520618 0.06123189 NA  4.3336526  4.5737063
 bagsvm                                           9.3367692 0.10996717 NA  9.1237061  9.5548078
 rf                                               8.8534915 0.10521422 NA  8.6496585  9.0621279
 svm                                              7.5156334 0.09200392 NA  7.3374552  7.6981385

cv_scheme = representative, disease = arthritis:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               2.0134899 0.03407955 NA  1.9477910  2.0814049
 randomraw                                        0.9880948 0.02178064 NA  0.9463145  1.0317196
 random                                           0.8438666 0.01984117 NA  0.8058610  0.8836645
 EGAD                                             3.9380440 0.05464710 NA  3.8323810  4.0466202
 association_score.datatypes.affected_pathway     1.5401406 0.02862910 NA  1.4850385  1.5972873
 association_score.datatypes.animal_model         1.7933444 0.03157845 NA  1.7325077  1.8563175
 association_score.datatypes.genetic_association  1.7544350 0.03113077 NA  1.6944686  1.8165236
 association_score.datatypes.literature           5.4002194 0.06956856 NA  5.2655746  5.5383073
 association_score.datatypes.rna_expression       1.3804071 0.02671748 NA  1.3290226  1.4337784
 association_score.datatypes.somatic_mutation     1.5382390 0.02860660 NA  1.4831806  1.5953413
 ppr                                              6.7273821 0.08289298 NA  6.5668610  6.8918270
 raw                                              8.5178010 0.10068873 NA  8.3227233  8.7174512
 gm                                               5.1044493 0.06657571 NA  4.9756170  5.2366174
 mc                                               7.4546666 0.09014100 NA  7.2800706  7.6334499
 z                                                7.7962212 0.09353512 NA  7.6150344  7.9817191
 knn                                              8.0501565 0.09605504 NA  7.8640764  8.2406396
 wsld                                             7.7924181 0.09349736 NA  7.6113045  7.9778412
 COSNet                                           4.0129373 0.05542060 NA  3.9057719  4.1230432
 bagsvm                                           8.4158466 0.09967924 NA  8.2227291  8.6134996
 rf                                               7.9802365 0.09536147 NA  7.7955032  8.1693475
 svm                                              6.7743367 0.08336188 NA  6.6129050  6.9397092

cv_scheme = classic, disease = asthma:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               3.5501092 0.06042555 NA  3.4336310  3.6705387
 randomraw                                        1.7421713 0.03853023 NA  1.6682668  1.8193498
 random                                           1.4878736 0.03508525 NA  1.4206727  1.5582533
 EGAD                                             6.9434102 0.09715640 NA  6.7555746  7.1364684
 association_score.datatypes.affected_pathway     2.7155176 0.05071311 NA  2.6179189  2.8167550
 association_score.datatypes.animal_model         3.1619571 0.05596717 NA  3.0541444  3.2735757
 association_score.datatypes.genetic_association  3.0933535 0.05516941 NA  2.9870914  3.2033956
 association_score.datatypes.literature           9.5214626 0.12384849 NA  9.2817921  9.7673218
 association_score.datatypes.rna_expression       2.4338817 0.04730990 NA  2.3429001  2.5283963
 association_score.datatypes.somatic_mutation     2.7121648 0.05067304 NA  2.6146439  2.8133230
 ppr                                             11.8614656 0.14770019 NA 11.5754826 12.1545141
 raw                                             15.0182645 0.17957058 NA 14.6704046 15.3743728
 gm                                               8.9999718 0.11849290 NA  8.7707009  9.2352361
 mc                                              13.1437862 0.16067903 NA 12.8326040 13.4625145
 z                                               13.7460024 0.16675761 NA 13.4230185 14.0767579
 knn                                             14.1937314 0.17127088 NA 13.8619850 14.5334171
 wsld                                            13.7392967 0.16668998 NA 13.4164442 14.0699184
 COSNet                                           7.0754593 0.09853941 NA  6.8849377  7.2712530
 bagsvm                                          14.8385024 0.17776234 NA 14.4941531 15.1910327
 rf                                              14.0704511 0.17002865 NA 13.7411165 14.4076789
 svm                                             11.9442542 0.14853976 NA 11.6566411 12.2389639

cv_scheme = block, disease = asthma:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               1.9780423 0.03403444 NA  1.9124483  2.0458861
 randomraw                                        0.9706993 0.02160697 NA  0.9292609  1.0139855
 random                                           0.8290102 0.01965993 NA  0.7913593  0.8684526
 EGAD                                             3.8687145 0.05500348 NA  3.7623978  3.9780354
 association_score.datatypes.affected_pathway     1.5130263 0.02851207 NA  1.4581631  1.5699538
 association_score.datatypes.animal_model         1.7617725 0.03149784 NA  1.7011070  1.8246015
 association_score.datatypes.genetic_association  1.7235481 0.03104423 NA  1.6637640  1.7854804
 association_score.datatypes.literature           5.3051482 0.07028757 NA  5.1691604  5.4447136
 association_score.datatypes.rna_expression       1.3561050 0.02658042 NA  1.3049963  1.4092153
 association_score.datatypes.somatic_mutation     1.5111582 0.02848932 NA  1.4563392  1.5680407
 ppr                                              6.6089461 0.08396207 NA  6.4464154  6.7755746
 raw                                              8.3678446 0.10224873 NA  8.1698215  8.5706674
 gm                                               5.0145851 0.06721900 NA  4.8845539  5.1480778
 mc                                               7.3234268 0.09140745 NA  7.1464451  7.5047914
 z                                                7.6589683 0.09489528 NA  7.4752171  7.8472363
 knn                                              7.9084329 0.09748526 NA  7.7196550  8.1018273
 wsld                                             7.6552320 0.09485647 NA  7.4715562  7.8434233
 COSNet                                           3.9422893 0.05579472 NA  3.8344364  4.0531758
 bagsvm                                           8.2676851 0.10121086 NA  8.0716763  8.4684536
 rf                                               7.8397439 0.09677237 NA  7.6523496  8.0317273
 svm                                              6.6550741 0.08444362 NA  6.4916087  6.8226557

cv_scheme = representative, disease = asthma:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               1.7829401 0.03075861 NA  1.7236622  1.8442567
 randomraw                                        0.8749554 0.01950658 NA  0.8375464  0.9140352
 random                                           0.7472417 0.01774548 NA  0.7132582  0.7828443
 EGAD                                             3.4871278 0.04977016 NA  3.3909318  3.5860527
 association_score.datatypes.affected_pathway     1.3637905 0.02575649 NA  1.3142316  1.4152183
 association_score.datatypes.animal_model         1.5880019 0.02846062 NA  1.5331884  1.6447750
 association_score.datatypes.genetic_association  1.5535477 0.02804975 NA  1.4995326  1.6095085
 association_score.datatypes.literature           4.7818804 0.06363713 NA  4.6587665  4.9082478
 association_score.datatypes.rna_expression       1.2223470 0.02400753 NA  1.1761872  1.2703183
 association_score.datatypes.somatic_mutation     1.3621067 0.02573588 NA  1.3125878  1.4134937
 ppr                                              5.9570795 0.07604725 NA  5.8098789  6.1080097
 raw                                              7.5424909 0.09264614 NA  7.3630761  7.7262774
 gm                                               4.5199767 0.06085268 NA  4.4022674  4.6408333
 mc                                               6.6010881 0.08280512 NA  6.4407719  6.7653947
 z                                                6.9035338 0.08597105 NA  6.7370734  7.0741072
 knn                                              7.1283928 0.08832207 NA  6.9573698  7.3036199
 wsld                                             6.9001661 0.08593583 NA  6.7337741  7.0706698
 COSNet                                           3.5534457 0.05048790 NA  3.4558563  3.6537908
 bagsvm                                           7.4522105 0.09170399 NA  7.2746242  7.6341321
 rf                                               7.0664789 0.08767495 NA  6.8967117  7.2404250
 svm                                              5.9986577 0.07648431 NA  5.8506088  6.1504530

cv_scheme = classic, disease = bipolar disorder:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               4.2590079 0.07043597 NA  4.1231694  4.3993217
 randomraw                                        2.0900544 0.04545231 NA  2.0028413  2.1810651
 random                                           1.7849776 0.04147365 NA  1.7055138  1.8681438
 EGAD                                             8.3298955 0.11163182 NA  8.1139496  8.5515886
 association_score.datatypes.affected_pathway     3.2577620 0.05941019 NA  3.1433766  3.3763099
 association_score.datatypes.animal_model         3.7933481 0.06538428 NA  3.6673378  3.9236882
 association_score.datatypes.genetic_association  3.7110455 0.06447871 NA  3.5867971  3.8395979
 association_score.datatypes.literature          11.4227428 0.14128824 NA 11.1491527 11.7030466
 association_score.datatypes.rna_expression       2.9198880 0.05552708 NA  2.8130601  3.0307727
 association_score.datatypes.somatic_mutation     3.2537397 0.05936453 NA  3.1394432  3.3721975
 ppr                                             14.2300061 0.16768356 NA 13.9051186 14.5624845
 raw                                             18.0171661 0.20285799 NA 17.6239266 18.4191798
 gm                                              10.7971188 0.13534977 NA 10.5350706 11.0656853
 mc                                              15.7683851 0.18201850 NA 15.4156408 16.1292010
 z                                               16.4908540 0.18872688 NA 16.1250737 16.8649315
 knn                                             17.0279871 0.19370584 NA 16.6525318 17.4119076
 wsld                                            16.4828093 0.18865226 NA 16.1171741 16.8567394
 COSNet                                           8.4883126 0.11317261 NA  8.2693715  8.7130505
 bagsvm                                          17.8015083 0.20086444 NA 17.4121426 18.1995809
 rf                                              16.8800898 0.19233559 NA 16.5072972 17.2613015
 svm                                             14.3293262 0.16861137 NA 14.0026357 14.6636387

cv_scheme = block, disease = bipolar disorder:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               2.3730249 0.03969794 NA  2.2964801  2.4521211
 randomraw                                        1.1645320 0.02549433 NA  1.1156209  1.2155875
 random                                           0.9945500 0.02324359 NA  0.9500210  1.0411661
 EGAD                                             4.6412334 0.06328788 NA  4.5188343  4.7669478
 association_score.datatypes.affected_pathway     1.8151529 0.03341630 NA  1.7508257  1.8818436
 association_score.datatypes.animal_model         2.1135696 0.03681761 NA  2.0426264  2.1869768
 association_score.datatypes.genetic_association  2.0677124 0.03630167 NA  1.9977727  2.1401007
 association_score.datatypes.literature           6.3644995 0.08033839 NA  6.2089710  6.5239238
 association_score.datatypes.rna_expression       1.6268969 0.03120867 NA  1.5668647  1.6892292
 association_score.datatypes.somatic_mutation     1.8129118 0.03339033 NA  1.7486351  1.8795512
 ppr                                              7.9286444 0.09554016 NA  7.7435831  8.1181285
 raw                                             10.0387661 0.11582187 NA  9.8143068 10.2683589
 gm                                               6.0159156 0.07692121 NA  5.8670263  6.1685834
 mc                                               8.7857952 0.10380307 NA  8.5846824  8.9916194
 z                                                9.1883388 0.10767124 NA  8.9797120  9.4018126
 knn                                              9.4876175 0.11054269 NA  9.2734129  9.7067700
 wsld                                             9.1838565 0.10762821 NA  8.9753133  9.3972453
 COSNet                                           4.7294999 0.06417270 NA  4.6053815  4.8569635
 bagsvm                                           9.9186064 0.11467184 NA  9.6963810 10.1459248
 rf                                               9.4052124 0.10975240 NA  9.1925430  9.6228020
 svm                                              7.9839834 0.09607484 NA  7.7978834  8.1745247

cv_scheme = representative, disease = bipolar disorder:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               2.1389641 0.03588246 NA  2.0697794  2.2104614
 randomraw                                        1.0496696 0.02301728 NA  1.0055123  1.0957661
 random                                           0.8964536 0.02098103 NA  0.8562605  0.9385334
 EGAD                                             4.1834501 0.05728554 NA  4.0726658  4.2972480
 association_score.datatypes.affected_pathway     1.6361172 0.03018990 NA  1.5780032  1.6963713
 association_score.datatypes.animal_model         1.9050999 0.03327176 NA  1.8409919  1.9714403
 association_score.datatypes.genetic_association  1.8637657 0.03280420 NA  1.8005670  1.9291827
 association_score.datatypes.literature           5.7367436 0.07276969 NA  5.5958760  5.8811574
 association_score.datatypes.rna_expression       1.4664296 0.02819029 NA  1.4122056  1.5227357
 association_score.datatypes.somatic_mutation     1.6340971 0.03016638 NA  1.5760289  1.6943047
 ppr                                              7.1466108 0.08658033 NA  6.9789153  7.3183358
 raw                                              9.0486028 0.10501091 NA  8.8451083  9.2567790
 gm                                               5.4225420 0.06966582 NA  5.2877043  5.5608181
 mc                                               7.9192173 0.09408853 NA  7.7369378  8.1057914
 z                                                8.2820565 0.09760367 NA  8.0929493  8.4755826
 knn                                              8.5518162 0.10021315 NA  8.3576404  8.7505033
 wsld                                             8.2780163 0.09756456 NA  8.0889850  8.4714651
 COSNet                                           4.2630106 0.05808886 NA  4.1506654  4.3783966
 bagsvm                                           8.9402949 0.10396573 NA  8.7388305  9.1464039
 rf                                               8.4775390 0.09949495 NA  8.2847582  8.6748057
 svm                                              7.1964914 0.08706614 NA  7.0278523  7.3691773

cv_scheme = classic, disease = cardiac arrhythmia:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               5.5213909 0.08816333 NA  5.3512699  5.6969202
 randomraw                                        2.7095529 0.05775764 NA  2.5986822  2.8251538
 random                                           2.3140504 0.05283500 NA  2.2127786  2.4199571
 EGAD                                            10.7989020 0.13704436 NA 10.5336129 11.0708723
 association_score.datatypes.affected_pathway     4.2233727 0.07484131 NA  4.0792045  4.3726360
 association_score.datatypes.animal_model         4.9177081 0.08207622 NA  4.7594443  5.0812346
 association_score.datatypes.genetic_association  4.8110107 0.08098216 NA  4.6548783  4.9723801
 association_score.datatypes.literature          14.8084787 0.17170663 NA 14.4757351 15.1488707
 association_score.datatypes.rna_expression       3.7853517 0.07011545 NA  3.6503925  3.9253004
 association_score.datatypes.somatic_mutation     4.2181581 0.07478586 NA  4.0740980  4.3673122
 ppr                                             18.4478233 0.20234895 NA 18.0554594 18.8487138
 raw                                             23.3575091 0.24298912 NA 22.8860816 23.8386475
 gm                                              13.9974178 0.16478909 NA 13.6781349 14.3241536
 mc                                              20.4421826 0.21893332 NA 20.0175535 20.8758194
 z                                               21.3787934 0.22668339 NA 20.9390869 21.8277335
 knn                                             22.0751345 0.23243145 NA 21.6242456 22.5354248
 wsld                                            21.3683644 0.22659721 NA 20.9288255 21.8171342
 COSNet                                          11.0042744 0.13885336 NA 10.7354645 11.2798152
 bagsvm                                          23.0779298 0.24069027 NA 22.6109744 23.5545286
 rf                                              21.8834000 0.23084986 NA 21.4355880 22.3405673
 svm                                             18.5765823 0.20342341 NA 18.1821279 18.9795942

cv_scheme = block, disease = cardiac arrhythmia:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               3.0763968 0.04973009 NA  2.9804555  3.1754265
 randomraw                                        1.5097029 0.03240517 NA  1.4475074  1.5745708
 random                                           1.2893377 0.02961709 NA  1.2325766  1.3487127
 EGAD                                             6.0169091 0.07784760 NA  5.8662490  6.1714387
 association_score.datatypes.affected_pathway     2.3531698 0.04211907 NA  2.2720491  2.4371867
 association_score.datatypes.animal_model         2.7400381 0.04624892 NA  2.6508749  2.8322004
 association_score.datatypes.genetic_association  2.6805887 0.04562385 NA  2.5926426  2.7715180
 association_score.datatypes.literature           8.2509565 0.09790245 NA  8.0612853  8.4450905
 association_score.datatypes.rna_expression       2.1091142 0.03942633 NA  2.0332384  2.1878214
 association_score.datatypes.somatic_mutation     2.3502643 0.04208745 NA  2.2692053  2.4342189
 ppr                                             10.2787188 0.11567887 NA 10.0544747 10.5079643
 raw                                             13.0142871 0.13930017 NA 12.7441077 13.2901944
 gm                                               7.7990514 0.09389483 NA  7.6171752  7.9852703
 mc                                              11.3899317 0.12531309 NA 11.1469517 11.6382081
 z                                               11.9117905 0.12981783 NA 11.6600504 12.1689656
 knn                                             12.2997763 0.13315984 NA 12.0415373 12.5635534
 wsld                                            11.9059796 0.12976773 NA 11.6543370 12.1630558
 COSNet                                           6.1313381 0.07889241 NA  5.9786453  6.2879307
 bagsvm                                          12.8585116 0.13796296 NA 12.5909325 13.1317773
 rf                                              12.1929461 0.13224021 NA 11.9364954 12.4549065
 svm                                             10.3504604 0.11630281 NA 10.1250029 10.5809384

cv_scheme = representative, disease = cardiac arrhythmia:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               2.7729596 0.04495928 NA  2.6862264  2.8624932
 randomraw                                        1.3607949 0.02925858 NA  1.3046407  1.4193661
 random                                           1.1621652 0.02673547 NA  1.1109284  1.2157650
 EGAD                                             5.4234375 0.07049702 NA  5.2870111  5.5633843
