cv_scheme = classic, disease = allergy:
 rf                                              0.032962171 0.0009336729 NA 0.0311804665 0.034842023
 svm                                             0.020722968 0.0006708305 NA 0.0194481941 0.022079417

cv_scheme = classic, disease = chronic obstructive pulmonary disease:
 method                                                 prob           SE df    asymp.LCL   asymp.UCL
 pr                                              0.053329337 0.0032448477 NA 0.0473158711 0.060058886
 randomraw                                       0.042249546 0.0029145714 NA 0.0368921868 0.048345831
 random                                          0.026147875 0.0023229475 NA 0.0219608657 0.031107780
 EGAD                                            0.223620966 0.0056840624 NA 0.2126782299 0.234958706
 association_score.datatypes.affected_pathway    0.021756818 0.0021263960 NA 0.0179571262 0.026338954
 association_score.datatypes.animal_model        0.061360414 0.0034574783 NA 0.0549235097 0.068497032
 association_score.datatypes.genetic_association 0.053665839 0.0032541635 NA 0.0476338383 0.060413233
 association_score.datatypes.literature          0.137712242 0.0048459122 NA 0.1284866749 0.147488119
 association_score.datatypes.rna_expression      0.025958574 0.0023148748 NA 0.0217874877 0.030902963
 association_score.datatypes.somatic_mutation    0.021756818 0.0021263960 NA 0.0179571262 0.026338954
 ppr                                             0.296871716 0.0060535186 NA 0.2851455817 0.308871713
 raw                                             0.321433804 0.0061229395 NA 0.3095527890 0.333550533
 gm                                              0.182276429 0.0053467032 NA 0.1720301856 0.192990699
 mc                                              0.175675945 0.0052824229 NA 0.1655614230 0.186270449
 z                                               0.312219939 0.0060998104 NA 0.3003912484 0.324298503
 knn                                             0.253566735 0.0058668528 NA 0.2422409639 0.265236685
 wsld                                            0.253633163 0.0058672068 NA 0.2423066435 0.265303749
 COSNet                                          0.243654533 0.0058115482 NA 0.2324452778 0.255224593
 bagsvm                                          0.317288792 0.0061129591 NA 0.3054304738 0.329389172
 rf                                              0.391525757 0.0061929748 NA 0.3794570607 0.403728567
 svm                                             0.285447535 0.0060125412 NA 0.2738106574 0.297376451

cv_scheme = blocked_cv, disease = chronic obstructive pulmonary disease:
 method                                                 prob           SE df    asymp.LCL   asymp.UCL
 pr                                              0.014961126 0.0010068879 NA 0.0131106191 0.017068306
 randomraw                                       0.011753805 0.0008789916 NA 0.0101500850 0.013607430
 random                                          0.007187112 0.0006717328 NA 0.0059834057 0.008630871
 EGAD                                            0.072061231 0.0026612532 NA 0.0670162339 0.077454488
 association_score.datatypes.affected_pathway    0.005960679 0.0006078049 NA 0.0048803481 0.007278407
 association_score.datatypes.animal_model        0.017319894 0.0010950456 NA 0.0152993077 0.019602027
 association_score.datatypes.genetic_association 0.015059380 0.0010106480 NA 0.0132016187 0.017174020
 association_score.datatypes.literature          0.041281464 0.0018523169 NA 0.0377999294 0.045068643
 association_score.datatypes.rna_expression      0.007134075 0.0006690646 NA 0.0059355177 0.008572568
 association_score.datatypes.somatic_mutation    0.005960679 0.0006078049 NA 0.0048803481 0.007278407
 ppr                                             0.102201394 0.0033600041 NA 0.0958013784 0.108977433
 raw                                             0.113251376 0.0035981050 NA 0.1063884280 0.120497345
 gm                                              0.056691923 0.0022721814 NA 0.0523994724 0.061313250
 mc                                              0.054336847 0.0022101751 NA 0.0501642229 0.058835048
 z                                               0.109046052 0.0035085489 NA 0.1023573040 0.116115350
 knn                                             0.083904576 0.0029450376 NA 0.0783098542 0.089860034
 wsld                                            0.083931554 0.0029456698 NA 0.0783356073 0.089888264
 COSNet                                          0.079914589 0.0028508509 NA 0.0745024022 0.085683541
 bagsvm                                          0.111350424 0.0035577813 NA 0.1045659233 0.118516857
 rf                                              0.147837380 0.0042882183 NA 0.1396285316 0.156441080
 svm                                             0.097232556 0.0032499494 NA 0.0910462955 0.103791153

cv_scheme = pick_one, disease = chronic obstructive pulmonary disease:
 method                                                 prob           SE df    asymp.LCL   asymp.UCL
 pr                                              0.010342852 0.0006670645 NA 0.0091139596 0.011735482
 randomraw                                       0.008117424 0.0005864849 NA 0.0070450616 0.009351479
 random                                          0.004956485 0.0004531567 NA 0.0041430309 0.005928703
 EGAD                                            0.050724668 0.0016373424 NA 0.0476099510 0.054031594
 association_score.datatypes.affected_pathway    0.004109118 0.0004113241 NA 0.0033768416 0.004999394
 association_score.datatypes.animal_model        0.011982361 0.0007219041 NA 0.0106469335 0.013483007
 association_score.datatypes.genetic_association 0.010411098 0.0006694149 NA 0.0091776389 0.011808355
 association_score.datatypes.literature          0.028775846 0.0011746020 NA 0.0265608975 0.031169587
 association_score.datatypes.rna_expression      0.004919826 0.0004514174 NA 0.0041097485 0.005888635
 association_score.datatypes.somatic_mutation    0.004109118 0.0004113241 NA 0.0033768416 0.004999394
 ppr                                             0.072639236 0.0020320234 NA 0.0687557969 0.076723947
 raw                                             0.080780554 0.0021668189 NA 0.0766342119 0.085130553
 gm                                              0.039711300 0.0014162978 NA 0.0370265474 0.042582114
 mc                                              0.038033186 0.0013808594 NA 0.0354173363 0.040834059
 z                                               0.077675341 0.0021160667 NA 0.0736280090 0.081925479
 knn                                             0.059285364 0.0017977109 NA 0.0558584710 0.062908487
 wsld                                            0.059304939 0.0017980678 NA 0.0558773509 0.062928765
 COSNet                                          0.056394046 0.0017445269 NA 0.0530707065 0.059912329
 bagsvm                                          0.079375845 0.0021439582 NA 0.0752741042 0.083680866
 rf                                              0.106642808 0.0025614607 NA 0.1017255030 0.111768235
 svm                                             0.068997199 0.0019698395 NA 0.0652349754 0.072959461

Confidence level used: 0.95 
Intervals are back-transformed from the logit scale 
