"rep_cv","method","input_type","disease","auroc","partial_auroc_0.9","partial_auroc_0.95","auprc","top_20_hits","top_100_hits"
"Rep01","gm","genetic","psoriasis",0.305788255126394,0,0,0.00589562929451049,0,0
"Rep01","gm","genetic","rheumatoid arthritis",0.317718029184817,0.00132030123336574,0.000504994099405473,0.00545197682566822,0,0.333333333333333
"Rep01","gm","genetic","schizophrenia",0.298013125973756,0.000897098982371421,0.000120281273131014,0.0089494281674376,0,0
"Rep01","gm","genetic","stroke",0.239706413313302,0.00054955145864237,0.000246521155612065,0.00805068048694603,0,0.333333333333333
"Rep01","gm","genetic","systemic lupus erythematosus",0.199777082561427,0,0,0.00530353630703906,0,0
"Rep01","gm","genetic","type I diabetes mellitus",0.25148488527396,0,0,0.00556572860948727,0,0
"Rep01","gm","genetic","type II diabetes mellitus",0.309574128576609,0,0,0.00862532565840423,0,0
"Rep01","gm","genetic","ulcerative colitis",0.320037608688587,0,0,0.00291668839248446,0,0
"Rep01","gm","genetic","unipolar depression",0.367609473280739,0.00127292200950702,0.000325497860173901,0.00737947381754516,0,0.333333333333333
"Rep01","mc","drugs","allergy",0.893807873817205,0.0455167967457005,0.0127044164097491,0.0396861268923317,1,5
"Rep01","mc","drugs","Alzheimers disease",0.909658445380442,0.0488278513592921,0.014294041036514,0.0768661675182417,1.33333333333333,9.33333333333333
"Rep01","mc","drugs","arthritis",0.867317207843928,0.0374100347335359,0.00951299379777215,0.0953308079475126,1.66666666666667,11.3333333333333
"Rep01","mc","drugs","asthma",0.8870682575705,0.0495725157650607,0.0131574963465442,0.0587928187898345,1,5.66666666666667
"Rep01","mc","drugs","bipolar disorder",0.923512792403437,0.0650312528717838,0.0236079668706564,0.178128360367622,4,23.6666666666667
"Rep01","mc","drugs","cardiac arrhythmia",0.943166502694577,0.0704951826639216,0.0267418419033965,0.247676627821671,5,29.6666666666667
"Rep01","mc","drugs","chronic obstructive pulmonary disease",0.912688085195809,0.0553746172823812,0.0190493484627986,0.10864339044706,2.66666666666667,14
"Rep01","mc","drugs","coronary heart disease",0.904623828870846,0.0523890135910203,0.0155864111053383,0.131700883473355,2.33333333333333,17.3333333333333
"Rep01","mc","drugs","drug dependence",0.911933949066561,0.0568630036786325,0.0175711338725677,0.126958495341725,2.33333333333333,15.3333333333333
"Rep01","mc","drugs","hypertension",0.907554904491772,0.0524460384165855,0.0165295924248287,0.151503045980351,2.66666666666667,21.6666666666667
"Rep01","mc","drugs","multiple sclerosis",0.901397881014341,0.0484779778683931,0.0141148739847023,0.116911090198253,3,15.3333333333333
"Rep01","mc","drugs","obesity",0.924038772736756,0.0567584498652399,0.0169577333587411,0.164463030415332,3.33333333333333,20.6666666666667
"Rep01","mc","drugs","Parkinson's disease",0.931972962833601,0.0585855651499275,0.0188613338373901,0.138824514621933,2,16.6666666666667
"Rep01","mc","drugs","psoriasis",0.898423933815647,0.039042551124962,0.0103874386822407,0.0590913447709558,1.33333333333333,8
"Rep01","mc","drugs","rheumatoid arthritis",0.865051233767519,0.0314483198413013,0.00798013067406449,0.0444130419655167,0.666666666666667,6.33333333333333
"Rep01","mc","drugs","schizophrenia",0.92530146771938,0.0597009767018819,0.0177576474278425,0.150252199897811,3.33333333333333,18.3333333333333
"Rep01","mc","drugs","stroke",0.925509461007215,0.0579365905149946,0.0170681521140065,0.138499361388633,2.33333333333333,13.6666666666667
"Rep01","mc","drugs","systemic lupus erythematosus",0.919734048633998,0.0629937751932211,0.0253409417971497,0.176074865439674,7,21
"Rep01","mc","drugs","type I diabetes mellitus",0.917740802614282,0.0560207299447932,0.0206156239319336,0.11587698871167,4.33333333333333,15.3333333333333
"Rep01","mc","drugs","type II diabetes mellitus",0.920344587437394,0.0569065027440548,0.017990720258415,0.139518929174608,2.66666666666667,16
"Rep01","mc","drugs","ulcerative colitis",0.898806317093351,0.0430056961259298,0.0134000565312604,0.0403197156191533,1.33333333333333,4.66666666666667
"Rep01","mc","drugs","unipolar depression",0.908078993753465,0.0501765212880008,0.0145328193996897,0.0903144931876229,1.66666666666667,12
"Rep01","mc","genetic","allergy",0.570535589679871,0.0198915945239028,0.00778241472297628,0.0159635067192872,1.66666666666667,3.66666666666667
"Rep01","mc","genetic","Alzheimers disease",0.653142515118596,0.0165917596846062,0.00512398459697097,0.0212214380124578,0.333333333333333,3
"Rep01","mc","genetic","arthritis",0.648331897847594,0.0137430987775818,0.00413880707160878,0.0301991968150141,1,5.66666666666667
"Rep01","mc","genetic","asthma",0.818256310823522,0.0310439772008762,0.00892848006053048,0.0358435495261336,1.33333333333333,4.33333333333333
"Rep01","mc","genetic","bipolar disorder",0.644889962185101,0.0155079495306012,0.00551561285210473,0.0292774321070801,1.66666666666667,5.66666666666667
"Rep01","mc","genetic","cardiac arrhythmia",0.544625815875997,0.0278765583866817,0.0128132970699737,0.0982000776948987,5.66666666666667,17
"Rep01","mc","genetic","chronic obstructive pulmonary disease",0.470065313283821,0.0114797870050452,0.00307075401968667,0.0184301764005042,0.666666666666667,1.66666666666667
"Rep01","mc","genetic","coronary heart disease",0.37332337476281,0.00577974438943982,0.00133481432309127,0.0132594874927561,0.333333333333333,1.66666666666667
"Rep01","mc","genetic","drug dependence",0.678248770715286,0.0134325307717239,0.00441203665836282,0.032680730411212,0.666666666666667,5.66666666666667
"Rep01","mc","genetic","hypertension",0.498100841153552,0.00664779073181596,0.00186530620210081,0.0181923630481389,1,3
"Rep01","mc","genetic","multiple sclerosis",0.682857512700986,0.010167403625753,0.0031532083263357,0.0279441694250064,1.66666666666667,4
"Rep01","mc","genetic","obesity",0.588813569851538,0.0144904440591641,0.00452274454425338,0.0331266432362801,1.33333333333333,5.66666666666667
"Rep01","mc","genetic","Parkinson's disease",0.51551507411528,0.00320431831097482,0.00125472815088459,0.0126396815514421,0.333333333333333,1.33333333333333
"Rep01","mc","genetic","psoriasis",0.606417983550274,0.0153545007955224,0.00546271077614765,0.0240438165097821,1.66666666666667,4
"Rep01","mc","genetic","rheumatoid arthritis",0.68878872160603,0.015596558553437,0.00522988104442844,0.021719991253282,0.666666666666667,3.33333333333333
"Rep01","mc","genetic","schizophrenia",0.588524530240588,0.02444893508547,0.010395480866755,0.0657498362056349,6,12
"Rep01","mc","genetic","stroke",0.397359334984551,0.00265212541688004,0.000831872889051471,0.0102563159315229,0,1
"Rep01","mc","genetic","systemic lupus erythematosus",0.361452939961857,0.0102854686049437,0.00419154754047037,0.0135526352465955,1.33333333333333,4
"Rep01","mc","genetic","type I diabetes mellitus",0.443052186322922,0.0180492014796655,0.00703416168715529,0.0211442331514703,2.33333333333333,5.33333333333333
"Rep01","mc","genetic","type II diabetes mellitus",0.505216269504836,0.00649489335192137,0.00165207586189669,0.0155566200341794,0.333333333333333,2
"Rep01","mc","genetic","ulcerative colitis",0.835272085006569,0.0348467732020878,0.0108169028411098,0.0272577538581575,1.66666666666667,3.33333333333333
"Rep01","mc","genetic","unipolar depression",0.777704315642151,0.0214779113562522,0.00723868828870979,0.0523734949526926,2.66666666666667,5.33333333333333
"Rep01","z","drugs","allergy",0.887453375207368,0.0479839928651217,0.0132633588564772,0.0427652555880951,1,5.33333333333333
"Rep01","z","drugs","Alzheimers disease",0.917142677186103,0.0585907964579495,0.0230726882254813,0.256443775767688,8,16.3333333333333
"Rep01","z","drugs","arthritis",0.880276547215075,0.0498062632548288,0.0192923780203184,0.235566183213422,11.3333333333333,24.6666666666667
"Rep01","z","drugs","asthma",0.880017897545832,0.0530309139540619,0.0156898993478851,0.0651227841257856,0.333333333333333,9
"Rep01","z","drugs","bipolar disorder",0.924604576327675,0.0754435062384189,0.0335447455815252,0.494666699373247,15,32.3333333333333
"Rep01","z","drugs","cardiac arrhythmia",0.953829120314962,0.079494707993014,0.0354456995767876,0.589967601223531,16.3333333333333,39.6666666666667
"Rep01","z","drugs","chronic obstructive pulmonary disease",0.921679963092101,0.0635235607577003,0.0254528576809739,0.436920339547055,15,17.3333333333333
"Rep01","z","drugs","coronary heart disease",0.916537163195278,0.0661446365370747,0.0282084425535837,0.437638963456547,15,31.3333333333333
"Rep01","z","drugs","drug dependence",0.92336150486747,0.0676919344209259,0.0283739279692811,0.341246131712927,13,26.6666666666667
"Rep01","z","drugs","hypertension",0.915027515545524,0.0618122932091663,0.0255200604868787,0.425790387024053,15.3333333333333,31.6666666666667
"Rep01","z","drugs","multiple sclerosis",0.91515660548274,0.0623621137258377,0.0274107868906187,0.407831802793371,13,30.6666666666667
"Rep01","z","drugs","obesity",0.936542832678245,0.0691777954287972,0.0282909563991723,0.447817379555784,15,35.3333333333333
"Rep01","z","drugs","Parkinson's disease",0.943958106882484,0.070099206134825,0.0297232535736433,0.456028516127352,14.6666666666667,26.3333333333333
"Rep01","z","drugs","psoriasis",0.917670730586456,0.05310911327442,0.0197952401490138,0.206050213588979,5.33333333333333,13
"Rep01","z","drugs","rheumatoid arthritis",0.866880805353316,0.0409094633966134,0.0140237389001782,0.0778993086846543,3.33333333333333,9
"Rep01","z","drugs","schizophrenia",0.935786931980683,0.073324814424016,0.031136253179536,0.480870943872152,14.3333333333333,33.3333333333333
"Rep01","z","drugs","stroke",0.94309022249241,0.073569233680178,0.0318622175340433,0.490874942427772,14.3333333333333,33.6666666666667
"Rep01","z","drugs","systemic lupus erythematosus",0.930042848865763,0.0684661305226198,0.0290694682459518,0.474801723712154,15.3333333333333,20.6666666666667
"Rep01","z","drugs","type I diabetes mellitus",0.919528048321311,0.0632884112411664,0.0263703455676796,0.470455386067622,15,18.3333333333333
"Rep01","z","drugs","type II diabetes mellitus",0.928189023544018,0.0686709053279004,0.0295926864500059,0.454049031606431,14.6666666666667,30
"Rep01","z","drugs","ulcerative colitis",0.894654434639256,0.0517609415643645,0.0201946700495979,0.062724964512418,2,7.33333333333333
"Rep01","z","drugs","unipolar depression",0.912439534698734,0.0566168950550056,0.0211723719246067,0.225497586862343,7.33333333333333,15.3333333333333
"Rep01","z","genetic","allergy",0.617713130658305,0.0181808768778503,0.00674472941398917,0.0132031246163879,0,3
"Rep01","z","genetic","Alzheimers disease",0.631385802874425,0.0166491128829135,0.00464009390314718,0.0195447920674508,0,3
"Rep01","z","genetic","arthritis",0.657553685192811,0.0121664330374155,0.00331574572244655,0.0298335396552026,0.666666666666667,4.33333333333333
"Rep01","z","genetic","asthma",0.8017055876916,0.028565256171404,0.00587320279862788,0.0294563556083045,0,2
"Rep01","z","genetic","bipolar disorder",0.584744921344311,0.0145219437268875,0.00495485930988542,0.0249197644052239,0,5.66666666666667
"Rep01","z","genetic","cardiac arrhythmia",0.511246619927104,0.0272800703234598,0.0117231840315178,0.0774235196412567,2.66666666666667,16.6666666666667
"Rep01","z","genetic","chronic obstructive pulmonary disease",0.499502899839754,0.0104812663485107,0.00215730688912991,0.0144489572215184,0.666666666666667,1.66666666666667
"Rep01","z","genetic","coronary heart disease",0.396560986205411,0.00720945392246536,0.00180197408724094,0.0144012378256961,0,1.33333333333333
"Rep01","z","genetic","drug dependence",0.699114657778895,0.0172051768801389,0.00533354882423966,0.0351914778835972,0.666666666666667,5.33333333333333
"Rep01","z","genetic","hypertension",0.457326167847675,0.00821511222076639,0.00206507235792654,0.0178340243984523,0.333333333333333,2
"Rep01","z","genetic","multiple sclerosis",0.660917918616409,0.0110923392134883,0.00296628475087082,0.0345305063890923,0.666666666666667,3.66666666666667
"Rep01","z","genetic","obesity",0.577643610119405,0.0161886273856818,0.00426205212175994,0.0332346924401142,0.333333333333333,6
"Rep01","z","genetic","Parkinson's disease",0.393752720435842,0.00300275389400578,0.00128081511849558,0.00989942428977811,0.333333333333333,1.66666666666667
"Rep01","z","genetic","psoriasis",0.613345787178989,0.0149677782486959,0.00492778104168,0.0194944530823131,0,4.33333333333333
"Rep01","z","genetic","rheumatoid arthritis",0.679143038489401,0.0154399712757349,0.00512908551145951,0.0363806312473265,1,4
"Rep01","z","genetic","schizophrenia",0.578977974355297,0.0223785908274672,0.0082419292416334,0.0499206429469415,2.33333333333333,8.66666666666667
"Rep01","z","genetic","stroke",0.43264650027829,0.00276312259459851,0.000910978879100748,0.0114209528215636,0,1
"Rep01","z","genetic","systemic lupus erythematosus",0.383163213612924,0.00963509819512826,0.00379781627089915,0.0117399438775313,0.333333333333333,3.33333333333333
"Rep01","z","genetic","type I diabetes mellitus",0.478406598313192,0.0186627276020135,0.0068795220433679,0.0216207342987248,1,6
"Rep01","z","genetic","type II diabetes mellitus",0.532473273260396,0.00669506279813361,0.00166787843744119,0.0168470426440459,0,1.66666666666667
"Rep01","z","genetic","ulcerative colitis",0.859899295989864,0.0388726585409572,0.0139397964716281,0.0444100976175471,1.66666666666667,5.33333333333333
"Rep01","z","genetic","unipolar depression",0.799875223764811,0.0248257196096595,0.00681218932266544,0.0426024397991822,1.33333333333333,5
"Rep01","ppr","drugs","allergy",0.87551193232663,0.0492569359470936,0.0147966675284611,0.0457479154821302,0.333333333333333,5.33333333333333
"Rep01","ppr","drugs","Alzheimers disease",0.917463758625548,0.0581994986395227,0.0214021913207693,0.181149781788242,6.33333333333333,14.3333333333333
"Rep01","ppr","drugs","arthritis",0.868237448259954,0.0494055162121472,0.0169616198377964,0.170309006304091,5.66666666666667,21.3333333333333
"Rep01","ppr","drugs","asthma",0.903577337379471,0.0594449069127355,0.0199352548070603,0.100688914351797,0.333333333333333,11
"Rep01","ppr","drugs","bipolar disorder",0.922658215549811,0.0695937706877366,0.0291633979961294,0.386419584863247,14.3333333333333,27
"Rep01","ppr","drugs","cardiac arrhythmia",0.95172531579626,0.0795360370903719,0.0358653934863627,0.569672168154894,15.3333333333333,41.6666666666667
"Rep01","ppr","drugs","chronic obstructive pulmonary disease",0.921497361925291,0.0698908551436034,0.028905395268469,0.385743339923637,13.6666666666667,21.6666666666667
"Rep01","ppr","drugs","coronary heart disease",0.917779799519333,0.0648376888343441,0.0260856859974516,0.351940901027452,14.3333333333333,27.3333333333333
"Rep01","ppr","drugs","drug dependence",0.901609662338931,0.0643792688996321,0.0259605166936455,0.251872194281151,8.33333333333333,24.3333333333333
"Rep01","ppr","drugs","hypertension",0.911815476561892,0.061637015098775,0.0250742211349398,0.354929349558221,14.6666666666667,31
"Rep01","ppr","drugs","multiple sclerosis",0.916033233603469,0.0640168631682119,0.0272098075595026,0.418991063452105,14,28.3333333333333
"Rep01","ppr","drugs","obesity",0.923904251884545,0.0628375809740655,0.0236373647244354,0.340662969677668,15.3333333333333,26.6666666666667
"Rep01","ppr","drugs","Parkinson's disease",0.938070844126036,0.069250757874597,0.0288788488286362,0.427106528730124,15.3333333333333,27.3333333333333
"Rep01","ppr","drugs","psoriasis",0.905248259046211,0.0581140287257654,0.0228725867281835,0.188235399762562,5.66666666666667,16.3333333333333
"Rep01","ppr","drugs","rheumatoid arthritis",0.862732606459395,0.0462461420872865,0.0159469231251826,0.0813636253043074,1,11
"Rep01","ppr","drugs","schizophrenia",0.929492056214577,0.0711603228841026,0.030404117699317,0.404794155084582,14.6666666666667,31
"Rep01","ppr","drugs","stroke",0.937408093534239,0.0713974006777462,0.0303803718681597,0.451491227817024,15.3333333333333,29.3333333333333
"Rep01","ppr","drugs","systemic lupus erythematosus",0.935797538702522,0.0715840724767006,0.0300819924221899,0.364583318417278,14.3333333333333,21.3333333333333
"Rep01","ppr","drugs","type I diabetes mellitus",0.918080237828521,0.06923253461432,0.0294006864804426,0.359436499517153,13.6666666666667,20.6666666666667
"Rep01","ppr","drugs","type II diabetes mellitus",0.916351231889665,0.0675048418567718,0.0274933456196146,0.346658301705094,13.3333333333333,26
"Rep01","ppr","drugs","ulcerative colitis",0.90635671148362,0.0543801502090368,0.0197775770736967,0.111142095890197,4,7
"Rep01","ppr","drugs","unipolar depression",0.904109399891271,0.058020928355073,0.0201751172269554,0.175445488134344,4,15.6666666666667
"Rep01","ppr","genetic","allergy",0.764600750014624,0.0218863813369709,0.00751387707143146,0.0211987719136771,1,3.33333333333333
"Rep01","ppr","genetic","Alzheimers disease",0.74586264010326,0.0203589072379919,0.00643929713220383,0.028532648770058,1.33333333333333,5.33333333333333
"Rep01","ppr","genetic","arthritis",0.716548607796166,0.0143201331101623,0.00438564684933166,0.0355631130482897,1.66666666666667,5.33333333333333
"Rep01","ppr","genetic","asthma",0.807602144609631,0.0296938367254585,0.00665229821903453,0.0304720061436669,0,2.33333333333333
"Rep01","ppr","genetic","bipolar disorder",0.711027117738098,0.00890891393094095,0.00233845649821922,0.0251521233242015,0.333333333333333,3
"Rep01","ppr","genetic","cardiac arrhythmia",0.727950841041416,0.0283221075606906,0.0118663911445173,0.0784189649603856,2,15.3333333333333
"Rep01","ppr","genetic","chronic obstructive pulmonary disease",0.676499447372039,0.0134286443847876,0.00356009761790678,0.019470774725165,1,2.33333333333333
"Rep01","ppr","genetic","coronary heart disease",0.654025197088145,0.00799933933852213,0.00261811179151449,0.0232635413857562,0.666666666666667,2.66666666666667
"Rep01","ppr","genetic","drug dependence",0.685394281644056,0.0174540743951453,0.00516293050808759,0.0359991409602525,2.66666666666667,4.66666666666667
"Rep01","ppr","genetic","hypertension",0.653274078318887,0.0096236263442249,0.00285985832971813,0.0256388738290372,1,4.33333333333333
"Rep01","ppr","genetic","multiple sclerosis",0.79067195710642,0.0222673796850333,0.00505636521503013,0.0517315642710498,0.666666666666667,4.33333333333333
"Rep01","ppr","genetic","obesity",0.674330975150111,0.0132306407701311,0.0032141723819769,0.0313396802792075,0.666666666666667,4
"Rep01","ppr","genetic","Parkinson's disease",0.663741670994614,0.00357769095700769,0.000970022763941193,0.0181622505391909,0.333333333333333,1
