disease	input_type	split_cv	method	auroc	partial_auroc_0.90	partial_auroc_0.95	auprc	top_20_hits	top_100_hits
"allergy"	"genetic"	"Rep01.Fold2"	"pr"	0.621606112054322	0.168692699490662	0.111850594227504	0.0221250241492166	2	5
"allergy"	"genetic"	"Rep01.Fold2"	"bagsvm"	0.604159592529717	0.172020373514431	0.092258064516129	0.0218441281004326	1	4
"allergy"	"genetic"	"Rep01.Fold2"	"svm"	0.372438030560271	0.0355517826825127	0.0256366723259762	0.00951684322272444	1	1
"allergy"	"genetic"	"Rep01.Fold2"	"rf"	0.572580645161282	0.0791185383207209	0.0400800533825258	0.0128912491440107	1	1
"allergy"	"genetic"	"Rep01.Fold2"	"COSNet"	0.439517826825131	0.0624448217317486	0.0304584040747029	0.00922527681142393	0	1
"allergy"	"genetic"	"Rep01.Fold3"	"raw"	0.597585171293847	0.166313343389457	0.1111881174664	0.0261473298673984	1	4
"allergy"	"genetic"	"Rep01.Fold3"	"gm"	0.5230475491595	0.0490032206775652	0.0273553752700885	0.010630494259033	1	1
"allergy"	"genetic"	"Rep01.Fold3"	"mc"	0.633627542908383	0.158696508894233	0.133182491472679	0.0255710470504141	2	6
"allergy"	"genetic"	"Rep01.Fold3"	"z"	0.603768328645011	0.165864894614537	0.147519262913286	0.0391746762311831	4	6
"allergy"	"genetic"	"Rep01.Fold3"	"ppr"	0.566682973894849	0.108748827917975	0.0859187084675282	0.0150561059991423	0	3
"allergy"	"genetic"	"Rep01.Fold3"	"EGAD"	0.57015845190046	0.183952328536291	0.12500849334801	0.027797814837325	1	5
"allergy"	"genetic"	"Rep01.Fold3"	"wsld"	0.610019432780245	0.159043037493035	0.0905322951064725	0.0252556454229421	1	3
"allergy"	"genetic"	"Rep01.Fold3"	"knn"	0.615489148898578	0.174351447945969	0.100316632013807	0.0263013309019831	1	3
"allergy"	"genetic"	"Rep01.Fold3"	"random"	0.556280321252393	0.0587603788712682	0.0205606968622175	0.0115393558076103	0	0
"allergy"	"genetic"	"Rep01.Fold3"	"randomraw"	0.496161006699557	0.0127196379795344	0	0.0092204301116113	0	0
"allergy"	"genetic"	"Rep01.Fold3"	"pr"	0.495223341079277	0.0124750295568511	0	0.00897845911743133	0	0
"allergy"	"genetic"	"Rep01.Fold3"	"bagsvm"	0.636185739328964	0.188484379034341	0.11929416880699	0.0287200157713501	1	4
"allergy"	"genetic"	"Rep01.Fold3"	"svm"	0.456153940234012	0.0221234728960278	0.00226262790982103	0.00851291215866952	0	0
"allergy"	"genetic"	"Rep01.Fold3"	"rf"	0.525075760664251	0.0451772221995734	0.0166711456452172	0.0102751674011091	0	0
"allergy"	"genetic"	"Rep01.Fold3"	"COSNet"	0.556358460054096	0.0294345468628969	0.0162596654300352	0.01058230450053	0	1
"allergy"	"genetic"	"Rep02.Fold1"	"raw"	0.613880280073461	0.133264462809917	0.0655704775022956	0.0429543947500048	1	2
"allergy"	"genetic"	"Rep02.Fold1"	"gm"	0.493543388429756	0.0680813820018364	0.0453684573002754	0.0178911838511217	1	2
"allergy"	"genetic"	"Rep02.Fold1"	"mc"	0.641837408172634	0.157361971992654	0.0889577594123049	0.0182700300140851	0	4
"allergy"	"genetic"	"Rep02.Fold1"	"z"	0.652268422865002	0.172750229568411	0.114956382001837	0.0219315694257801	1	3
"allergy"	"genetic"	"Rep02.Fold1"	"ppr"	0.590701044536271	0.108542814508724	0.0804063360881542	0.0427628323589707	2	3
"allergy"	"genetic"	"Rep02.Fold1"	"EGAD"	0.575822141873231	0.168108643250689	0.129950068870524	0.0276748505181288	2	4
"allergy"	"genetic"	"Rep02.Fold1"	"wsld"	0.601074667125806	0.100737488521579	0.0462580348943985	0.0395400711352229	1	1
"allergy"	"genetic"	"Rep02.Fold1"	"knn"	0.603506657483937	0.0977244031221304	0.0472623966942149	0.0395165813489864	1	1
"allergy"	"genetic"	"Rep02.Fold1"	"random"	0.37546631083563	0.0214646464646464	0.0151515151515152	0.00678503705703941	0	1
"allergy"	"genetic"	"Rep02.Fold1"	"randomraw"	0.535884412304868	0.0404470844811754	0.0148645546372819	0.00954035516663686	0	1
"allergy"	"genetic"	"Rep02.Fold1"	"pr"	0.528868227731864	0.0786989210284666	0.0469467401285582	0.011567234099626	1	2
"allergy"	"genetic"	"Rep02.Fold1"	"bagsvm"	0.655080635904478	0.131614439853076	0.0637913223140496	0.0438097972380154	1	2
"allergy"	"genetic"	"Rep02.Fold1"	"svm"	0.603316546143244	0.100321395775941	0.0643365472910928	0.014430153226211	1	3
"allergy"	"genetic"	"Rep02.Fold1"	"rf"	0.621262339302105	0.0823220240684356	0.0345500459136823	0.0133832770770101	0	1
"allergy"	"genetic"	"Rep02.Fold1"	"COSNet"	0.51804981634527	0.131800964187328	0.114927685950413	0.0280894019588278	3	5
"allergy"	"genetic"	"Rep02.Fold2"	"raw"	0.589660589972094	0.192729636752716	0.145556247799117	0.0311228389699034	1	6
"allergy"	"genetic"	"Rep02.Fold2"	"gm"	0.516984045290784	0.113890619497793	0.0814665330335619	0.0211494009853923	1	3
"allergy"	"genetic"	"Rep02.Fold2"	"mc"	0.578568139339598	0.147926429558198	0.112793563940732	0.0194970169097828	2	5
"allergy"	"genetic"	"Rep02.Fold2"	"z"	0.577579434948676	0.174228675136116	0.137931034482759	0.0300659199225632	3	5
"allergy"	"genetic"	"Rep02.Fold2"	"ppr"	0.596750819405695	0.176571769103665	0.134003304710567	0.0209251543006073	1	7
"allergy"	"genetic"	"Rep02.Fold2"	"EGAD"	0.58004780995207	0.186702603136766	0.115488799198201	0.0197046934561996	1	4
"allergy"	"genetic"	"Rep02.Fold2"	"wsld"	0.578385296746758	0.149321450822115	0.0884551832489098	0.0252060588060547	1	3
"allergy"	"genetic"	"Rep02.Fold2"	"knn"	0.579597475417828	0.157380068802991	0.0954573773600238	0.0256170228262542	1	3
"allergy"	"genetic"	"Rep02.Fold2"	"random"	0.549929571742011	0.0268033697212667	0.00193677709456346	0.0110539054719377	0	0
"allergy"	"genetic"	"Rep02.Fold2"	"randomraw"	0.554839233957257	0.0626676057101066	0.039900316927161	0.0121429026392252	0	2
"allergy"	"genetic"	"Rep02.Fold2"	"pr"	0.542013164666687	0.0772272936587481	0.0544329170842701	0.0120074094309483	0	3
"allergy"	"genetic"	"Rep02.Fold2"	"bagsvm"	0.593872741555382	0.186661971449468	0.136481837635778	0.0294331618844522	1	5
"allergy"	"genetic"	"Rep02.Fold2"	"svm"	0.568488094915617	0.172955548934096	0.0910691551317821	0.018640127020941	1	3
"allergy"	"genetic"	"Rep02.Fold2"	"rf"	0.577921418316766	0.16912939838015	0.114283392475012	0.0455827899741619	2	5
"allergy"	"genetic"	"Rep02.Fold2"	"COSNet"	0.575795026681477	0.166210688842539	0.12607383028395	0.0267459061361776	3	5
"allergy"	"genetic"	"Rep02.Fold3"	"raw"	0.679711462772462	0.323063977633615	0.241510816753074	0.0615472202060969	2	10
"allergy"	"genetic"	"Rep02.Fold3"	"gm"	0.524185011264624	0.0935235199913141	0.0817838820878913	0.0237455150212882	3	3
"allergy"	"genetic"	"Rep02.Fold3"	"mc"	0.687898672674461	0.316949865638825	0.265478678646073	0.0606691176743244	2	11
"allergy"	"genetic"	"Rep02.Fold3"	"z"	0.672772861757287	0.333154637496267	0.289772264596509	0.0773031925792115	5	11
"allergy"	"genetic"	"Rep02.Fold3"	"ppr"	0.67302054775929	0.24858174316658	0.1768410195163	0.0419243527862981	1	7
"allergy"	"genetic"	"Rep02.Fold3"	"EGAD"	0.615496322032479	0.264325072609321	0.163934203740398	0.0359691557551003	3	6
"allergy"	"genetic"	"Rep02.Fold3"	"wsld"	0.637815205884744	0.227572541461957	0.148733747726718	0.0444827868503434	2	4
"allergy"	"genetic"	"Rep02.Fold3"	"knn"	0.641676393148927	0.243573735783503	0.166119269292365	0.0461573171795068	2	6
"allergy"	"genetic"	"Rep02.Fold3"	"random"	0.551627263103611	0.0309030699492414	0.015865475964279	0.0105799901002304	0	1
"allergy"	"genetic"	"Rep02.Fold3"	"randomraw"	0.552509432425834	0.0463206753345458	0.0400097717217231	0.0155058618199854	1	2
"allergy"	"genetic"	"Rep02.Fold3"	"pr"	0.576226215357892	0.0918677560326807	0.0467685459135204	0.0132573475815838	1	1
"allergy"	"genetic"	"Rep02.Fold3"	"bagsvm"	0.68972747753861	0.307931380798567	0.212629950327082	0.0569654672773245	2	9
"allergy"	"genetic"	"Rep02.Fold3"	"svm"	0.309037485410275	0.0260443527591542	0.0257729160446243	0.0090919641936834	1	1
"allergy"	"genetic"	"Rep02.Fold3"	"rf"	0.554460383811514	0.0238146988436593	0.0164762085719714	0.0105713407761686	0	1
"allergy"	"genetic"	"Rep02.Fold3"	"COSNet"	0.616636356233547	0.0573410059444641	0.0239950055644527	0.0131153661025173	0	1
"allergy"	"genetic"	"Rep03.Fold1"	"raw"	0.628747169919465	0.202239704238672	0.118068093887026	0.0217822412901789	0	4
"allergy"	"genetic"	"Rep03.Fold1"	"gm"	0.506186770985584	0.0846444845671052	0.0394133493823976	0.0105323082424276	0	1
"allergy"	"genetic"	"Rep03.Fold1"	"mc"	0.635209784197403	0.230554839079471	0.165025936434242	0.028649534622842	2	7
"allergy"	"genetic"	"Rep03.Fold1"	"z"	0.637746109534861	0.240212936692173	0.180501819849253	0.0617337893978769	3	7
"allergy"	"genetic"	"Rep03.Fold1"	"ppr"	0.595524173903074	0.152989138222566	0.0873026108388502	0.0166033484011079	0	4
"allergy"	"genetic"	"Rep03.Fold1"	"EGAD"	0.581294958874229	0.211374774310033	0.142643223569197	0.0280624446514931	2	5
"allergy"	"genetic"	"Rep03.Fold1"	"wsld"	0.578515031668241	0.147278823832861	0.0891224600922822	0.0156348386890679	0	3
"allergy"	"genetic"	"Rep03.Fold1"	"knn"	0.577017596652623	0.153899062849282	0.0911285931275613	0.0161881808205361	0	3
"allergy"	"genetic"	"Rep03.Fold1"	"random"	0.411880606425357	0.0364972917204024	0.0250551686584702	0.00777983595027051	1	1
"allergy"	"genetic"	"Rep03.Fold1"	"randomraw"	0.527107872639211	0.0173673802768463	0.00341759092081504	0.00961620552794089	0	0
"allergy"	"genetic"	"Rep03.Fold1"	"pr"	0.508128421173301	0.0897672885679077	0.0483907947152725	0.0122302699433127	0	2
"allergy"	"genetic"	"Rep03.Fold1"	"bagsvm"	0.618343937179375	0.211654199982805	0.118311695755596	0.021707159218176	0	4
"allergy"	"genetic"	"Rep03.Fold1"	"svm"	0.581932622589059	0.211195655289026	0.137799845241166	0.0221021501273509	0	5
"allergy"	"genetic"	"Rep03.Fold1"	"rf"	0.593231450434183	0.181041684578569	0.109635755500148	0.0255815700378653	1	4
"allergy"	"genetic"	"Rep03.Fold1"	"COSNet"	0.557049408190752	0.0779167741380792	0.056250537357063	0.0118520409977363	0	2
"allergy"	"genetic"	"Rep03.Fold2"	"raw"	0.664397283531417	0.217351443123939	0.168794567062818	0.0423933954274386	2	7
"allergy"	"genetic"	"Rep03.Fold2"	"gm"	0.436638370118843	0.0708998302207131	0.0528692699490663	0.0184113934224584	2	2
"allergy"	"genetic"	"Rep03.Fold2"	"mc"	0.593096774193554	0.229168081494058	0.184617996604414	0.0350931458661151	1	8
"allergy"	"genetic"	"Rep03.Fold2"	"z"	0.578808149405772	0.231544991511036	0.189541595925297	0.0377382820930763	2	8
"allergy"	"genetic"	"Rep03.Fold2"	"ppr"	0.657843803056026	0.169779286926995	0.135314091680815	0.0254416047724088	0	6
"allergy"	"genetic"	"Rep03.Fold2"	"EGAD"	0.618913412563635	0.216808149405773	0.149235993208829	0.027754081978458	1	6
"allergy"	"genetic"	"Rep03.Fold2"	"wsld"	0.634780984719864	0.162003395585738	0.113718166383701	0.0348172947311373	2	4
"allergy"	"genetic"	"Rep03.Fold2"	"knn"	0.633741935483869	0.17151103565365	0.124550084889643	0.0355558773854195	2	4
"allergy"	"genetic"	"Rep03.Fold2"	"random"	0.521460101867567	0	0	0.00980119003623246	0	0
"allergy"	"genetic"	"Rep03.Fold2"	"randomraw"	0.575473684210524	0.019151103565365	0.00811544991511035	0.0107287451424422	0	0
"allergy"	"genetic"	"Rep03.Fold2"	"pr"	0.578842105263153	0.0532088285229202	0.0274702886247877	0.0114423934474482	0	1
"allergy"	"genetic"	"Rep03.Fold2"	"bagsvm"	0.592261460101874	0.206417657045841	0.158200339558574	0.0392413481692608	2	6
"allergy"	"genetic"	"Rep03.Fold2"	"svm"	0.462648556876062	0.0604414261460102	0.0378947368421053	0.00959059554980034	0	2
"allergy"	"genetic"	"Rep03.Fold2"	"rf"	0.63567741935484	0.169303904923599	0.105161290322581	0.0203399802323721	1	3
"allergy"	"genetic"	"Rep03.Fold2"	"COSNet"	0.644882852292019	0.0375551782682513	0.0204414261460102	0.0140384527216282	0	1
"allergy"	"genetic"	"Rep03.Fold3"	"raw"	0.588050165320611	0.201433682042387	0.153748170632555	0.064637816746298	2	7
"allergy"	"genetic"	"Rep03.Fold3"	"gm"	0.540855872947041	0.122323703181744	0.105696785733644	0.0257562515942905	2	4
"allergy"	"genetic"	"Rep03.Fold3"	"mc"	0.594043037563004	0.165022494444144	0.115534717328853	0.0201750648655945	0	5
"allergy"	"genetic"	"Rep03.Fold3"	"z"	0.593304515149867	0.188282562740528	0.150699224890238	0.0259256464026286	1	6
"allergy"	"genetic"	"Rep03.Fold3"	"ppr"	0.603748848176042	0.190159358230799	0.153206135833921	0.0610046923302504	2	7
"allergy"	"genetic"	"Rep03.Fold3"	"EGAD"	0.552177624803521	0.148083906986829	0.082660306791696	0.0167587930289592	2	3
"allergy"	"genetic"	"Rep03.Fold3"	"wsld"	0.558881917719113	0.178776627459483	0.120711149655808	0.0599220447577213	2	4
"allergy"	"genetic"	"Rep03.Fold3"	"knn"	0.556442761125261	0.188763618624316	0.125860480242832	0.0602285324815439	2	3
"allergy"	"genetic"	"Rep03.Fold3"	"random"	0.540943953601819	0.0499078540842322	0.0169927909371782	0.0105094190191485	0	1
"allergy"	"genetic"	"Rep03.Fold3"	"randomraw"	0.501155211664587	0.0416553742750285	0.0306791696026884	0.00998996147981137	0	2
"allergy"	"genetic"	"Rep03.Fold3"	"pr"	0.562486449130027	0.107485500569136	0.0723345438777168	0.0145894384706976	1	3
"allergy"	"genetic"	"Rep03.Fold3"	"bagsvm"	0.613905225215452	0.197802048891539	0.144398070356117	0.0637441212126758	2	5
"allergy"	"genetic"	"Rep03.Fold3"	"svm"	0.629292238061679	0.15987316385712	0.116591685186189	0.0290725101528075	2	4
"allergy"	"genetic"	"Rep03.Fold3"	"rf"	0.591644533579051	0.0490744755813323	0	0.0127876750463593	0	0
"allergy"	"genetic"	"Rep03.Fold3"	"COSNet"	0.561443032142659	0.123367120169115	0.091061846170524	0.029948824264947	3	3
"allergy"	"genetic"	"Rep04.Fold1"	"raw"	0.558337624442159	0.101985353015219	0.0650818171415495	0.0126108332250309	0	3
"allergy"	"genetic"	"Rep04.Fold1"	"gm"	0.52860739215013	0.0278349925620781	0.0204828927794942	0.00960310898861368	0	1
"allergy"	"genetic"	"Rep04.Fold1"	"mc"	0.575065797001939	0.152920814738529	0.10659114315139	0.0164302059739251	0	5
"allergy"	"genetic"	"Rep04.Fold1"	"z"	0.574643837967723	0.143666323377961	0.105132166151734	0.0166750977586883	0	5
"allergy"	"genetic"	"Rep04.Fold1"	"ppr"	0.537468531868637	0.0598323606820003	0.0355303810504634	0.0103490701209715	0	2
"allergy"	"genetic"	"Rep04.Fold1"	"EGAD"	0.541090942899653	0.173654022199336	0.11627474539421	0.0233382995329959	1	4
"allergy"	"genetic"	"Rep04.Fold1"	"wsld"	0.590242018537589	0.11091085936606	0.0499198993019797	0.0125244131876866	0	1
"allergy"	"genetic"	"Rep04.Fold1"	"knn"	0.598638288133651	0.120952054010756	0.0508067284586337	0.013129577994983	0	1
"allergy"	"genetic"	"Rep04.Fold1"	"random"	0.522406739901588	0.0566855475454858	0.0249456459549147	0.00998983335344178	0	1
"allergy"	"genetic"	"Rep04.Fold1"	"randomraw"	0.529179539993134	0.0696589998855705	0.0364172102071176	0.0102903366583738	0	2
"allergy"	"genetic"	"Rep04.Fold1"	"pr"	0.508582217645039	0.031954457031697	0.00961208376244419	0.00902298084079634	0	0
"allergy"	"genetic"	"Rep04.Fold1"	"bagsvm"	0.607435061219816	0.13804497082046	0.0712610138459779	0.0154695400296566	0	3
"allergy"	"genetic"	"Rep04.Fold1"	"svm"	0.574289821489875	0.127259983979861	0.087853301293054	0.0147512181243635	0	4
"allergy"	"genetic"	"Rep04.Fold1"	"rf"	0.545095977800661	0.0755950337567229	0.0514074836937865	0.0133181883296595	2	2
"allergy"	"genetic"	"Rep04.Fold1"	"COSNet"	0.555648529580039	0.0101413205172216	0	0.00979377948221345	0	0
"allergy"	"genetic"	"Rep04.Fold2"	"raw"	0.606023572864045	0.182648959860952	0.100537722014013	0.0201150188402437	0	4
"allergy"	"genetic"	"Rep04.Fold2"	"gm"	0.520055944815594	0.082396393460431	0.037233175818804	0.010563627763552	0	1
"allergy"	"genetic"	"Rep04.Fold2"	"mc"	0.658393759165713	0.198284992667427	0.168771386671012	0.0397097964031011	4	7
"allergy"	"genetic"	"Rep04.Fold2"	"z"	0.636562381185155	0.189085329422628	0.158274944326761	0.0318664009790349	2	7
"allergy"	"genetic"	"Rep04.Fold2"	"ppr"	0.583822171527884	0.162090598012058	0.107897452609853	0.0270704357323895	1	5
"allergy"	"genetic"	"Rep04.Fold2"	"EGAD"	0.584277062625592	0.202745641192765	0.102411601759817	0.0199096143828268	0	4
"allergy"	"genetic"	"Rep04.Fold2"	"wsld"	0.590971430123286	0.124273532127532	0.0320732170984737	0.0144324241277713	0	1
"allergy"	"genetic"	"Rep04.Fold2"	"knn"	0.596362229102156	0.135068708924013	0.0453261637064799	0.0150200169029873	0	1
"allergy"	"genetic"	"Rep04.Fold2"	"random"	0.456153929715925	0.0106729672478409	0	0.00853402312050562	0	0
"allergy"	"genetic"	"Rep04.Fold2"	"randomraw"	0.559387051219373	0.110151539840313	0.0222692955298464	0.0131644267100028	0	0
"allergy"	"genetic"	"Rep04.Fold2"	"pr"	0.524523382760309	0.101366031177014	0.0805496713921023	0.0142034101063704	1	4
"allergy"	"genetic"	"Rep04.Fold2"	"bagsvm"	0.647975395144199	0.168350442670143	0.0858725761772853	0.0194915350293067	0	3
"allergy"	"genetic"	"Rep04.Fold2"	"svm"	0.370573298571505	0.0406550431807071	0.0197707892021074	0.0074363354621018	0	1
"allergy"	"genetic"	"Rep04.Fold2"	"rf"	0.574011460539899	0.117413276004797	0.068810089843168	0.0144500893392575	1	3
"allergy"	"genetic"	"Rep04.Fold2"	"COSNet"	0.489849818043561	0.0934631470316655	0.0532562055293031	0.010702713456234	0	1
"allergy"	"genetic"	"Rep04.Fold3"	"raw"	0.603579381891254	0.138531312802129	0.0554016620498616	0.0159884926478493	0	3
"allergy"	"genetic"	"Rep04.Fold3"	"gm"	0.420567188094074	0.0301382325783498	0.0100890771821194	0.00790069766400749	0	0
"allergy"	"genetic"	"Rep04.Fold3"	"mc"	0.538451876595509	0.124809896257672	0.0794090489381349	0.0145954126957828	0	3
"allergy"	"genetic"	"Rep04.Fold3"	"z"	0.564971348650267	0.127247297811091	0.0781869534517409	0.0148831521333869	0	2
"allergy"	"genetic"	"Rep04.Fold3"	"ppr"	0.618746944761288	0.167019716473847	0.113736353267069	0.0206342015198723	0	5
"allergy"	"genetic"	"Rep04.Fold3"	"EGAD"	0.540702569116288	0.079585573841725	0.0254739014719461	0.0116527034051562	0	1
"allergy"	"genetic"	"Rep04.Fold3"	"wsld"	0.536506707946333	0.0497257074574982	0.0188202704904676	0.0108759059629732	0	0
"allergy"	"genetic"	"Rep04.Fold3"	"knn"	0.530484492966159	0.0554967139210254	0.0255825321818478	0.0107966395428916	0	0
"allergy"	"genetic"	"Rep04.Fold3"	"random"	0.516668024550528	0.0328472109065232	0.00146651458367281	0.00961633574842604	0	0
"allergy"	"genetic"	"Rep04.Fold3"	"randomraw"	0.575477975123562	0.0369615990440496	0.0107001249253164	0.0117338587380053	0	0
"allergy"	"genetic"	"Rep04.Fold3"	"pr"	0.616085492368694	0.118258106566726	0.0584161642496333	0.0158293620251594	1	2
"allergy"	"genetic"	"Rep04.Fold3"	"bagsvm"	0.576951279126605	0.108345554288197	0.0409266199554614	0.0136570305739902	0	1
"allergy"	"genetic"	"Rep04.Fold3"	"svm"	0.560133887349949	0.10844739557873	0.0436152300255282	0.0139014933064492	1	1
"allergy"	"genetic"	"Rep04.Fold3"	"rf"	0.507037233175823	0.0779085872576176	0.0668622019444897	0.0186023987928648	2	3
"allergy"	"genetic"	"Rep04.Fold3"	"COSNet"	0.399024360436694	0.031020857096301	0.0131443158981044	0.00759190407681508	0	0
"allergy"	"genetic"	"Rep05.Fold1"	"raw"	0.626594982078863	0.214623655913978	0.151469534050179	0.0318137953340985	1	4
"allergy"	"genetic"	"Rep05.Fold1"	"gm"	0.521648745519712	0.0882795698924731	0.0730107526881719	0.023481503824697	2	3
"allergy"	"genetic"	"Rep05.Fold1"	"mc"	0.656050179211484	0.205376344086021	0.162508960573477	0.0303544932584011	1	6
"allergy"	"genetic"	"Rep05.Fold1"	"z"	0.657071684587831	0.237741935483871	0.193225806451613	0.0685676363123926	4	8
"allergy"	"genetic"	"Rep05.Fold1"	"ppr"	0.603103942652335	0.206164874551971	0.158709677419355	0.0520517588491481	1	7
"allergy"	"genetic"	"Rep05.Fold1"	"EGAD"	0.576143369175628	0.169139784946236	0.0831182795698924	0.0188964999873232	1	3
"allergy"	"genetic"	"Rep05.Fold1"	"wsld"	0.607992831541217	0.160035842293907	0.0917562724014337	0.024949666162435	1	2
"allergy"	"genetic"	"Rep05.Fold1"	"knn"	0.614824372759856	0.170537634408602	0.106415770609319	0.025980146249672	1	3
"allergy"	"genetic"	"Rep05.Fold1"	"random"	0.441720430107529	0.0110752688172043	0	0.00792930739199938	0	0
"allergy"	"genetic"	"Rep05.Fold1"	"randomraw"	0.548853046594981	0.0378136200716846	0.0168817204301075	0.0100999809145685	0	1
"allergy"	"genetic"	"Rep05.Fold1"	"pr"	0.537691756272402	0.0981720430107526	0.0649820788530466	0.0144829423455874	2	2
"allergy"	"genetic"	"Rep05.Fold1"	"bagsvm"	0.695863799283165	0.215483870967742	0.132258064516129	0.0326146992136653	1	4
"allergy"	"genetic"	"Rep05.Fold1"	"svm"	0.529372759856638	0.208064516129032	0.177921146953405	0.0411102767843078	2	7
"allergy"	"genetic"	"Rep05.Fold1"	"rf"	0.5649247311828	0.172508960573477	0.100250896057348	0.0464453728505613	2	4
"allergy"	"genetic"	"Rep05.Fold1"	"COSNet"	0.518107526881724	0.112939068100358	0.085663082437276	0.0249636757086856	3	3
"allergy"	"genetic"	"Rep05.Fold2"	"raw"	0.602730449386457	0.149483977571309	0.10489747270905	0.0393241073030729	3	4
"allergy"	"genetic"	"Rep05.Fold2"	"gm"	0.461596283555	0.0574125741528295	0.0507354335401036	0.0160952706485253	2	2
"allergy"	"genetic"	"Rep05.Fold2"	"mc"	0.575375165912724	0.109245063249993	0.07736273261641	0.0149266299990137	1	4
"allergy"	"genetic"	"Rep05.Fold2"	"z"	0.558722946068206	0.10287943223989	0.0791234390660131	0.0145021122543333	0	4
"allergy"	"genetic"	"Rep05.Fold2"	"ppr"	0.627380339680905	0.171804317793971	0.101958447327789	0.0213308236220811	1	4
"allergy"	"genetic"	"Rep05.Fold2"	"EGAD"	0.574010618414294	0.173795270471598	0.118834141452447	0.0210240995652794	1	5
"allergy"	"genetic"	"Rep05.Fold2"	"wsld"	0.581134707587288	0.130332908957933	0.10277108107376	0.0347820932667709	2	4
"allergy"	"genetic"	"Rep05.Fold2"	"knn"	0.585461982284578	0.127691849283528	0.10029254814855	0.0352231108276955	2	4
"allergy"	"genetic"	"Rep05.Fold2"	"random"	0.47595281306715	0.0247988731478723	0.00261397188287237	0.00860908534737399	0	0
"allergy"	"genetic"	"Rep05.Fold2"	"randomraw"	0.513747054202672	0.0265595795974755	0.00992767559660861	0.00950580647751799	0	0
"allergy"	"genetic"	"Rep05.Fold2"	"pr"	0.588387463770085	0.117303681230869	0.0674756887070998	0.0144866473382396	0	3
