cv_scheme = classic, disease = allergy:
 association_score.datatypes.affected_pathway    0.03413526 0.0008327465 NA 0.03254022 0.03580559
 association_score.datatypes.animal_model        0.04606159 0.0010059041 NA 0.04412972 0.04807377
 association_score.datatypes.genetic_association 0.06051313 0.0012010414 NA 0.05820153 0.06291041
 association_score.datatypes.literature          0.22524871 0.0028586127 NA 0.21969539 0.23090086
 association_score.datatypes.rna_expression      0.04969524 0.0010562679 NA 0.04766538 0.05180683
 association_score.datatypes.somatic_mutation    0.03384069 0.0008282868 NA 0.03225432 0.03550222
 ppr                                             0.43172780 0.0038625198 NA 0.42417391 0.43931358
 raw                                             0.43787029 0.0038753193 NA 0.43028994 0.44547976
 gm                                              0.10652978 0.0017541898 NA 0.10314018 0.11001712
 mc                                              0.36369463 0.0036553171 NA 0.35656102 0.37088871
 z                                               0.42689445 0.0038517616 NA 0.41936272 0.43446023
 knn                                             0.38759201 0.0037417985 NA 0.38028418 0.39495077
 wsld                                            0.38953217 0.0037481676 NA 0.38221146 0.39690301
 COSNet                                          0.18367300 0.0025184657 NA 0.17878821 0.18866059
 bagsvm                                          0.43000006 0.0038587436 NA 0.42245396 0.43757883
 rf                                              0.45921685 0.0039122098 NA 0.45155931 0.46689370
 svm                                             0.40457721 0.0037942378 NA 0.39716307 0.41203516

cv_scheme = representative, disease = Alzheimers disease:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.09250722 0.0016800380 NA 0.08926662 0.09585308
 randomraw                                       0.05662280 0.0012333993 NA 0.05425333 0.05908928
 random                                          0.04333837 0.0010473931 NA 0.04133131 0.04543828
 EGAD                                            0.37471938 0.0037143919 NA 0.36746812 0.38202731
 association_score.datatypes.affected_pathway    0.04370797 0.0010527796 NA 0.04169042 0.04581850
 association_score.datatypes.animal_model        0.05877533 0.0012622506 NA 0.05634964 0.06129867
 association_score.datatypes.genetic_association 0.07689421 0.0014938745 NA 0.07401690 0.07987373
 association_score.datatypes.literature          0.27325371 0.0032390503 NA 0.26695151 0.27964794
 association_score.datatypes.rna_expression      0.06334533 0.0013224865 NA 0.06080222 0.06598733
 association_score.datatypes.somatic_mutation    0.04333450 0.0010473367 NA 0.04132755 0.04543430
 ppr                                             0.49558885 0.0039292677 NA 0.48788928 0.50329051
 raw                                             0.50183756 0.0039300805 NA 0.49413492 0.50953934
 gm                                              0.13359632 0.0021235316 NA 0.12948883 0.13781347
 mc                                              0.42501884 0.0038498875 NA 0.41749122 0.43258138
 z                                               0.49065785 0.0039279128 NA 0.48296211 0.49835803
 knn                                             0.45009539 0.0038928761 NA 0.44247782 0.45773644
 wsld                                            0.45211745 0.0038956321 NA 0.44449401 0.45976343
 COSNet                                          0.22539517 0.0029191736 NA 0.21972523 0.23116808
 bagsvm                                          0.49382763 0.0039288560 NA 0.48612929 0.50152891
 rf                                              0.52339899 0.0039251229 NA 0.51570094 0.53108593
 svm                                             0.46772769 0.0039133420 NA 0.46006591 0.47540473

cv_scheme = classic, disease = arthritis:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.09493146 0.0017524618 NA 0.09155188 0.09842229
 randomraw                                       0.05816693 0.0012828236 NA 0.05570304 0.06073280
 random                                          0.04453733 0.0010875965 NA 0.04245366 0.04671829
 EGAD                                            0.38143079 0.0038647613 NA 0.37388537 0.38903387
 association_score.datatypes.affected_pathway    0.04491668 0.0010932449 NA 0.04282201 0.04710877
 association_score.datatypes.animal_model        0.06037441 0.0013131329 NA 0.05785147 0.06300002
 association_score.datatypes.genetic_association 0.07894489 0.0015566349 NA 0.07594734 0.08205025
 association_score.datatypes.literature          0.27895858 0.0033821656 NA 0.27237819 0.28563554
 association_score.datatypes.rna_expression      0.06506015 0.0013764312 NA 0.06241387 0.06781050
 association_score.datatypes.somatic_mutation    0.04453336 0.0010875373 NA 0.04244981 0.04671420
 ppr                                             0.50272457 0.0040626154 NA 0.49476197 0.51068579
 raw                                             0.50897247 0.0040619094 NA 0.50100967 0.51693072
 gm                                              0.13693486 0.0022187572 NA 0.13264399 0.14134193
 mc                                              0.43200870 0.0039962261 NA 0.42419387 0.43985753
 z                                               0.49779264 0.0040624194 NA 0.48983168 0.50575472
 knn                                             0.45716976 0.0040355190 NA 0.44927174 0.46508938
 wsld                                            0.45919706 0.0040379310 NA 0.45129381 0.46712089
 COSNet                                          0.23041766 0.0030510223 NA 0.22449220 0.23645184
 bagsvm                                          0.50096318 0.0040626217 NA 0.49300102 0.50892485
 rf                                              0.53051398 0.0040512976 NA 0.52256653 0.53844599
 svm                                             0.47483989 0.0040527631 NA 0.46690365 0.48278886

cv_scheme = block, disease = arthritis:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.04893971 0.0009611261 NA 0.04708996 0.05085824
 randomraw                                       0.02940787 0.0006751723 NA 0.02811304 0.03076045
 random                                          0.02235709 0.0005635413 NA 0.02127883 0.02348869
 EGAD                                            0.23225664 0.0029454207 NA 0.22653383 0.23807953
 association_score.datatypes.affected_pathway    0.02255198 0.0005667170 NA 0.02146755 0.02368986
 association_score.datatypes.animal_model        0.03055934 0.0006928594 NA 0.02923019 0.03194693
 association_score.datatypes.genetic_association 0.04035289 0.0008386774 NA 0.03874081 0.04202912
 association_score.datatypes.literature          0.15952506 0.0022803800 NA 0.15510616 0.16404541
 association_score.datatypes.rna_expression      0.03301238 0.0007301189 NA 0.03161095 0.03447374
 association_score.datatypes.somatic_mutation    0.02235506 0.0005635081 NA 0.02127686 0.02348658
 ppr                                             0.33153859 0.0036170400 NA 0.32448792 0.33866566
 raw                                             0.33710121 0.0036467673 NA 0.32999133 0.34428556
 gm                                              0.07221732 0.0012746575 NA 0.06975854 0.07475580
 mc                                              0.27174380 0.0032447168 NA 0.26543112 0.27814976
 z                                               0.32718110 0.0035931716 NA 0.32017793 0.33426213
 knn                                             0.29237549 0.0033841318 NA 0.28578714 0.29905214
 wsld                                            0.29406790 0.0033950544 NA 0.28745791 0.30076572
 COSNet                                          0.12807502 0.0019456082 NA 0.12430988 0.13193701
 bagsvm                                          0.32997898 0.0036085558 NA 0.32294520 0.33708969
 rf                                              0.35665205 0.0037446568 NA 0.34934678 0.36402462
 svm                                             0.30728173 0.0034776663 NA 0.30050801 0.31413957

cv_scheme = representative, disease = arthritis:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.06239590 0.0012025186 NA 0.06008015 0.06479476
 randomraw                                       0.03770662 0.0008551687 NA 0.03606585 0.03941898
 random                                          0.02872503 0.0007170947 NA 0.02735243 0.03016438
 EGAD                                            0.28121307 0.0033250955 NA 0.27474221 0.28777586
 association_score.datatypes.affected_pathway    0.02897378 0.0007210418 NA 0.02759352 0.03042094
 association_score.datatypes.animal_model        0.03916991 0.0008769181 NA 0.03748689 0.04092527
 association_score.datatypes.genetic_association 0.05157613 0.0010548993 NA 0.04954733 0.05368333
 association_score.datatypes.literature          0.19708624 0.0026779149 NA 0.19189030 0.20238763
 association_score.datatypes.rna_expression      0.04228399 0.0009226214 NA 0.04051220 0.04412971
 association_score.datatypes.somatic_mutation    0.02872243 0.0007170534 NA 0.02734991 0.03016170
 ppr                                             0.39077058 0.0038752808 NA 0.38320219 0.39839190
 raw                                             0.39673718 0.0038958768 NA 0.38912711 0.40439754
 gm                                              0.09145832 0.0015727172 NA 0.08842221 0.09458786
 mc                                              0.32549477 0.0035869003 NA 0.31850424 0.33256387
 z                                               0.38608423 0.0038584287 NA 0.37854988 0.39367356
 knn                                             0.34825589 0.0037006046 NA 0.34103845 0.35554366
 wsld                                            0.35011172 0.0037092535 NA 0.34287698 0.35741608
 COSNet                                          0.15963759 0.0023250324 NA 0.15513313 0.16424743
 bagsvm                                          0.38909452 0.0038693219 NA 0.38153817 0.39670454
 rf                                              0.41756804 0.0039602393 NA 0.40982714 0.42534978
 svm                                             0.36454340 0.0037733172 NA 0.35718031 0.37197046

cv_scheme = classic, disease = asthma:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.14711760 0.0024860803 NA 0.14231143 0.15205729
 randomraw                                       0.09220158 0.0019169004 NA 0.08851267 0.09602804
 random                                          0.07119992 0.0016588886 NA 0.06801631 0.07452062
 EGAD                                            0.50349654 0.0039380548 NA 0.49577787 0.51121354
 association_score.datatypes.affected_pathway    0.07178930 0.0016665317 NA 0.06859074 0.07512499
 association_score.datatypes.animal_model        0.09556964 0.0019558241 NA 0.09180445 0.09947235
 association_score.datatypes.genetic_association 0.12354242 0.0022575592 NA 0.11918532 0.12803565
 association_score.datatypes.literature          0.38884561 0.0038417462 NA 0.38134298 0.39640127
 association_score.datatypes.rna_expression      0.10268840 0.0020361359 NA 0.09876576 0.10674838
 association_score.datatypes.somatic_mutation    0.07119375 0.0016588085 NA 0.06801030 0.07451429
 ppr                                             0.62442298 0.0036749410 NA 0.61719317 0.63159775
 raw                                             0.63026639 0.0036527374 NA 0.62307895 0.63739652
 gm                                              0.20693200 0.0029787628 NA 0.20115457 0.21283115
 mc                                              0.55571904 0.0038703192 NA 0.54812094 0.56329117
 z                                               0.61978518 0.0036919389 NA 0.61252298 0.62699417
 knn                                             0.58071865 0.0038132177 NA 0.57322691 0.58817336
 wsld                                            0.58270570 0.0038079930 NA 0.57522377 0.59014975
 COSNet                                          0.32993295 0.0036599596 NA 0.32279955 0.33714551
 bagsvm                                          0.62276920 0.0036810657 NA 0.61552771 0.62995629
 rf                                              0.65014437 0.0035706260 NA 0.64311415 0.65710994
 svm                                             0.59790429 0.0037646862 NA 0.59050398 0.60526026

cv_scheme = block, disease = asthma:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.07802259 0.0014404204 NA 0.07524576 0.08089293
 randomraw                                       0.04746303 0.0010444566 NA 0.04545737 0.04955258
 random                                          0.03624503 0.0008828649 NA 0.03455385 0.03801573
 EGAD                                            0.33222331 0.0035126395 NA 0.32537487 0.33914343
 association_score.datatypes.affected_pathway    0.03655645 0.0008875193 NA 0.03485621 0.03833634
 association_score.datatypes.animal_model        0.04928554 0.0010696855 NA 0.04723078 0.05142488
 association_score.datatypes.genetic_association 0.06468000 0.0012739286 NA 0.06222756 0.06722217
 association_score.datatypes.literature          0.23788682 0.0029561049 NA 0.23214157 0.24372912
 association_score.datatypes.rna_expression      0.05315935 0.0011225062 NA 0.05100176 0.05540288
 association_score.datatypes.somatic_mutation    0.03624178 0.0008828162 NA 0.03455068 0.03801238
 ppr                                             0.44923343 0.0038793045 NA 0.44164258 0.45684801
 raw                                             0.45542539 0.0038888429 NA 0.44781442 0.46305723
 gm                                              0.11348256 0.0018466157 NA 0.10991328 0.11715250
 mc                                              0.38028773 0.0037062188 NA 0.37305095 0.38757810
 z                                               0.44435735 0.0038710974 NA 0.43678368 0.45195695
 knn                                             0.40458215 0.0037812324 NA 0.39719334 0.41201446
 wsld                                            0.40655090 0.0037866420 NA 0.39915107 0.41399339
 COSNet                                          0.19456422 0.0026202509 NA 0.18947997 0.19975128
 bagsvm                                          0.44749081 0.0038764418 NA 0.43990596 0.45510017
 rf                                              0.47690170 0.0039142693 NA 0.46923592 0.48457838
 svm                                             0.42179909 0.0038251461 NA 0.41432051 0.42931371

cv_scheme = representative, disease = asthma:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.09864585 0.0017733188 NA 0.09522432 0.10217643
 randomraw                                       0.06053905 0.0013097611 NA 0.05802231 0.06315763
 random                                          0.04638099 0.0011148690 NA 0.04424421 0.04861572
 EGAD                                            0.39150598 0.0037603585 NA 0.38416106 0.39890038
 association_score.datatypes.affected_pathway    0.04677527 0.0011205275 NA 0.04462746 0.04902115
 association_score.datatypes.animal_model        0.06283055 0.0013398963 NA 0.06025504 0.06550846
 association_score.datatypes.genetic_association 0.08209051 0.0015808840 NA 0.07904480 0.08524271
 association_score.datatypes.literature          0.28758546 0.0033268782 NA 0.28110923 0.29414985
 association_score.datatypes.rna_expression      0.06769317 0.0014027296 NA 0.06499511 0.07049479
 association_score.datatypes.somatic_mutation    0.04637687 0.0011148097 NA 0.04424020 0.04861148
 ppr                                             0.51334477 0.0039114072 NA 0.50567602 0.52100725
 raw                                             0.51958675 0.0039088420 NA 0.51192156 0.52724274
 gm                                              0.14203480 0.0022268708 NA 0.13772592 0.14645560
 mc                                              0.44246425 0.0038701323 NA 0.43489292 0.45006241
 z                                               0.50841518 0.0039127238 NA 0.50074500 0.51608139
 knn                                             0.46773280 0.0038996947 NA 0.46009770 0.47538303
 wsld                                            0.46976640 0.0039013582 NA 0.46212757 0.47741942
 COSNet                                          0.23803898 0.0030192722 NA 0.23217198 0.24400712
 bagsvm                                          0.51158445 0.0039119492 NA 0.50391505 0.51924841
 rf                                              0.54108247 0.0038923281 NA 0.53344461 0.54870108
 svm                                             0.48544608 0.0039106071 NA 0.47778546 0.49311356

cv_scheme = classic, disease = bipolar disorder:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.16024940 0.0026552024 NA 0.15511342 0.16552212
 randomraw                                       0.10101211 0.0020729537 NA 0.09702110 0.10514817
 random                                          0.07817641 0.0018027984 NA 0.07471526 0.08178371
 EGAD                                            0.52871892 0.0039064675 NA 0.52105622 0.53636810
 association_score.datatypes.affected_pathway    0.07881864 0.0018108513 NA 0.07534171 0.08244171
 association_score.datatypes.animal_model        0.10466490 0.0021133963 NA 0.10059451 0.10888005
 association_score.datatypes.genetic_association 0.13490274 0.0024238990 NA 0.13022219 0.13972449
 association_score.datatypes.literature          0.41310325 0.0038994019 NA 0.40548207 0.42076629
 association_score.datatypes.rna_expression      0.11237697 0.0021965702 NA 0.10814326 0.11675473
 association_score.datatypes.somatic_mutation    0.07816969 0.0018027140 NA 0.07470871 0.08177683
 ppr                                             0.64779943 0.0035602478 NA 0.64079033 0.65474545
 raw                                             0.65348096 0.0035347408 NA 0.64652086 0.66037601
 gm                                              0.22400062 0.0031401243 NA 0.21790629 0.23021524
 mc                                              0.58049885 0.0038000122 NA 0.57303317 0.58792787
 z                                               0.64328539 0.0035799273 NA 0.63623854 0.65027077
 knn                                             0.60509496 0.0037257008 NA 0.59776977 0.61237326
 wsld                                            0.60704466 0.0037191550 NA 0.59973190 0.61430974
 COSNet                                          0.35263598 0.0037598495 NA 0.34530233 0.36003973
 bagsvm                                          0.64619025 0.0035673227 NA 0.63916758 0.65315042
 rf                                              0.67275888 0.0034420559 NA 0.66597720 0.67946914
 svm                                             0.62193194 0.0036659969 NA 0.61472040 0.62908993

cv_scheme = block, disease = bipolar disorder:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.08560598 0.0015602545 NA 0.08259703 0.08871394
 randomraw                                       0.05224450 0.0011398334 NA 0.05005506 0.05452420
 random                                          0.03994378 0.0009663054 NA 0.03809230 0.04188133
 EGAD                                            0.35500044 0.0036053597 NA 0.34796610 0.36209801
 association_score.datatypes.affected_pathway    0.04028565 0.0009713192 NA 0.03842441 0.04223309
 association_score.datatypes.animal_model        0.05424016 0.0011668249 NA 0.05199815 0.05657307
 association_score.datatypes.genetic_association 0.07106652 0.0013843215 NA 0.06840068 0.07382804
 association_score.datatypes.literature          0.25668234 0.0030930426 NA 0.25066710 0.26279130
 association_score.datatypes.rna_expression      0.05847944 0.0012232470 NA 0.05612751 0.06092356
 association_score.datatypes.somatic_mutation    0.03994021 0.0009662529 NA 0.03808883 0.04187765
 ppr                                             0.47433444 0.0038898384 NA 0.46671707 0.48196378
 raw                                             0.48057049 0.0038946361 NA 0.47294227 0.48820778
 gm                                              0.12404876 0.0019840690 NA 0.12021208 0.12799007
 mc                                              0.40436472 0.0037675379 NA 0.39700264 0.41177009
 z                                               0.46941811 0.0038853526 NA 0.46181067 0.47703980
 knn                                             0.42913217 0.0038252191 NA 0.42165168 0.43664517
 wsld                                            0.43113388 0.0038291914 NA 0.42364517 0.43865422
 COSNet                                          0.21088397 0.0027664770 NA 0.20551285 0.21635724
 bagsvm                                          0.47257799 0.0038883069 NA 0.46496403 0.48020473
 rf                                              0.50213920 0.0039035383 NA 0.49448851 0.50978890
 svm                                             0.44661021 0.0038564275 NA 0.43906465 0.45418043

cv_scheme = representative, disease = bipolar disorder:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.10799891 0.0019128159 NA 0.10430665 0.11180555
 randomraw                                       0.06654578 0.0014255899 NA 0.06380556 0.06939495
 random                                          0.05105930 0.0012177460 NA 0.04872466 0.05349951
 EGAD                                            0.41581667 0.0038140881 NA 0.40836109 0.42331096
 association_score.datatypes.affected_pathway    0.05149120 0.0012238045 NA 0.04914475 0.05394334
 association_score.datatypes.animal_model        0.06904793 0.0014575740 NA 0.06624528 0.07196002
 association_score.datatypes.genetic_association 0.09003067 0.0017118188 NA 0.08673142 0.09344258
 association_score.datatypes.literature          0.30871706 0.0034462201 NA 0.30200379 0.31551210
 association_score.datatypes.rna_expression      0.07435356 0.0015241275 NA 0.07142096 0.07739653
 association_score.datatypes.somatic_mutation    0.05105478 0.0012176825 NA 0.04872027 0.05349486
 ppr                                             0.53852540 0.0038726435 NA 0.53092681 0.54610613
 raw                                             0.54473084 0.0038653690 NA 0.53714508 0.55229590
 gm                                              0.15479526 0.0023787704 NA 0.15019010 0.15951513
 mc                                              0.46750808 0.0038857478 NA 0.45990031 0.47513099
 z                                               0.53361914 0.0038776974 NA 0.52601177 0.54121090
 knn                                             0.49294233 0.0038958829 NA 0.48530877 0.50057917
 wsld                                            0.49498361 0.0038959789 NA 0.48734939 0.50262016
 COSNet                                          0.25684247 0.0031597965 NA 0.25069839 0.26308425
 bagsvm                                          0.53677397 0.0038745183 NA 0.52917211 0.54435878
 rf                                              0.56604115 0.0038328805 NA 0.55851422 0.57353773
 svm                                             0.51069431 0.0038931510 NA 0.50306197 0.51832166

cv_scheme = classic, disease = cardiac arrhythmia:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.21494036 0.0032925501 NA 0.20855745 0.22146397
 randomraw                                       0.13882845 0.0027046458 NA 0.13361184 0.14421484
 random                                          0.10847522 0.0024006205 NA 0.10385893 0.11327075
 EGAD                                            0.61679739 0.0036698765 NA 0.60957947 0.62396419
 association_score.datatypes.affected_pathway    0.10933684 0.0024099446 NA 0.10470216 0.11415051
 association_score.datatypes.animal_model        0.14363028 0.0027485571 NA 0.13832683 0.14910187
 association_score.datatypes.genetic_association 0.18282656 0.0030708532 NA 0.17688453 0.18892239
 association_score.datatypes.literature          0.50245576 0.0039753894 NA 0.49466418 0.51024616
 association_score.datatypes.rna_expression      0.15372050 0.0028375007 NA 0.14824105 0.15936460
 association_score.datatypes.somatic_mutation    0.10846620 0.0024005227 NA 0.10385011 0.11326154
 ppr                                             0.72519021 0.0030862695 NA 0.71910007 0.73119766
 raw                                             0.73014338 0.0030526967 NA 0.72411856 0.73608458
 gm                                              0.29286116 0.0036960128 NA 0.28566995 0.30015733
 mc                                              0.66503109 0.0034456997 NA 0.65824420 0.67175040
 z                                               0.72124124 0.0031125998 NA 0.71509990 0.72730068
 knn                                             0.68734040 0.0033227913 NA 0.68079116 0.69381569
 wsld                                            0.68909268 0.0033126204 NA 0.68256314 0.69554781
 COSNet                                          0.43868566 0.0040073427 NA 0.43084740 0.44655463
 bagsvm                                          0.72378386 0.0030956908 NA 0.71767540 0.72980991
 rf                                              0.74680879 0.0029352583 NA 0.74101271 0.75251847
 svm                                             0.70239544 0.0032329444 NA 0.69602036 0.70869277

cv_scheme = block, disease = cardiac arrhythmia:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.11841438 0.0020545861 NA 0.11444637 0.12250094
 randomraw                                       0.07329197 0.0015476795 NA 0.07031578 0.07638377
 random                                          0.05633026 0.0013278281 NA 0.05378359 0.05899000
 EGAD                                            0.44123383 0.0038342302 NA 0.43373290 0.44876169
 association_score.datatypes.affected_pathway    0.05680408 0.0013342664 NA 0.05424484 0.05947648
 association_score.datatypes.animal_model        0.07602712 0.0015813232 NA 0.07298518 0.07918502
 association_score.datatypes.genetic_association 0.09890542 0.0018469450 NA 0.09534398 0.10258480
 association_score.datatypes.literature          0.33130033 0.0035421423 NA 0.32439493 0.33827913
 association_score.datatypes.rna_expression      0.08182190 0.0016511678 NA 0.07864342 0.08511697
 association_score.datatypes.somatic_mutation    0.05632530 0.0013277606 NA 0.05377877 0.05898491
 ppr                                             0.56419916 0.0037959426 NA 0.55674534 0.57162408
 raw                                             0.57033481 0.0037839794 NA 0.56290309 0.57773495
 gm                                              0.16886941 0.0025271941 NA 0.16397392 0.17388066
 mc                                              0.49341618 0.0038648711 NA 0.48584326 0.50099212
 z                                               0.55934250 0.0038047344 NA 0.55187252 0.56678571
 knn                                             0.51888644 0.0038547107 NA 0.51132760 0.52643664
