cv_scheme = classic, disease = allergy:
 COSNet                                           0.60255421 0.0249473608 NA  0.555589590  0.65348881
 bagsvm                                           0.69790003 0.0287223371 NA  0.643815902  0.75652753
 rf                                               0.88049505 0.0359497266 NA  0.812780393  0.95385118
 svm                                              0.71447937 0.0293786646 NA  0.659157429  0.77444438

cv_scheme = representative, disease = allergy:
 method                                                 rate           SE df    asymp.LCL   asymp.UCL
 pr                                               0.03559116 0.0022169549 NA  0.031500778  0.04021269
 randomraw                                        0.00933854 0.0009511126 NA  0.007648667  0.01140177
 random                                           0.01953187 0.0014848970 NA  0.016827969  0.02267022
 EGAD                                             0.42456165 0.0178274130 NA  0.391019729  0.46098082
 association_score.datatypes.affected_pathway     0.02871013 0.0019117153 NA  0.025197441  0.03271252
 association_score.datatypes.animal_model         0.07035959 0.0036817959 NA  0.063501125  0.07795882
 association_score.datatypes.genetic_association  0.08658985 0.0043460755 NA  0.078477269  0.09554106
 association_score.datatypes.literature           0.16238802 0.0073987138 NA  0.148515434  0.17755642
 association_score.datatypes.rna_expression       0.04100837 0.0024518516 NA  0.036473714  0.04610681
 association_score.datatypes.somatic_mutation     0.02757754 0.0018604999 NA  0.024161830  0.03147613
 ppr                                              0.54180627 0.0224784918 NA  0.499492906  0.58770411
 raw                                              0.63581139 0.0262060640 NA  0.586468326  0.68930598
 gm                                               0.51777609 0.0215254362 NA  0.477260075  0.56173163
 mc                                               0.14896788 0.0068614426 NA  0.136108855  0.16304176
 z                                                0.61021054 0.0251910168 NA  0.562781713  0.66163647
 knn                                              0.53550222 0.0222284776 NA  0.493660354  0.58089054
 wsld                                             0.54324872 0.0225356978 NA  0.500827475  0.58926315
 COSNet                                           0.55025797 0.0228136708 NA  0.507312500  0.59683890
 bagsvm                                           0.63732863 0.0262662193 NA  0.587872128  0.69094582
 rf                                               0.80407606 0.0328763141 NA  0.742153940  0.87116470
 svm                                              0.65246904 0.0268664890 NA  0.601880508  0.70730957

cv_scheme = classic, disease = Alzheimers disease:
 method                                                 rate           SE df    asymp.LCL   asymp.UCL
 pr                                               0.47829195 0.0244231376 NA  0.432740922  0.52863777
 randomraw                                        0.12549600 0.0119718920 NA  0.104094590  0.15129746
 random                                           0.26247904 0.0176216603 NA  0.230117050  0.29939219
 EGAD                                             5.70547308 0.1263797026 NA  5.463073305  5.95862827
 association_score.datatypes.affected_pathway     0.38582122 0.0216928809 NA  0.345562908  0.43076965
 association_score.datatypes.animal_model         0.94552763 0.0361993080 NA  0.877174841  1.01920672
 association_score.datatypes.genetic_association  1.16363795 0.0410858746 NA  1.085834271  1.24701652
 association_score.datatypes.literature           2.18225192 0.0618531341 NA  2.064327824  2.30691238
 association_score.datatypes.rna_expression       0.55109112 0.0264420749 NA  0.501627858  0.60543173
 association_score.datatypes.somatic_mutation     0.37060088 0.0212212582 NA  0.331257065  0.41461761
 ppr                                              7.28106528 0.1542374547 NA  6.984955004  7.58972843
 raw                                              8.54435337 0.1764143526 NA  8.205490246  8.89721056
 gm                                               6.95813565 0.1485490872 NA  6.672992052  7.25546371
 mc                                               2.00190526 0.0583303215 NA  1.890783130  2.11955809
 z                                                8.20031628 0.1703852288 NA  7.873075850  8.54115830
 knn                                              7.19634830 0.1527460682 NA  6.903113264  7.50203957
 wsld                                             7.30044967 0.1545786261 NA  7.003681657  7.60979268
 COSNet                                           7.39464346 0.1562359840 NA  7.094680261  7.70728912
 bagsvm                                           8.56474288 0.1767714578 NA  8.225191350  8.91831173
 rf                                              10.80557873 0.2159029638 NA 10.390595408 11.23713581
 svm                                              8.76820721 0.1803337299 NA  8.421788593  9.12887528

cv_scheme = block, disease = Alzheimers disease:
 method                                                 rate           SE df    asymp.LCL   asymp.UCL
 pr                                               0.20030503 0.0102849898 NA  0.181127969  0.22151248
 randomraw                                        0.05255677 0.0050217256 NA  0.043581037  0.06338110
 random                                           0.10992423 0.0074035391 NA  0.096330516  0.12543622
 EGAD                                             2.38940869 0.0544697178 NA  2.284999868  2.49858829
 association_score.datatypes.affected_pathway     0.16157899 0.0091264204 NA  0.144646095  0.18049412
 association_score.datatypes.animal_model         0.39597977 0.0153093494 NA  0.367082678  0.42715167
 association_score.datatypes.genetic_association  0.48732271 0.0174055841 NA  0.454375076  0.52265945
 association_score.datatypes.literature           0.91391049 0.0263673705 NA  0.863665392  0.96707868
 association_score.datatypes.rna_expression       0.23079277 0.0111433212 NA  0.209953828  0.25370007
 association_score.datatypes.somatic_mutation     0.15520483 0.0089265468 NA  0.138659201  0.17372478
 ppr                                              3.04925471 0.0666495862 NA  2.921382518  3.18272402
 raw                                              3.57831015 0.0763545312 NA  3.431744219  3.73113574
 gm                                               2.91401424 0.0641613706 NA  2.790935100  3.04252112
 mc                                               0.83838269 0.0248423255 NA  0.791079511  0.88851439
 z                                                3.43423004 0.0737154974 NA  3.292747306  3.58179199
 knn                                              3.01377589 0.0659971716 NA  2.887160429  3.14594402
 wsld                                             3.05737275 0.0667988379 NA  2.929213054  3.19113972
 COSNet                                           3.09682039 0.0675239056 NA  2.967264020  3.23203344
 bagsvm                                           3.58684912 0.0765108537 NA  3.439982091  3.73998650
 rf                                               4.52529412 0.0936474307 NA  4.345421005  4.71261285
 svm                                              3.67205843 0.0780703073 NA  3.522187691  3.82830625

cv_scheme = representative, disease = Alzheimers disease:
 method                                                 rate           SE df    asymp.LCL   asymp.UCL
 pr                                               0.18292037 0.0094007955 NA  0.165392729  0.20230552
 randomraw                                        0.04799532 0.0045870771 NA  0.039796661  0.05788301
 random                                           0.10038380 0.0067645148 NA  0.087963828  0.11455740
 EGAD                                             2.18202968 0.0499688532 NA  2.086257890  2.28219797
 association_score.datatypes.affected_pathway     0.14755540 0.0083405265 NA  0.132081253  0.16484244
 association_score.datatypes.animal_model         0.36161232 0.0140028131 NA  0.335182939  0.39012567
 association_score.datatypes.genetic_association  0.44502752 0.0159244757 NA  0.414885461  0.47735945
 association_score.datatypes.literature           0.83459134 0.0241474659 NA  0.788580117  0.88328718
 association_score.datatypes.rna_expression       0.21076205 0.0101865347 NA  0.191713281  0.23170351
 association_score.datatypes.somatic_mutation     0.14173446 0.0081576489 NA  0.126614604  0.15865986
 ppr                                              2.78460705 0.0611665588 NA  2.667266811  2.90710939
 raw                                              3.26774526 0.0700900945 NA  3.133218723  3.40804778
 gm                                               2.66110422 0.0588788324 NA  2.548170252  2.77904338
 mc                                               0.76561867 0.0227474654 NA  0.722307754  0.81152658
 z                                                3.13617000 0.0676634673 NA  3.006316913  3.27163189
 knn                                              2.75220746 0.0605667063 NA  2.636022560  2.87351331
 wsld                                             2.79202051 0.0613037867 NA  2.674415972  2.91479658
 COSNet                                           2.82804446 0.0619704455 NA  2.709155921  2.95215029
 bagsvm                                           3.27554313 0.0702338368 NA  3.140739757  3.41613238
 rf                                               4.13253961 0.0859922320 NA  3.967388588  4.30456540
 svm                                              3.35335705 0.0716678016 NA  3.215792033  3.49680682

cv_scheme = classic, disease = arthritis:
 method                                                 rate           SE df    asymp.LCL   asymp.UCL
 pr                                               0.45638403 0.0233685570 NA  0.412805774  0.50456268
 randomraw                                        0.11974772 0.0114325382 NA  0.099311939  0.14438865
 random                                           0.25045632 0.0168412839 NA  0.219530652  0.28573855
 EGAD                                             5.44413677 0.1223435809 NA  5.209551866  5.68928497
 association_score.datatypes.affected_pathway     0.36814887 0.0207462273 NA  0.329652117  0.41114128
 association_score.datatypes.animal_model         0.90221821 0.0347100737 NA  0.836689319  0.97287928
 association_score.datatypes.genetic_association  1.11033810 0.0394291878 NA  1.035686334  1.19037073
 association_score.datatypes.literature           2.08229497 0.0595453340 NA  1.968798543  2.20233419
 association_score.datatypes.rna_expression       0.52584867 0.0253095060 NA  0.478510847  0.57786950
 association_score.datatypes.somatic_mutation     0.35362570 0.0202935388 NA  0.316006387  0.39572343
 ppr                                              6.94755976 0.1495098849 NA  6.660619586  7.24686135
 raw                                              8.15298358 0.1711465998 NA  7.824349321  8.49542096
 gm                                               6.63942176 0.1439613518 NA  6.363174188  6.92766220
 mc                                               1.91020900 0.0561274492 NA  1.803308924  2.02344612
 z                                                7.82470494 0.1652636374 NA  7.507406890  8.15541348
 knn                                              6.86672320 0.1480551027 NA  6.582586520  7.16312461
 wsld                                             6.96605626 0.1498426879 NA  6.678474749  7.26602131
 COSNet                                           7.05593556 0.1514594237 NA  6.765238473  7.35912367
 bagsvm                                           8.17243915 0.1714950623 NA  7.843133434  8.51557127
 rf                                              10.31063466 0.2096874146 NA  9.907737911 10.72991515
 svm                                              8.36658391 0.1749712040 NA  8.030579913  8.71664650

cv_scheme = block, disease = arthritis:
 method                                                 rate           SE df    asymp.LCL   asymp.UCL
 pr                                               0.19113016 0.0098405916 NA  0.172784178  0.21142409
 randomraw                                        0.05014943 0.0047954764 NA  0.041578705  0.06048687
 random                                           0.10488920 0.0070756010 NA  0.091898949  0.11971567
 EGAD                                             2.27996303 0.0526882460 NA  2.178999711  2.38560446
 association_score.datatypes.affected_pathway     0.15417795 0.0087279738 NA  0.137986295  0.17226956
 association_score.datatypes.animal_model         0.37784212 0.0146781417 NA  0.350141426  0.40773429
 association_score.datatypes.genetic_association  0.46500114 0.0167015820 NA  0.433392275  0.49891536
 association_score.datatypes.literature           0.87204928 0.0253758032 NA  0.823705327  0.92323058
 association_score.datatypes.rna_expression       0.22022142 0.0106656179 NA  0.200278684  0.24214995
 association_score.datatypes.somatic_mutation     0.14809575 0.0085361459 NA  0.132275640  0.16580794
 ppr                                              2.90958514 0.0645457918 NA  2.785788525  3.03888311
 raw                                              3.41440746 0.0739975732 NA  3.272411975  3.56256437
 gm                                               2.78053929 0.0621229383 NA  2.661407961  2.90500324
 mc                                               0.79998099 0.0238975686 NA  0.754487421  0.84821770
 z                                                3.27692686 0.0714271347 NA  3.139880495  3.41995489
 knn                                              2.87573140 0.0639104947 NA  2.753158066  3.00376183
 wsld                                             2.91733133 0.0646911295 NA  2.793254870  3.04691928
 COSNet                                           2.95497210 0.0653971934 NA  2.829536104  3.08596879
 bagsvm                                           3.42255531 0.0741498376 NA  3.280266656  3.57101603
 rf                                               4.31801531 0.0908443419 NA  4.143584672  4.49978887
 svm                                              3.50386165 0.0756688378 NA  3.358648360  3.65535333

cv_scheme = representative, disease = arthritis:
 method                                                 rate           SE df    asymp.LCL   asymp.UCL
 pr                                               0.17454179 0.0089945581 NA  0.157773832  0.19309183
 randomraw                                        0.04579692 0.0043804088 NA  0.037968204  0.05523984
 random                                           0.09578577 0.0064648714 NA  0.083917169  0.10933297
 EGAD                                             2.08208291 0.0483287020 NA  1.989482748  2.17899313
 association_score.datatypes.affected_pathway     0.14079670 0.0079763643 NA  0.125999988  0.15733105
 association_score.datatypes.animal_model         0.34504885 0.0134252720 NA  0.319714076  0.37239120
 association_score.datatypes.genetic_association  0.42464326 0.0152800646 NA  0.395726557  0.45567298
 association_score.datatypes.literature           0.79636331 0.0232382625 NA  0.752095126  0.84323711
 association_score.datatypes.rna_expression       0.20110820 0.0097497873 NA  0.182878757  0.22115476
 association_score.datatypes.somatic_mutation     0.13524238 0.0078008515 NA  0.120785571  0.15142952
 ppr                                              2.65705953 0.0592273319 NA  2.543475327  2.77571606
 raw                                              3.11806784 0.0679157945 NA  2.987756660  3.25406256
 gm                                               2.53921369 0.0570002755 NA  2.429917203  2.65342627
 mc                                               0.73054989 0.0218814295 NA  0.688897634  0.77472054
 z                                                2.99251932 0.0655528725 NA  2.866757113  3.12379860
 knn                                              2.62614399 0.0586433690 NA  2.513684074  2.74363525
 wsld                                             2.66413342 0.0593609263 NA  2.550292017  2.78305654
 COSNet                                           2.69850731 0.0600099436 NA  2.583416379  2.81872552
 bagsvm                                           3.12550853 0.0680557677 NA  2.994927882  3.26178258
 rf                                               3.94325072 0.0834034428 NA  3.783124922  4.11015406
 svm                                              3.19975822 0.0694521590 NA  3.066489346  3.33881893

cv_scheme = classic, disease = asthma:
 method                                                 rate           SE df    asymp.LCL   asymp.UCL
 pr                                               0.19895666 0.0109473509 NA  0.178616731  0.22161279
 randomraw                                        0.05220298 0.0050936507 NA  0.043116172  0.06320485
 random                                           0.10918426 0.0076641893 NA  0.095150252  0.12528819
 EGAD                                             2.37332417 0.0716261654 NA  2.237010751  2.51794392
 association_score.datatypes.affected_pathway     0.16049131 0.0096046215 NA  0.142728681  0.18046449
 association_score.datatypes.animal_model         0.39331420 0.0170803785 NA  0.361222390  0.42825711
 association_score.datatypes.genetic_association  0.48404226 0.0197618951 NA  0.446818807  0.52436671
 association_score.datatypes.literature           0.90775842 0.0317524764 NA  0.847610077  0.97217502
 association_score.datatypes.rna_expression       0.22923916 0.0119608594 NA  0.206955150  0.25392262
 association_score.datatypes.somatic_mutation     0.15416005 0.0093760147 NA  0.136836441  0.17367685
 ppr                                              3.02872838 0.0892780843 NA  2.858705294  3.20886367
 raw                                              3.55422242 0.1034063650 NA  3.357219899  3.76278511
 gm                                               2.89439829 0.0856635558 NA  2.731277669  3.06726099
 mc                                               0.83273904 0.0296664603 NA  0.776577374  0.89296228
 z                                                3.41111220 0.0995603179 NA  3.221454034  3.61193620
 knn                                              2.99348838 0.0883299936 NA  2.825275807  3.17171607
 wsld                                             3.03679176 0.0894950092 NA  2.866354436  3.21736353
 COSNet                                           3.07597386 0.0905490228 NA  2.903523756  3.25866636
 bagsvm                                           3.56270392 0.1036342708 NA  3.365266185  3.77172517
 rf                                               4.49483169 0.1286646482 NA  4.249597250  4.75421804
 svm                                              3.64733964 0.1059083313 NA  3.445559414  3.86093659

cv_scheme = block, disease = asthma:
 method                                                 rate           SE df    asymp.LCL   asymp.UCL
 pr                                               0.08332153 0.0046065890 NA  0.074764764  0.09285762
 randomraw                                        0.02186221 0.0021364311 NA  0.018051466  0.02647742
 random                                           0.04572554 0.0032191430 NA  0.039832082  0.05249097
 EGAD                                             0.99393010 0.0304706566 NA  0.935967517  1.05548218
 association_score.datatypes.affected_pathway     0.06721254 0.0040386072 NA  0.059745341  0.07561301
 association_score.datatypes.animal_model         0.16471699 0.0072079634 NA  0.151178521  0.17946787
 association_score.datatypes.genetic_association  0.20271321 0.0083478718 NA  0.186994564  0.21975316
 association_score.datatypes.literature           0.38016232 0.0134544842 NA  0.354685825  0.40746874
 association_score.datatypes.rna_expression       0.09600362 0.0050357466 NA  0.086624135  0.10639869
 association_score.datatypes.somatic_mutation     0.06456106 0.0039419774 NA  0.057279320  0.07276850
 ppr                                              1.26840839 0.0380082789 NA  1.196058903  1.34513429
 raw                                              1.48848130 0.0440419567 NA  1.404615927  1.57735401
 gm                                               1.21215197 0.0364647290 NA  1.142748562  1.28577051
 mc                                               0.34874477 0.0125653399 NA  0.324966617  0.37426279
 z                                                1.42854782 0.0423994040 NA  1.347817403  1.51411377
 knn                                              1.25365015 0.0376034018 NA  1.182073422  1.32956097
 wsld                                             1.27178527 0.0381009158 NA  1.199258979  1.34869766
 COSNet                                           1.28819444 0.0385510304 NA  1.214809043  1.36601297
 bagsvm                                           1.49203328 0.0441392907 NA  1.407982142  1.58110195
 rf                                               1.88240129 0.0548297445 NA  1.777946932  1.99299235
 svm                                              1.52747807 0.0451105009 NA  1.441573312  1.61850199

cv_scheme = representative, disease = asthma:
 method                                                 rate           SE df    asymp.LCL   asymp.UCL
 pr                                               0.07608998 0.0042100433 NA  0.068270119  0.08480555
 randomraw                                        0.01996477 0.0019514929 NA  0.016483978  0.02418057
 random                                           0.04175697 0.0029411577 NA  0.036372616  0.04793840
 EGAD                                             0.90766597 0.0278962464 NA  0.854604527  0.96402195
 association_score.datatypes.affected_pathway     0.06137910 0.0036905159 NA  0.054555766  0.06905583
 association_score.datatypes.animal_model         0.15042105 0.0065905291 NA  0.138042933  0.16390910
 association_score.datatypes.genetic_association  0.18511954 0.0076340116 NA  0.170745860  0.20070323
 association_score.datatypes.literature           0.34716767 0.0123100115 NA  0.323859790  0.37215300
 association_score.datatypes.rna_expression       0.08767137 0.0046026538 NA  0.079098934  0.09717286
 association_score.datatypes.somatic_mutation     0.05895774 0.0036021400 NA  0.052304011  0.06645791
 ppr                                              1.15832204 0.0348011089 NA  1.092082546  1.22857924
 raw                                              1.35929461 0.0403283772 NA  1.282506668  1.44068011
 gm                                               1.10694817 0.0333871219 NA  1.043407234  1.17435859
 mc                                               0.31847688 0.0114957376 NA  0.296724192  0.34182426
 z                                                1.30456282 0.0388236783 NA  1.230646476  1.38291881
 knn                                              1.14484468 0.0344302160 NA  1.079313023  1.21435516
 wsld                                             1.16140584 0.0348859702 NA  1.095004394  1.23183389
 COSNet                                           1.17639084 0.0352983041 NA  1.109202467  1.24764905
 bagsvm                                           1.36253832 0.0404175423 NA  1.285580207  1.44410333
 rf                                               1.71902593 0.0502108657 NA  1.623378393  1.82030890
 svm                                              1.39490682 0.0413072442 NA  1.316250800  1.47826315

cv_scheme = classic, disease = bipolar disorder:
 method                                                 rate           SE df    asymp.LCL   asymp.UCL
 pr                                               0.72084129 0.0360907486 NA  0.653464631  0.79516493
 randomraw                                        0.18913699 0.0179429258 NA  0.157045404  0.22778636
 random                                           0.39558627 0.0262595349 NA  0.347326034  0.45055217
 EGAD                                             8.59880770 0.1698026616 NA  8.272358770  8.93813917
 association_score.datatypes.affected_pathway     0.58147719 0.0321687694 NA  0.521725534  0.64807203
 association_score.datatypes.animal_model         1.42501947 0.0526491642 NA  1.325476618  1.53203796
 association_score.datatypes.genetic_association  1.75373695 0.0593677510 NA  1.641154458  1.87404255
 association_score.datatypes.literature           3.28890599 0.0871820759 NA  3.122395212  3.46429644
 association_score.datatypes.rna_expression       0.83055805 0.0389699927 NA  0.757585056  0.91056003
 association_score.datatypes.somatic_mutation     0.55853838 0.0314879587 NA  0.500110523  0.62379237
 ppr                                             10.97340735 0.2047176273 NA 10.579415168 11.38207235
 raw                                             12.87732858 0.2323628049 NA 12.429865043 13.34090039
 gm                                              10.48671505 0.1976078432 NA 10.106475676 10.88126030
 mc                                               3.01710273 0.0825326250 NA  2.859601669  3.18327863
 z                                               12.35882491 0.2248573498 NA 11.925877870 12.80748930
 knn                                             10.84572907 0.2028544137 NA 10.455340946 11.25069375
 wsld                                            11.00262187 0.2051437805 NA 10.607805377 11.41213321
 COSNet                                          11.14458281 0.2072135256 NA 10.745762800 11.55820469
 bagsvm                                          12.90805793 0.2328071380 NA 12.459735008 13.37251229
 rf                                              16.28525670 0.2813778921 NA 15.742999592 16.84619149
 svm                                             13.21470221 0.2372382871 NA 12.757809077 13.68795798

cv_scheme = block, disease = bipolar disorder:
 method                                                 rate           SE df    asymp.LCL   asymp.UCL
 pr                                               0.30188284 0.0152017750 NA  0.273511044  0.33319770
 randomraw                                        0.07920913 0.0075264671 NA  0.065749720  0.09542377
 random                                           0.16566852 0.0110334499 NA  0.145395292  0.18876855
 EGAD                                             3.60111521 0.0737108623 NA  3.459504164  3.74852295
 association_score.datatypes.affected_pathway     0.24351822 0.0135357608 NA  0.218382647  0.27154687
 association_score.datatypes.animal_model         0.59678731 0.0222822349 NA  0.554674606  0.64209734
 association_score.datatypes.genetic_association  0.73445168 0.0251756289 NA  0.686729391  0.78549030
 association_score.datatypes.literature           1.37736879 0.0372575768 NA  1.306247255  1.45236270
 association_score.datatypes.rna_expression       0.34783139 0.0164275599 NA  0.317079222  0.38156607
 association_score.datatypes.somatic_mutation     0.23391162 0.0132469903 NA  0.209337082  0.26137102
 ppr                                              4.59557946 0.0892372599 NA  4.423964093  4.77385218
 raw                                              5.39292718 0.1015562140 NA  5.197509168  5.59569260
 gm                                               4.39175643 0.0860722881 NA  4.226256830  4.56373698
 mc                                               1.26353966 0.0352279439 NA  1.196346736  1.33450647
 z                                                5.17578179 0.0982099440 NA  4.986829203  5.37189386
 knn                                              4.54210877 0.0884076938 NA  4.372096376  4.71873223
 wsld                                             4.60781428 0.0894270111 NA  4.435832257  4.78646424
 COSNet                                           4.66726644 0.0903486715 NA  4.493503504  4.84774876
 bagsvm                                           5.40579640 0.1017543548 NA  5.209995557  5.60895579
 rf                                               6.82014154 0.1234341009 NA  6.582455703  7.06640996
 svm                                              5.53421669 0.1037305479 NA  5.334597662  5.74130540

cv_scheme = representative, disease = bipolar disorder:
 method                                                 rate           SE df    asymp.LCL   asymp.UCL
 pr                                               0.27568215 0.0138953833 NA  0.249749709  0.30430725
 randomraw                                        0.07233450 0.0068750442 NA  0.060040302  0.08714612
 random                                           0.15128999 0.0100812353 NA  0.132767030  0.17239718
 EGAD                                             3.28857105 0.0676935868 NA  3.158534846  3.42396082
 association_score.datatypes.affected_pathway     0.22238305 0.0123704693 NA  0.199412333  0.24799981
 association_score.datatypes.animal_model         0.54499158 0.0203829455 NA  0.506470841  0.58644209
 association_score.datatypes.genetic_association  0.67070794 0.0230369952 NA  0.627042510  0.71741409
 association_score.datatypes.literature           1.25782567 0.0341341187 NA  1.192672088  1.32653847
 association_score.datatypes.rna_expression       0.31764278 0.0150177473 NA  0.289531123  0.34848389
 association_score.datatypes.somatic_mutation     0.21361021 0.0121062185 NA  0.191152829  0.23870598
 ppr                                              4.19672483 0.0820035112 NA  4.039039642  4.36056608
 raw                                              4.92486999 0.0933605620 NA  4.745244308  5.11129519
 gm                                               4.01059179 0.0790860830 NA  3.858543114  4.16863205
 mc                                               1.15387587 0.0322685342 NA  1.092332732  1.21888641
 z                                                4.72657085 0.0902753531 NA  4.552905228  4.90686076
 knn                                              4.14789490 0.0812388099 NA  3.991687117  4.31021562
 wsld                                             4.20789777 0.0821784272 NA  4.049874655  4.37208684
 COSNet                                           4.26219003 0.0830280397 NA  4.102525479  4.42806849
 bagsvm                                           4.93662228 0.0935432494 NA  4.756643680  5.12341078
 rf                                               6.22821508 0.1135347843 NA  6.009619278  6.45476215
 svm                                              5.05389685 0.0953653437 NA  4.870398369  5.24430887

cv_scheme = classic, disease = cardiac arrhythmia:
 method                                                 rate           SE df    asymp.LCL   asymp.UCL
 pr                                               1.25224786 0.0616341876 NA  1.137090800  1.37906727
 randomraw                                        0.32856940 0.0310242440 NA  0.273057932  0.39536610
 random                                           0.68721378 0.0451798723 NA  0.604130619  0.78172296
 EGAD                                            14.93787714 0.2611733425 NA 14.434658176 15.45863925
 association_score.datatypes.affected_pathway     1.01014410 0.0551090257 NA  0.907706644  1.12414194
 association_score.datatypes.animal_model         2.47554853 0.0885943187 NA  2.307856784  2.65542497
 association_score.datatypes.genetic_association  3.04659762 0.0992696952 NA  2.858115178  3.24750980
 association_score.datatypes.literature           5.71349835 0.1420819634 NA  5.441700327  5.99887193
 association_score.datatypes.rna_expression       1.44284818 0.0663905529 NA  1.318420174  1.57901928
 association_score.datatypes.somatic_mutation     0.97029472 0.0539709694 NA  0.870075728  1.08205737
 ppr                                             19.06303949 0.3096054242 NA 18.465780424 19.67961635
 raw                                             22.37053774 0.3475245673 NA 21.699667226 23.06214899
 gm                                              18.21755602 0.2997983689 NA 17.639337152 18.81472894
 mc                                               5.24132083 0.1350622266 NA  4.983177467  5.51283678
 z                                               21.46979145 0.3372603664 NA 20.818845458 22.14109068
 knn                                             18.84123635 0.3070377758 NA 18.248962240 19.45273285
 wsld                                            19.11379105 0.3101924685 NA 18.515392283 19.73152946
 COSNet                                          19.36040606 0.3130423653 NA 18.756474458 19.98378339
 bagsvm                                          22.42392086 0.3481315735 NA 21.751872076 23.11673336
 rf                                              28.29080172 0.4141175700 NA 27.490678732 29.11421248
 svm                                             22.95662432 0.3541811899 NA 22.272832595 23.66140894

cv_scheme = block, disease = cardiac arrhythmia:
 method                                                 rate           SE df    asymp.LCL   asymp.UCL
 pr                                               0.52443187 0.0259660876 NA  0.475930689  0.57787572
 randomraw                                        0.13760236 0.0130138475 NA  0.114320171  0.16562616
 random                                           0.28779990 0.0189844052 NA  0.252896057  0.32752105
 EGAD                                             6.25586923 0.1144519223 NA  6.035521783  6.48426122
 association_score.datatypes.affected_pathway     0.42304066 0.0231914924 NA  0.379942985  0.47102699
 association_score.datatypes.animal_model         1.03674088 0.0375206513 NA  0.965749340  1.11295096
 association_score.datatypes.genetic_association  1.27589189 0.0421377842 NA  1.195919578  1.36121203
 association_score.datatypes.literature           2.39276961 0.0608831086 NA  2.276367554  2.51512389
 association_score.datatypes.rna_expression       0.60425383 0.0279937732 NA  0.551804311  0.66168874
 association_score.datatypes.somatic_mutation     0.40635204 0.0227083950 NA  0.364195256  0.45338862
 ppr                                              7.98345582 0.1366074275 NA  7.720150177  8.25574184
 raw                                              9.36861091 0.1540435552 NA  9.071504196  9.67544836
 gm                                               7.62937378 0.1321096238 NA  7.374788247  7.89274788
 mc                                               2.19502526 0.0577859102 NA  2.084639282  2.31125641
 z                                                8.99138522 0.1493172966 NA  8.703440217  9.28885662
 knn                                              7.89056636 0.1354293182 NA  7.629544735  8.16051804
