cv_scheme = classic, disease = allergy:
 gm                                              0.006536863 0.0003407686 NA 0.005901761 0.007239813
 mc                                              0.162233038 0.0024259723 NA 0.157534223 0.167044217
 z                                               0.164812985 0.0024509499 NA 0.160065230 0.169673117
 knn                                             0.097619319 0.0017292857 NA 0.094282061 0.101061525
 wsld                                            0.092963227 0.0016733733 NA 0.089734992 0.096295312
 COSNet                                          0.131197857 0.0021089047 NA 0.127119470 0.135386797
 bagsvm                                          0.129896216 0.0020949203 NA 0.125845161 0.134057679
 rf                                              0.073407123 0.0014286917 NA 0.070655649 0.076256954
 svm                                             0.077500717 0.0014813060 NA 0.074646769 0.080454293

cv_scheme = classic, disease = Alzheimers disease:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.115740515 0.0019197374 NA 0.112030725 0.119556612
 randomraw                                       0.068221083 0.0013586028 NA 0.065605954 0.070932542
 random                                          0.054215210 0.0011727225 NA 0.051962117 0.056560170
 EGAD                                            0.138187172 0.0021554443 NA 0.134016545 0.142466237
 association_score.datatypes.affected_pathway    0.055503593 0.0011903318 NA 0.053216211 0.057883282
 association_score.datatypes.animal_model        0.074292296 0.0014357786 NA 0.071526781 0.077155852
 association_score.datatypes.genetic_association 0.096660066 0.0017054654 NA 0.093368639 0.100054717
 association_score.datatypes.literature          0.324665592 0.0035287338 NA 0.317788008 0.331619667
 association_score.datatypes.rna_expression      0.079957040 0.0015061608 NA 0.077054336 0.082959263
 association_score.datatypes.somatic_mutation    0.055035684 0.0011839496 NA 0.052760729 0.057402786
 ppr                                             0.193996144 0.0026722517 NA 0.188812246 0.199287401
 raw                                             0.154914971 0.0023204011 NA 0.150421389 0.159517587
 gm                                              0.006904017 0.0003588325 NA 0.006235137 0.007644101
 mc                                              0.169850035 0.0024603058 NA 0.165082221 0.174726732
 z                                               0.172526167 0.0024846557 NA 0.167710592 0.177450534
 knn                                             0.102574076 0.0017733282 NA 0.099150201 0.106102259
 wsld                                            0.097707247 0.0017175801 NA 0.094392179 0.101125740
 COSNet                                          0.137597046 0.0021494617 NA 0.133438124 0.141864369
 bagsvm                                          0.136241873 0.0021356804 NA 0.132109914 0.140482146
 rf                                              0.077238155 0.0014725683 NA 0.074400935 0.080174199
 svm                                             0.081526591 0.0015253989 NA 0.078586381 0.084566710

cv_scheme = block, disease = Alzheimers disease:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.114250285 0.0018989965 NA 0.110580796 0.118025384
 randomraw                                       0.067296131 0.0013419738 NA 0.064713124 0.069974524
 random                                          0.053469255 0.0011578540 NA 0.051244814 0.055784577
 EGAD                                            0.136452526 0.0021335809 NA 0.132324477 0.140688475
 association_score.datatypes.affected_pathway    0.054740937 0.0011752886 NA 0.052482551 0.057090647
 association_score.datatypes.animal_model        0.073291504 0.0014184740 NA 0.070559447 0.076120683
 association_score.datatypes.genetic_association 0.095389006 0.0016860690 NA 0.092135189 0.098745237
 association_score.datatypes.literature          0.321463258 0.0035117909 NA 0.314619399 0.328384661
 association_score.datatypes.rna_expression      0.078886441 0.0014882694 NA 0.076018356 0.081853149
 association_score.datatypes.somatic_mutation    0.054279087 0.0011689695 NA 0.052033005 0.056616334
 ppr                                             0.191716780 0.0026494679 NA 0.186577492 0.196963352
 raw                                             0.153007624 0.0022979965 NA 0.148557744 0.157566128
 gm                                              0.006804341 0.0003537096 NA 0.006145018 0.007533868
 mc                                              0.167795315 0.0024376160 NA 0.163071823 0.172627404
 z                                               0.170445720 0.0024619335 NA 0.165674541 0.175325428
 knn                                             0.101233963 0.0017534743 NA 0.097848611 0.104722846
 wsld                                            0.096423887 0.0016980999 NA 0.093146596 0.099803798
 COSNet                                          0.135868640 0.0021276219 NA 0.131752248 0.140092890
 bagsvm                                          0.134527834 0.0021138958 NA 0.130438292 0.138725138
 rf                                              0.076200946 0.0014549534 NA 0.073397797 0.079102011
 svm                                             0.080436814 0.0015073520 NA 0.077531531 0.083441117

cv_scheme = representative, disease = Alzheimers disease:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.122518103 0.0020130442 NA 0.118626952 0.126518569
 randomraw                                       0.072443979 0.0014340547 NA 0.069683062 0.075305432
 random                                          0.057624756 0.0012403506 NA 0.055241313 0.060104493
 EGAD                                            0.146062082 0.0022533804 NA 0.141700654 0.150534207
 association_score.datatypes.affected_pathway    0.058989111 0.0012587393 NA 0.056569844 0.061505095
 association_score.datatypes.animal_model        0.078859195 0.0015142121 NA 0.075941993 0.081878527
 association_score.datatypes.genetic_association 0.102449784 0.0017930299 NA 0.098988520 0.106017835
 association_score.datatypes.literature          0.338987391 0.0036007560 NA 0.331966225 0.346080125
 association_score.datatypes.rna_expression      0.084840248 0.0015871731 NA 0.081780746 0.088003239
 association_score.datatypes.somatic_mutation    0.058493638 0.0012520755 NA 0.056087353 0.060996486
 ppr                                             0.204297523 0.0027731274 NA 0.198916001 0.209786511
 raw                                             0.163562233 0.0024204282 NA 0.158873451 0.168361696
 gm                                              0.007361363 0.0003823229 NA 0.006648654 0.008149845
 mc                                              0.179154229 0.0025612951 NA 0.174189047 0.184229369
 z                                               0.181944828 0.0025857315 NA 0.176931662 0.187067753
 knn                                             0.108675413 0.0018628617 NA 0.105077764 0.112380772
 wsld                                            0.103552499 0.0018055061 NA 0.100066872 0.107145085
 COSNet                                          0.145444002 0.0022473035 NA 0.141094474 0.149904211
 bagsvm                                          0.144024452 0.0022333003 NA 0.139702345 0.148457200
 rf                                              0.081970107 0.0015523666 NA 0.078978496 0.085064570
 svm                                             0.086496644 0.0016070925 NA 0.083398284 0.089698848

cv_scheme = classic, disease = arthritis:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.088872389 0.0016063793 NA 0.085773866 0.092071572
 randomraw                                       0.051738724 0.0010958813 NA 0.049632506 0.053929250
 random                                          0.040967920 0.0009341761 NA 0.039175633 0.042838549
 EGAD                                            0.106737240 0.0018316963 NA 0.103199978 0.110380821
 association_score.datatypes.affected_pathway    0.041955456 0.0009493410 NA 0.040133734 0.043856091
 association_score.datatypes.animal_model        0.056431954 0.0011640774 NA 0.054193295 0.058757345
 association_score.datatypes.genetic_association 0.073851366 0.0014073502 NA 0.071139975 0.076657568
 association_score.datatypes.literature          0.263764393 0.0033562456 NA 0.257239113 0.270394939
 association_score.datatypes.rna_expression      0.060824338 0.0012268157 NA 0.058463809 0.063273771
 association_score.datatypes.somatic_mutation    0.041596731 0.0009438410 NA 0.039785685 0.043486484
 ppr                                             0.152086151 0.0023534003 NA 0.147530746 0.156756351
 raw                                             0.120188905 0.0019937512 NA 0.116335745 0.124151756
 gm                                              0.005154048 0.0002704326 NA 0.004650230 0.005712137
 mc                                              0.132300212 0.0021343162 NA 0.128172789 0.136539731
 z                                               0.134480556 0.0021590951 NA 0.130304760 0.138768819
 knn                                             0.078491114 0.0014698170 NA 0.075658258 0.081420697
 wsld                                            0.074671871 0.0014184639 NA 0.071938873 0.077500027
 COSNet                                          0.106264859 0.0018258893 NA 0.102738911 0.109896994
 bagsvm                                          0.105180636 0.0018125304 NA 0.101680715 0.108786438
 rf                                              0.058714529 0.0011968063 NA 0.056412297 0.061104633
 svm                                             0.062043643 0.0012440556 NA 0.059649620 0.064527157

cv_scheme = block, disease = arthritis:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.087693795 0.0015877442 NA 0.084631373 0.090856032
 randomraw                                       0.051025004 0.0010819349 NA 0.048945668 0.053187736
 random                                          0.040396451 0.0009219686 NA 0.038627642 0.042242697
 EGAD                                            0.105349121 0.0018114093 NA 0.101851237 0.108952561
 association_score.datatypes.affected_pathway    0.041370806 0.0009369654 NA 0.039572891 0.043246728
 association_score.datatypes.animal_model        0.055657294 0.0011494331 NA 0.053446883 0.057953523
 association_score.datatypes.genetic_association 0.072856046 0.0013903932 NA 0.070177448 0.075628568
 association_score.datatypes.literature          0.260930664 0.0033341230 NA 0.254449032 0.267518161
 association_score.datatypes.rna_expression      0.059993215 0.0012115483 NA 0.057662157 0.062412268
 association_score.datatypes.somatic_mutation    0.041016866 0.0009315263 NA 0.039229508 0.042882025
 ppr                                             0.150207442 0.0023304187 NA 0.145696844 0.154832374
 raw                                             0.118649085 0.0019724497 NA 0.114837328 0.122569845
 gm                                              0.005079507 0.0002665587 NA 0.004582912 0.005629608
 mc                                              0.130628263 0.0021122603 NA 0.126543761 0.134824253
 z                                               0.132785270 0.0021369188 NA 0.128652637 0.137029776
 knn                                             0.077438491 0.0014523120 NA 0.074639506 0.080333325
 wsld                                            0.073666373 0.0014014080 NA 0.070966362 0.076460656
 COSNet                                          0.104882163 0.0018056414 NA 0.101395515 0.108474231
 bagsvm                                          0.103810409 0.0017923733 NA 0.100349608 0.107376319
 rf                                              0.057910457 0.0011818347 NA 0.055637116 0.060270759
 svm                                             0.061196945 0.0012286202 NA 0.058832723 0.063649749

cv_scheme = representative, disease = arthritis:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.094244309 0.0016906245 NA 0.090982530 0.097610468
 randomraw                                       0.055001583 0.0011593394 NA 0.052773029 0.057318552
 random                                          0.043582747 0.0009898244 NA 0.041683416 0.045564507
 EGAD                                            0.113055016 0.0019231141 NA 0.109340250 0.116879426
 association_score.datatypes.affected_pathway    0.044630381 0.0010057458 NA 0.042700135 0.046643631
 association_score.datatypes.animal_model        0.059972070 0.0012306574 NA 0.057604952 0.062430014
 association_score.datatypes.genetic_association 0.078393455 0.0014842127 NA 0.075533389 0.081352287
 association_score.datatypes.literature          0.276499615 0.0034524397 NA 0.269784364 0.283317162
 association_score.datatypes.rna_expression      0.064621128 0.0012961762 NA 0.062126681 0.067208552
 association_score.datatypes.somatic_mutation    0.044249841 0.0009999720 NA 0.042330806 0.046251672
 ppr                                             0.160605519 0.0024560652 NA 0.155849858 0.165477848
 raw                                             0.127189516 0.0020895017 NA 0.123150180 0.131341497
 gm                                              0.005496111 0.0002882008 NA 0.004959166 0.006090838
 mc                                              0.139894098 0.0022332301 NA 0.135574114 0.144328752
 z                                               0.142179084 0.0022585070 NA 0.137809716 0.146663422
 knn                                             0.083292898 0.0015490989 NA 0.080306596 0.086379819
 wsld                                            0.079260106 0.0014957635 NA 0.076377571 0.082241742
 COSNet                                          0.112558198 0.0019171386 NA 0.108855083 0.116370838
 bagsvm                                          0.111417769 0.0019033890 NA 0.107741460 0.115203324
 rf                                              0.062388368 0.0012648478 NA 0.059954809 0.064913884
 svm                                             0.065911203 0.0013141647 NA 0.063381792 0.068534170

cv_scheme = classic, disease = asthma:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.137290855 0.0021522962 NA 0.133126666 0.141564028
 randomraw                                       0.081741433 0.0015651297 NA 0.078725803 0.084861937
 random                                          0.065153907 0.0013632788 NA 0.062532358 0.067877401
 EGAD                                            0.163145863 0.0023887098 NA 0.158517989 0.167881891
 association_score.datatypes.affected_pathway    0.066683911 0.0013825594 NA 0.064024733 0.069445339
 association_score.datatypes.animal_model        0.088901066 0.0016478610 NA 0.085723821 0.092184197
 association_score.datatypes.genetic_association 0.115120234 0.0019320373 NA 0.111387348 0.118961473
 association_score.datatypes.literature          0.368888440 0.0035977359 NA 0.361865433 0.375967443
 association_score.datatypes.rna_expression      0.095564725 0.0017227635 NA 0.092241106 0.098995041
 association_score.datatypes.somatic_mutation    0.066128348 0.0013755753 NA 0.063482801 0.068876036
 ppr                                             0.226386910 0.0028831528 NA 0.220785967 0.232087618
 raw                                             0.182256013 0.0025502878 NA 0.177310704 0.187307847
 gm                                              0.008381597 0.0004331916 NA 0.007573826 0.009274713
 mc                                              0.199205635 0.0026846574 NA 0.193995964 0.204519709
 z                                               0.202231615 0.0027077811 NA 0.196976412 0.207590779
 knn                                             0.122011151 0.0020023327 NA 0.118140681 0.125990308
 wsld                                            0.116341650 0.0019446224 NA 0.112584136 0.120207584
 COSNet                                          0.162469245 0.0023827883 NA 0.157852995 0.167193690
 bagsvm                                          0.160914816 0.0023691317 NA 0.156325374 0.165612547
 rf                                              0.092368395 0.0016870785 NA 0.089114518 0.095728596
 svm                                             0.097408218 0.0017431465 NA 0.094044756 0.100878577

cv_scheme = block, disease = asthma:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.135565691 0.0021303977 NA 0.131444143 0.139795673
 randomraw                                       0.080649036 0.0015465865 NA 0.077669283 0.083732728
 random                                          0.064267671 0.0013464246 NA 0.061678647 0.066957618
 EGAD                                            0.161156501 0.0023662240 NA 0.156572523 0.165848294
 association_score.datatypes.affected_pathway    0.065778329 0.0013655332 NA 0.063152016 0.068505876
 association_score.datatypes.animal_model        0.087722128 0.0016286996 NA 0.084581992 0.090967257
 association_score.datatypes.genetic_association 0.113636965 0.0019111041 NA 0.109944745 0.117436818
 association_score.datatypes.literature          0.365485979 0.0035851117 NA 0.358488345 0.372540883
 association_score.datatypes.rna_expression      0.094306566 0.0017030810 NA 0.091021097 0.097697880
 association_score.datatypes.somatic_mutation    0.065229783 0.0013586112 NA 0.062616978 0.067943710
 ppr                                             0.223832659 0.0028613041 NA 0.218274636 0.229490659
 raw                                             0.180083771 0.0025277039 NA 0.175182632 0.185091261
 gm                                              0.008260765 0.0004270247 NA 0.007464505 0.009141181
 mc                                              0.196880014 0.0026622049 NA 0.191714328 0.202150077
 z                                               0.199879485 0.0026853725 NA 0.194668194 0.205194737
 knn                                             0.120451181 0.0019810505 NA 0.116622086 0.124388295
 wsld                                            0.114844685 0.0019236240 NA 0.111127970 0.118669112
 COSNet                                          0.160486551 0.0023603110 NA 0.155914178 0.165166775
 bagsvm                                          0.158947492 0.0023466753 NA 0.154401879 0.163601036
 rf                                              0.091148076 0.0016676396 NA 0.087931862 0.094469742
 svm                                             0.096128367 0.0017233288 NA 0.092803327 0.099559466

cv_scheme = representative, disease = asthma:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.145123288 0.0022504066 NA 0.140767981 0.149589887
 randomraw                                       0.086723346 0.0016490693 NA 0.083545269 0.090010444
 random                                          0.069201044 0.0014397960 NA 0.066431804 0.072076808
 EGAD                                            0.172158972 0.0024889295 NA 0.167335358 0.177092058
 association_score.datatypes.affected_pathway    0.070818887 0.0014598372 NA 0.068010509 0.073734057
 association_score.datatypes.animal_model        0.094274539 0.0017344881 NA 0.090929481 0.097729425
 association_score.datatypes.genetic_association 0.121866506 0.0020262206 NA 0.117950586 0.125893877
 association_score.datatypes.literature          0.384051642 0.0036499967 NA 0.376923319 0.391230128
 association_score.datatypes.rna_expression      0.101296192 0.0018116388 NA 0.097800254 0.104902565
 association_score.datatypes.somatic_mutation    0.070231467 0.0014525788 NA 0.067437264 0.073132366
 ppr                                             0.237900599 0.0029791408 NA 0.232110962 0.243788802
 raw                                             0.192082549 0.0026505377 NA 0.186941068 0.197331118
 gm                                              0.008935942 0.0004614625 NA 0.008075397 0.009887275
 mc                                              0.209711668 0.0027839465 NA 0.204307371 0.215220252
 z                                               0.212854818 0.0028068067 NA 0.207405445 0.218407914
 knn                                             0.129102327 0.0020979617 NA 0.125045872 0.133270328
 wsld                                            0.123149537 0.0020390773 NA 0.119208436 0.127202115
 COSNet                                          0.171452631 0.0024829841 NA 0.166640702 0.176374102
 bagsvm                                          0.169829682 0.0024692663 NA 0.165044711 0.174724350
 rf                                              0.097928919 0.0017749049 NA 0.094504827 0.101463171
 svm                                             0.103237627 0.0018326026 NA 0.099700681 0.106885152

cv_scheme = classic, disease = bipolar disorder:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.100396465 0.0017441524 NA 0.097029318 0.103867018
 randomraw                                       0.058758205 0.0012093225 NA 0.056432315 0.061173742
 random                                          0.046597916 0.0010366530 NA 0.044607729 0.048672373
 EGAD                                            0.120272058 0.0019753381 NA 0.116453944 0.124197758
 association_score.datatypes.affected_pathway    0.047714412 0.0010529164 NA 0.045692613 0.049821001
 association_score.datatypes.animal_model        0.064045169 0.0012816594 NA 0.061578586 0.066603540
 association_score.datatypes.genetic_association 0.083606397 0.0015374534 NA 0.080641974 0.086669520
 association_score.datatypes.literature          0.290730337 0.0034442197 NA 0.284026318 0.297526838
 association_score.datatypes.rna_expression      0.068986803 0.0013479607 NA 0.066391232 0.071676057
 association_score.datatypes.somatic_mutation    0.047308879 0.0010470197 NA 0.045298541 0.049403818
 ppr                                             0.170275275 0.0024985075 NA 0.165434103 0.175228371
 raw                                             0.135171345 0.0021397162 NA 0.131032196 0.139420267
 gm                                              0.005892581 0.0003077845 NA 0.005319026 0.006527577
 mc                                              0.148537524 0.0022809614 NA 0.144122235 0.153063888
 z                                               0.150938915 0.0023057278 NA 0.146475177 0.155513897
 knn                                             0.088800247 0.0016025763 NA 0.085708987 0.091991782
 wsld                                            0.084525392 0.0015490562 NA 0.081538373 0.087611397
 COSNet                                          0.119747807 0.0019694179 NA 0.115941250 0.123661860
 bagsvm                                          0.118544265 0.0019557911 NA 0.114764304 0.122431506
 rf                                              0.066613945 0.0013162763 NA 0.064080020 0.069240656
 svm                                             0.070357477 0.0013661388 NA 0.067726536 0.073082610

cv_scheme = block, disease = bipolar disorder:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.099081661 0.0017245184 NA 0.095752603 0.102513341
 randomraw                                       0.057953572 0.0011941848 NA 0.055656889 0.060338972
 random                                          0.045951677 0.0010232790 NA 0.043987234 0.047999445
 EGAD                                            0.118731316 0.0019542567 NA 0.114954182 0.122615364
 association_score.datatypes.affected_pathway    0.047053453 0.0010393701 NA 0.045057736 0.049133016
 association_score.datatypes.animal_model        0.063172996 0.0012658263 NA 0.060736987 0.065699873
 association_score.datatypes.genetic_association 0.082491315 0.0015193760 NA 0.079561893 0.085518576
 association_score.datatypes.literature          0.287720119 0.0034242524 NA 0.281055634 0.294477906
 association_score.datatypes.rna_expression      0.068052227 0.0013315134 NA 0.065488440 0.070708789
 association_score.datatypes.somatic_mutation    0.046653262 0.0010335358 NA 0.044668884 0.048721297
 ppr                                             0.168216453 0.0024754578 NA 0.163420304 0.173124232
 raw                                             0.133468694 0.0021178093 NA 0.129372192 0.137674397
 gm                                              0.005807421 0.0003033818 NA 0.005242077 0.006433342
 mc                                              0.146695067 0.0022584912 NA 0.142323578 0.151177160
 z                                               0.149071886 0.0022831735 NA 0.144652123 0.153602442
 knn                                             0.087622518 0.0015839829 NA 0.084567279 0.090777190
 wsld                                            0.083399169 0.0015308852 NA 0.080447336 0.086449130
 COSNet                                          0.118212879 0.0019483695 NA 0.114447234 0.122085342
 bagsvm                                          0.117022712 0.0019348195 NA 0.113283511 0.120868511
 rf                                              0.065709246 0.0013001197 NA 0.063206532 0.068303832
 svm                                             0.069405717 0.0013495270 NA 0.066806883 0.072097837

cv_scheme = representative, disease = bipolar disorder:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.106383628 0.0018327291 NA 0.102844601 0.110029502
 randomraw                                       0.062434595 0.0012781196 NA 0.059975942 0.064987071
 random                                          0.049553517 0.0010975613 NA 0.047446061 0.051749496
 EGAD                                            0.127276811 0.0020700962 NA 0.123274432 0.131389662
 association_score.datatypes.affected_pathway    0.050737061 0.0011145976 NA 0.048596477 0.052966684
 association_score.datatypes.animal_model        0.068028447 0.0013535508 NA 0.065423010 0.070729791
 association_score.datatypes.genetic_association 0.088690996 0.0016192540 NA 0.085568154 0.091916353
 association_score.datatypes.literature          0.304229534 0.0035302775 NA 0.297354922 0.311192690
 association_score.datatypes.rna_expression      0.073253370 0.0014225768 NA 0.070513576 0.076090904
 association_score.datatypes.somatic_mutation    0.050307195 0.0011084214 NA 0.048178621 0.052524621
 ppr                                             0.179597724 0.0026010911 NA 0.174556074 0.184752399
 raw                                             0.142902889 0.0022379059 NA 0.138572514 0.147345441
 gm                                              0.006283350 0.0003279757 NA 0.005672136 0.006959964
 mc                                              0.156894891 0.0023814119 NA 0.152283713 0.161619076
 z                                               0.159406099 0.0024065060 NA 0.154745788 0.164179500
 knn                                             0.094168257 0.0016866341 NA 0.090914102 0.097526394
 wsld                                            0.089660413 0.0016312670 NA 0.086514162 0.092909445
 COSNet                                          0.126726426 0.0020640371 NA 0.122735883 0.130827365
 bagsvm                                          0.125462741 0.0020500865 NA 0.121499448 0.129536253
 rf                                              0.070744911 0.0013896037 NA 0.068069303 0.073517393
 svm                                             0.074702014 0.0014414831 NA 0.071925412 0.077576843

cv_scheme = classic, disease = cardiac arrhythmia:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.184446701 0.0026084172 NA 0.179389024 0.189614024
 randomraw                                       0.112301160 0.0020047497 NA 0.108431555 0.116290847
 random                                          0.090120871 0.0017782708 NA 0.086695712 0.093667472
 EGAD                                            0.216949011 0.0028271313 NA 0.211459107 0.222541220
 association_score.datatypes.affected_pathway    0.092179361 0.0018003196 NA 0.088710957 0.095769121
 association_score.datatypes.animal_model        0.121782491 0.0020947999 NA 0.117736007 0.125948195
 association_score.datatypes.genetic_association 0.156038380 0.0023917490 NA 0.151407823 0.160783722
 association_score.datatypes.literature          0.453752885 0.0036083092 NA 0.446690527 0.460833905
 association_score.datatypes.rna_expression      0.130557630 0.0021749351 NA 0.126353655 0.134879883
 association_score.datatypes.somatic_mutation    0.091432197 0.0017923430 NA 0.087979439 0.095006344
 ppr                                             0.293725839 0.0032316277 NA 0.287432091 0.300099357
 raw                                             0.240549859 0.0029677503 NA 0.234781316 0.246414494
 gm                                              0.011869646 0.0006077346 NA 0.010735696 0.013121780
 mc                                              0.261189184 0.0030787235 NA 0.255200208 0.267268272
 z                                               0.264845313 0.0030972389 NA 0.258819504 0.270960127
 knn                                             0.164922097 0.0024622043 NA 0.160152751 0.169804758
 wsld                                            0.157616603 0.0024044514 NA 0.152961031 0.162386709
 COSNet                                          0.216106876 0.0028218368 NA 0.210627450 0.221688815
 bagsvm                                          0.214170497 0.0028095892 NA 0.208715308 0.219728675
 rf                                              0.126354411 0.0021369226 NA 0.122225154 0.130602415
 svm                                             0.132976905 0.0021965122 NA 0.128730509 0.137341295

cv_scheme = block, disease = cardiac arrhythmia:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.182254168 0.0025854271 NA 0.177241461 0.187376356
 randomraw                                       0.110849662 0.0019827513 NA 0.107022755 0.114795820
 random                                          0.088927336 0.0017575512 NA 0.085542272 0.092432813
 EGAD                                            0.214471724 0.0028049164 NA 0.209025416 0.220020465
 association_score.datatypes.affected_pathway    0.090961289 0.0017794571 NA 0.087533269 0.094509655
 association_score.datatypes.animal_model        0.120225044 0.0020724158 NA 0.116222056 0.124346506
 association_score.datatypes.genetic_association 0.154119723 0.0023686521 NA 0.149534215 0.158819588
 association_score.datatypes.literature          0.450125952 0.0036045414 NA 0.443071702 0.457200314
 association_score.datatypes.rna_expression      0.128904432 0.0021522709 NA 0.124744541 0.133181935
 association_score.datatypes.somatic_mutation    0.090223017 0.0017715317 NA 0.086810539 0.093755866
 ppr                                             0.290697317 0.0032134471 NA 0.284439570 0.297035587
 raw                                             0.237884949 0.0029464767 NA 0.232158260 0.243708065
 gm                                              0.011699122 0.0005991414 NA 0.010581228 0.012933578
 mc                                              0.258373412 0.0030585027 NA 0.252424312 0.264413130
 z                                               0.262004105 0.0030772251 NA 0.256017780 0.268079967
 knn                                             0.162915292 0.0024390782 NA 0.158191093 0.167752460
