"disease","STRING_id"
"Alzheimers disease","9606.ENSP00000276410"
"Alzheimers disease","9606.ENSP00000282499"
"Alzheimers disease","9606.ENSP00000283254"
"Alzheimers disease","9606.ENSP00000283256"
"Alzheimers disease","9606.ENSP00000284981"
"Alzheimers disease","9606.ENSP00000285900"
"Alzheimers disease","9606.ENSP00000287820"
"Alzheimers disease","9606.ENSP00000287936"
"Alzheimers disease","9606.ENSP00000288135"
"Alzheimers disease","9606.ENSP00000289753"
"Alzheimers disease","9606.ENSP00000293190"
"Alzheimers disease","9606.ENSP00000294785"
"Alzheimers disease","9606.ENSP00000295452"
"Alzheimers disease","9606.ENSP00000295454"
"Alzheimers disease","9606.ENSP00000299267"
"Alzheimers disease","9606.ENSP00000299565"
"Alzheimers disease","9606.ENSP00000303211"
"Alzheimers disease","9606.ENSP00000303540"
"Alzheimers disease","9606.ENSP00000303830"
"Alzheimers disease","9606.ENSP00000305372"
"Alzheimers disease","9606.ENSP00000306662"
"Alzheimers disease","9606.ENSP00000314649"
"Alzheimers disease","9606.ENSP00000316244"
"Alzheimers disease","9606.ENSP00000322788"
"Alzheimers disease","9606.ENSP00000324806"
"Alzheimers disease","9606.ENSP00000325120"
"Alzheimers disease","9606.ENSP00000326366"
"Alzheimers disease","9606.ENSP00000328968"
"Alzheimers disease","9606.ENSP00000331912"
"Alzheimers disease","9606.ENSP00000332296"
"Alzheimers disease","9606.ENSP00000332549"
"Alzheimers disease","9606.ENSP00000335592"
"Alzheimers disease","9606.ENSP00000339824"
"Alzheimers disease","9606.ENSP00000342560"
"Alzheimers disease","9606.ENSP00000343782"
"Alzheimers disease","9606.ENSP00000343925"
"Alzheimers disease","9606.ENSP00000343957"
"Alzheimers disease","9606.ENSP00000346534"
"Alzheimers disease","9606.ENSP00000348897"
"Alzheimers disease","9606.ENSP00000350941"
"Alzheimers disease","9606.ENSP00000351957"
"Alzheimers disease","9606.ENSP00000352900"
"Alzheimers disease","9606.ENSP00000353915"
"Alzheimers disease","9606.ENSP00000354612"
"Alzheimers disease","9606.ENSP00000354859"
"Alzheimers disease","9606.ENSP00000355155"
"Alzheimers disease","9606.ENSP00000355747"
"Alzheimers disease","9606.ENSP00000356438"
"Alzheimers disease","9606.ENSP00000357461"
"Alzheimers disease","9606.ENSP00000358301"
"Alzheimers disease","9606.ENSP00000358511"
"Alzheimers disease","9606.ENSP00000359285"
"Alzheimers disease","9606.ENSP00000359334"
"Alzheimers disease","9606.ENSP00000359353"
"Alzheimers disease","9606.ENSP00000360406"
"Alzheimers disease","9606.ENSP00000360608"
"Alzheimers disease","9606.ENSP00000361423"
"Alzheimers disease","9606.ENSP00000362353"
"Alzheimers disease","9606.ENSP00000363812"
"Alzheimers disease","9606.ENSP00000367309"
"Alzheimers disease","9606.ENSP00000367848"
"Alzheimers disease","9606.ENSP00000367959"
"Alzheimers disease","9606.ENSP00000368766"
"Alzheimers disease","9606.ENSP00000369960"
"Alzheimers disease","9606.ENSP00000373169"
"Alzheimers disease","9606.ENSP00000377947"
"Alzheimers disease","9606.ENSP00000382659"
"Alzheimers disease","9606.ENSP00000386306"
"Alzheimers disease","9606.ENSP00000390600"
"Alzheimers disease","9606.ENSP00000398698"
"Alzheimers disease","9606.ENSP00000407546"
"Alzheimers disease","9606.ENSP00000410732"
"Alzheimers disease","9606.ENSP00000419692"
"Alzheimers disease","9606.ENSP00000386796"
"arthritis","9606.ENSP00000005284"
"arthritis","9606.ENSP00000011653"
"arthritis","9606.ENSP00000023897"
"arthritis","9606.ENSP00000202788"
"arthritis","9606.ENSP00000216629"
"arthritis","9606.ENSP00000217133"
"arthritis","9606.ENSP00000219240"
"arthritis","9606.ENSP00000219833"
"arthritis","9606.ENSP00000220809"
"arthritis","9606.ENSP00000222212"
"arthritis","9606.ENSP00000226021"
"arthritis","9606.ENSP00000226413"
"arthritis","9606.ENSP00000229794"
"arthritis","9606.ENSP00000231509"
"arthritis","9606.ENSP00000233946"
"arthritis","9606.ENSP00000234961"
"arthritis","9606.ENSP00000236826"
"arthritis","9606.ENSP00000239849"
"arthritis","9606.ENSP00000241453"
"arthritis","9606.ENSP00000243052"
"arthritis","9606.ENSP00000248437"
"arthritis","9606.ENSP00000250111"
"arthritis","9606.ENSP00000252729"
"arthritis","9606.ENSP00000254976"
"arthritis","9606.ENSP00000255266"
"arthritis","9606.ENSP00000256119"
"arthritis","9606.ENSP00000256906"
"arthritis","9606.ENSP00000257290"
"arthritis","9606.ENSP00000258743"
"arthritis","9606.ENSP00000259818"
"arthritis","9606.ENSP00000260227"
"arthritis","9606.ENSP00000260302"
"arthritis","9606.ENSP00000261023"
"arthritis","9606.ENSP00000261707"
"arthritis","9606.ENSP00000261799"
"arthritis","9606.ENSP00000262017"
"arthritis","9606.ENSP00000262138"
"arthritis","9606.ENSP00000262209"
"arthritis","9606.ENSP00000262623"
"arthritis","9606.ENSP00000262888"
"arthritis","9606.ENSP00000263341"
"arthritis","9606.ENSP00000264071"
"arthritis","9606.ENSP00000264220"
"arthritis","9606.ENSP00000264246"
"arthritis","9606.ENSP00000264318"
"arthritis","9606.ENSP00000264818"
"arthritis","9606.ENSP00000264917"
"arthritis","9606.ENSP00000265294"
"arthritis","9606.ENSP00000265572"
"arthritis","9606.ENSP00000266376"
"arthritis","9606.ENSP00000266395"
"arthritis","9606.ENSP00000267082"
"arthritis","9606.ENSP00000270349"
"arthritis","9606.ENSP00000270458"
"arthritis","9606.ENSP00000270474"
"arthritis","9606.ENSP00000274545"
"arthritis","9606.ENSP00000274547"
"arthritis","9606.ENSP00000280155"
"arthritis","9606.ENSP00000282096"
"arthritis","9606.ENSP00000283254"
"arthritis","9606.ENSP00000283256"
"arthritis","9606.ENSP00000285379"
"arthritis","9606.ENSP00000286301"
"arthritis","9606.ENSP00000286371"
"arthritis","9606.ENSP00000287600"
"arthritis","9606.ENSP00000287820"
"arthritis","9606.ENSP00000287936"
"arthritis","9606.ENSP00000288135"
"arthritis","9606.ENSP00000288139"
"arthritis","9606.ENSP00000291539"
"arthritis","9606.ENSP00000292079"
"arthritis","9606.ENSP00000292303"
"arthritis","9606.ENSP00000295452"
"arthritis","9606.ENSP00000295454"
"arthritis","9606.ENSP00000295598"
"arthritis","9606.ENSP00000296140"
"arthritis","9606.ENSP00000299267"
"arthritis","9606.ENSP00000300105"
"arthritis","9606.ENSP00000301050"
"arthritis","9606.ENSP00000301071"
"arthritis","9606.ENSP00000301072"
"arthritis","9606.ENSP00000302397"
"arthritis","9606.ENSP00000303092"
"arthritis","9606.ENSP00000303351"
"arthritis","9606.ENSP00000303540"
"arthritis","9606.ENSP00000306138"
"arthritis","9606.ENSP00000307713"
"arthritis","9606.ENSP00000308176"
"arthritis","9606.ENSP00000308938"
"arthritis","9606.ENSP00000310661"
"arthritis","9606.ENSP00000311453"
"arthritis","9606.ENSP00000314620"
"arthritis","9606.ENSP00000318197"
"arthritis","9606.ENSP00000318697"
"arthritis","9606.ENSP00000320025"
"arthritis","9606.ENSP00000320936"
"arthritis","9606.ENSP00000321999"
"arthritis","9606.ENSP00000322788"
"arthritis","9606.ENSP00000323926"
"arthritis","9606.ENSP00000328412"
"arthritis","9606.ENSP00000328968"
"arthritis","9606.ENSP00000331574"
"arthritis","9606.ENSP00000331912"
"arthritis","9606.ENSP00000332049"
"arthritis","9606.ENSP00000332116"
"arthritis","9606.ENSP00000333821"
"arthritis","9606.ENSP00000334198"
"arthritis","9606.ENSP00000334216"
"arthritis","9606.ENSP00000334910"
"arthritis","9606.ENSP00000335592"
"arthritis","9606.ENSP00000336764"
"arthritis","9606.ENSP00000336799"
"arthritis","9606.ENSP00000339824"
"arthritis","9606.ENSP00000341289"
"arthritis","9606.ENSP00000341390"
"arthritis","9606.ENSP00000343204"
"arthritis","9606.ENSP00000344192"
"arthritis","9606.ENSP00000345502"
"arthritis","9606.ENSP00000346534"
"arthritis","9606.ENSP00000347046"
"arthritis","9606.ENSP00000347689"
"arthritis","9606.ENSP00000348897"
"arthritis","9606.ENSP00000349078"
"arthritis","9606.ENSP00000349320"
"arthritis","9606.ENSP00000351957"
"arthritis","9606.ENSP00000352011"
"arthritis","9606.ENSP00000352121"
"arthritis","9606.ENSP00000352561"
"arthritis","9606.ENSP00000353362"
"arthritis","9606.ENSP00000353874"
"arthritis","9606.ENSP00000354490"
"arthritis","9606.ENSP00000354566"
"arthritis","9606.ENSP00000354612"
"arthritis","9606.ENSP00000355192"
"arthritis","9606.ENSP00000356438"
"arthritis","9606.ENSP00000356545"
"arthritis","9606.ENSP00000356671"
"arthritis","9606.ENSP00000356789"
"arthritis","9606.ENSP00000357060"
"arthritis","9606.ENSP00000357470"
"arthritis","9606.ENSP00000358525"
"arthritis","9606.ENSP00000359334"
"arthritis","9606.ENSP00000359353"
"arthritis","9606.ENSP00000360406"
"arthritis","9606.ENSP00000360502"
"arthritis","9606.ENSP00000360773"
"arthritis","9606.ENSP00000362353"
"arthritis","9606.ENSP00000363512"
"arthritis","9606.ENSP00000363596"
"arthritis","9606.ENSP00000364709"
"arthritis","9606.ENSP00000364898"
"arthritis","9606.ENSP00000365048"
"arthritis","9606.ENSP00000365441"
"arthritis","9606.ENSP00000366563"
"arthritis","9606.ENSP00000367848"
"arthritis","9606.ENSP00000368727"
"arthritis","9606.ENSP00000369703"
"arthritis","9606.ENSP00000370034"
"arthritis","9606.ENSP00000371067"
"arthritis","9606.ENSP00000371138"
"arthritis","9606.ENSP00000372169"
"arthritis","9606.ENSP00000377840"
"arthritis","9606.ENSP00000379496"
"arthritis","9606.ENSP00000380227"
"arthritis","9606.ENSP00000380247"
"arthritis","9606.ENSP00000382659"
"arthritis","9606.ENSP00000382982"
"arthritis","9606.ENSP00000385019"
"arthritis","9606.ENSP00000385632"
"arthritis","9606.ENSP00000386069"
"arthritis","9606.ENSP00000386306"
"arthritis","9606.ENSP00000390600"
"arthritis","9606.ENSP00000391676"
"arthritis","9606.ENSP00000394624"
"arthritis","9606.ENSP00000396308"
"arthritis","9606.ENSP00000398698"
"arthritis","9606.ENSP00000403495"
"arthritis","9606.ENSP00000410481"
"arthritis","9606.ENSP00000410732"
"arthritis","9606.ENSP00000418081"
"arthritis","9606.ENSP00000419101"
"arthritis","9606.ENSP00000420295"
"arthritis","9606.ENSP00000430684"
"arthritis","9606.ENSP00000438284"
"arthritis","9606.ENSP00000438949"
"arthritis","9606.ENSP00000442349"
"arthritis","9606.ENSP00000447173"
"arthritis","9606.ENSP00000386796"
"asthma","9606.ENSP00000170630"
"asthma","9606.ENSP00000176183"
"asthma","9606.ENSP00000229794"
"asthma","9606.ENSP00000231454"
"asthma","9606.ENSP00000231509"
"asthma","9606.ENSP00000246115"
"asthma","9606.ENSP00000255380"
"asthma","9606.ENSP00000256452"
"asthma","9606.ENSP00000256906"
"asthma","9606.ENSP00000257290"
"asthma","9606.ENSP00000258743"
"asthma","9606.ENSP00000261751"
"asthma","9606.ENSP00000261799"
"asthma","9606.ENSP00000262623"
"asthma","9606.ENSP00000262888"
"asthma","9606.ENSP00000264246"
"asthma","9606.ENSP00000270139"
"asthma","9606.ENSP00000270474"
"asthma","9606.ENSP00000276198"
"asthma","9606.ENSP00000280155"
"asthma","9606.ENSP00000282096"
"asthma","9606.ENSP00000287820"
"asthma","9606.ENSP00000287936"
"asthma","9606.ENSP00000288135"
"asthma","9606.ENSP00000295683"
"asthma","9606.ENSP00000303424"
"asthma","9606.ENSP00000304501"
"asthma","9606.ENSP00000304915"
"asthma","9606.ENSP00000305372"
"asthma","9606.ENSP00000305416"
"asthma","9606.ENSP00000306490"
"asthma","9606.ENSP00000306662"
"asthma","9606.ENSP00000307259"
"asthma","9606.ENSP00000307445"
"asthma","9606.ENSP00000308549"
"asthma","9606.ENSP00000315011"
"asthma","9606.ENSP00000315602"
"asthma","9606.ENSP00000319635"
"asthma","9606.ENSP00000319984"
"asthma","9606.ENSP00000320936"
"asthma","9606.ENSP00000328472"
"asthma","9606.ENSP00000332049"
"asthma","9606.ENSP00000332116"
"asthma","9606.ENSP00000332812"
"asthma","9606.ENSP00000334216"
"asthma","9606.ENSP00000336630"
"asthma","9606.ENSP00000339824"
"asthma","9606.ENSP00000343782"
"asthma","9606.ENSP00000343957"
"asthma","9606.ENSP00000344192"
"asthma","9606.ENSP00000345502"
"asthma","9606.ENSP00000347689"
"asthma","9606.ENSP00000349078"
"asthma","9606.ENSP00000350878"
"asthma","9606.ENSP00000351957"
"asthma","9606.ENSP00000354612"
"asthma","9606.ENSP00000354859"
"asthma","9606.ENSP00000356438"
"asthma","9606.ENSP00000357461"
"asthma","9606.ENSP00000358301"
"asthma","9606.ENSP00000359285"
"asthma","9606.ENSP00000361423"
"asthma","9606.ENSP00000362401"
"asthma","9606.ENSP00000363512"
"asthma","9606.ENSP00000364898"
"asthma","9606.ENSP00000366416"
"asthma","9606.ENSP00000366563"
"asthma","9606.ENSP00000367959"
"asthma","9606.ENSP00000368766"
"asthma","9606.ENSP00000369858"
"asthma","9606.ENSP00000369960"
"asthma","9606.ENSP00000373169"
"asthma","9606.ENSP00000380247"
"asthma","9606.ENSP00000386069"
"asthma","9606.ENSP00000396308"
"asthma","9606.ENSP00000398698"
"asthma","9606.ENSP00000407546"
"asthma","9606.ENSP00000410294"
"asthma","9606.ENSP00000447173"
"asthma","9606.ENSP00000466933"
"bipolar disorder","9606.ENSP00000007516"
"bipolar disorder","9606.ENSP00000023897"
"bipolar disorder","9606.ENSP00000176183"
"bipolar disorder","9606.ENSP00000184266"
"bipolar disorder","9606.ENSP00000206249"
"bipolar disorder","9606.ENSP00000215565"
"bipolar disorder","9606.ENSP00000219833"
"bipolar disorder","9606.ENSP00000222330"
"bipolar disorder","9606.ENSP00000231509"
"bipolar disorder","9606.ENSP00000233627"
"bipolar disorder","9606.ENSP00000234389"
"bipolar disorder","9606.ENSP00000237889"
"bipolar disorder","9606.ENSP00000243052"
"bipolar disorder","9606.ENSP00000247866"
"bipolar disorder","9606.ENSP00000252102"
"bipolar disorder","9606.ENSP00000252711"
"bipolar disorder","9606.ENSP00000255266"
"bipolar disorder","9606.ENSP00000257068"
"bipolar disorder","9606.ENSP00000259037"
"bipolar disorder","9606.ENSP00000260361"
"bipolar disorder","9606.ENSP00000261707"
"bipolar disorder","9606.ENSP00000262895"
"bipolar disorder","9606.ENSP00000263269"
"bipolar disorder","9606.ENSP00000263774"
"bipolar disorder","9606.ENSP00000264318"
"bipolar disorder","9606.ENSP00000264357"
"bipolar disorder","9606.ENSP00000264426"
"bipolar disorder","9606.ENSP00000264917"
"bipolar disorder","9606.ENSP00000265294"
"bipolar disorder","9606.ENSP00000265500"
"bipolar disorder","9606.ENSP00000266376"
"bipolar disorder","9606.ENSP00000266395"
"bipolar disorder","9606.ENSP00000266544"
"bipolar disorder","9606.ENSP00000268668"
"bipolar disorder","9606.ENSP00000270349"
"bipolar disorder","9606.ENSP00000270474"
"bipolar disorder","9606.ENSP00000274137"
"bipolar disorder","9606.ENSP00000274545"
"bipolar disorder","9606.ENSP00000274547"
"bipolar disorder","9606.ENSP00000276062"
"bipolar disorder","9606.ENSP00000276198"
"bipolar disorder","9606.ENSP00000276689"
"bipolar disorder","9606.ENSP00000277010"
"bipolar disorder","9606.ENSP00000281031"
"bipolar disorder","9606.ENSP00000282096"
"bipolar disorder","9606.ENSP00000282499"
"bipolar disorder","9606.ENSP00000283254"
"bipolar disorder","9606.ENSP00000283256"
"bipolar disorder","9606.ENSP00000285379"
"bipolar disorder","9606.ENSP00000285900"
"bipolar disorder","9606.ENSP00000287600"
"bipolar disorder","9606.ENSP00000287936"
"bipolar disorder","9606.ENSP00000288139"
"bipolar disorder","9606.ENSP00000291539"
"bipolar disorder","9606.ENSP00000293190"
"bipolar disorder","9606.ENSP00000295452"
"bipolar disorder","9606.ENSP00000295454"
"bipolar disorder","9606.ENSP00000296597"
"bipolar disorder","9606.ENSP00000296684"
"bipolar disorder","9606.ENSP00000298472"
"bipolar disorder","9606.ENSP00000299166"
"bipolar disorder","9606.ENSP00000299267"
"bipolar disorder","9606.ENSP00000300900"
"bipolar disorder","9606.ENSP00000301457"
"bipolar disorder","9606.ENSP00000302811"
"bipolar disorder","9606.ENSP00000303211"
"bipolar disorder","9606.ENSP00000303522"
"bipolar disorder","9606.ENSP00000303540"
"bipolar disorder","9606.ENSP00000303830"
"bipolar disorder","9606.ENSP00000308610"
"bipolar disorder","9606.ENSP00000310661"
"bipolar disorder","9606.ENSP00000311453"
"bipolar disorder","9606.ENSP00000314649"
"bipolar disorder","9606.ENSP00000315774"
"bipolar disorder","9606.ENSP00000316244"
"bipolar disorder","9606.ENSP00000322450"
"bipolar disorder","9606.ENSP00000323076"
"bipolar disorder","9606.ENSP00000324806"
"bipolar disorder","9606.ENSP00000325120"
"bipolar disorder","9606.ENSP00000327268"
"bipolar disorder","9606.ENSP00000328412"
"bipolar disorder","9606.ENSP00000328968"
"bipolar disorder","9606.ENSP00000330737"
"bipolar disorder","9606.ENSP00000330787"
"bipolar disorder","9606.ENSP00000331574"
"bipolar disorder","9606.ENSP00000331912"
"bipolar disorder","9606.ENSP00000332116"
"bipolar disorder","9606.ENSP00000332549"
"bipolar disorder","9606.ENSP00000334910"
"bipolar disorder","9606.ENSP00000335592"
"bipolar disorder","9606.ENSP00000339720"
"bipolar disorder","9606.ENSP00000340684"
"bipolar disorder","9606.ENSP00000345502"
"bipolar disorder","9606.ENSP00000346196"
"bipolar disorder","9606.ENSP00000346534"
"bipolar disorder","9606.ENSP00000347046"
"bipolar disorder","9606.ENSP00000347689"
"bipolar disorder","9606.ENSP00000347988"
"bipolar disorder","9606.ENSP00000348897"
"bipolar disorder","9606.ENSP00000351957"
"bipolar disorder","9606.ENSP00000354612"
"bipolar disorder","9606.ENSP00000354665"
"bipolar disorder","9606.ENSP00000354687"
"bipolar disorder","9606.ENSP00000354728"
"bipolar disorder","9606.ENSP00000354813"
"bipolar disorder","9606.ENSP00000354859"
"bipolar disorder","9606.ENSP00000354961"
"bipolar disorder","9606.ENSP00000355046"
"bipolar disorder","9606.ENSP00000355155"
"bipolar disorder","9606.ENSP00000355192"
"bipolar disorder","9606.ENSP00000355206"
"bipolar disorder","9606.ENSP00000356438"
"bipolar disorder","9606.ENSP00000356972"
"bipolar disorder","9606.ENSP00000358272"
"bipolar disorder","9606.ENSP00000359334"
"bipolar disorder","9606.ENSP00000359353"
"bipolar disorder","9606.ENSP00000360492"
"bipolar disorder","9606.ENSP00000360502"
"bipolar disorder","9606.ENSP00000360608"
"bipolar disorder","9606.ENSP00000360773"
"bipolar disorder","9606.ENSP00000362058"
"bipolar disorder","9606.ENSP00000362183"
"bipolar disorder","9606.ENSP00000362873"
"bipolar disorder","9606.ENSP00000365441"
"bipolar disorder","9606.ENSP00000367309"
"bipolar disorder","9606.ENSP00000367848"
"bipolar disorder","9606.ENSP00000367959"
"bipolar disorder","9606.ENSP00000368727"
"bipolar disorder","9606.ENSP00000369176"
"bipolar disorder","9606.ENSP00000373169"
"bipolar disorder","9606.ENSP00000378492"
"bipolar disorder","9606.ENSP00000379496"
"bipolar disorder","9606.ENSP00000382791"
"bipolar disorder","9606.ENSP00000385632"
"bipolar disorder","9606.ENSP00000386306"
"bipolar disorder","9606.ENSP00000389160"
"bipolar disorder","9606.ENSP00000390600"
"bipolar disorder","9606.ENSP00000392709"
"bipolar disorder","9606.ENSP00000397026"
"bipolar disorder","9606.ENSP00000398698"
"bipolar disorder","9606.ENSP00000404063"
"bipolar disorder","9606.ENSP00000408526"
"bipolar disorder","9606.ENSP00000410732"
"bipolar disorder","9606.ENSP00000418842"
"bipolar disorder","9606.ENSP00000420295"
"bipolar disorder","9606.ENSP00000423673"
"bipolar disorder","9606.ENSP00000438284"
"bipolar disorder","9606.ENSP00000386796"
"cardiac arrhythmia","9606.ENSP00000007516"
"cardiac arrhythmia","9606.ENSP00000023897"
"cardiac arrhythmia","9606.ENSP00000155840"
"cardiac arrhythmia","9606.ENSP00000184266"
"cardiac arrhythmia","9606.ENSP00000215565"
"cardiac arrhythmia","9606.ENSP00000217133"
"cardiac arrhythmia","9606.ENSP00000218176"
"cardiac arrhythmia","9606.ENSP00000219833"
"cardiac arrhythmia","9606.ENSP00000221444"
"cardiac arrhythmia","9606.ENSP00000231509"
"cardiac arrhythmia","9606.ENSP00000233627"
"cardiac arrhythmia","9606.ENSP00000237889"
"cardiac arrhythmia","9606.ENSP00000243457"
"cardiac arrhythmia","9606.ENSP00000247866"
"cardiac arrhythmia","9606.ENSP00000248437"
"cardiac arrhythmia","9606.ENSP00000250111"
"cardiac arrhythmia","9606.ENSP00000252102"
"cardiac arrhythmia","9606.ENSP00000252321"
"cardiac arrhythmia","9606.ENSP00000252711"
"cardiac arrhythmia","9606.ENSP00000254976"
"cardiac arrhythmia","9606.ENSP00000257981"
"cardiac arrhythmia","9606.ENSP00000258385"
"cardiac arrhythmia","9606.ENSP00000259037"
"cardiac arrhythmia","9606.ENSP00000259818"
"cardiac arrhythmia","9606.ENSP00000260361"
"cardiac arrhythmia","9606.ENSP00000261007"
"cardiac arrhythmia","9606.ENSP00000262186"
"cardiac arrhythmia","9606.ENSP00000262916"
"cardiac arrhythmia","9606.ENSP00000263341"
"cardiac arrhythmia","9606.ENSP00000263774"
"cardiac arrhythmia","9606.ENSP00000264071"
"cardiac arrhythmia","9606.ENSP00000264318"
"cardiac arrhythmia","9606.ENSP00000264661"
"cardiac arrhythmia","9606.ENSP00000265294"
"cardiac arrhythmia","9606.ENSP00000265500"
"cardiac arrhythmia","9606.ENSP00000265969"
"cardiac arrhythmia","9606.ENSP00000266376"
"cardiac arrhythmia","9606.ENSP00000266544"
"cardiac arrhythmia","9606.ENSP00000268668"
"cardiac arrhythmia","9606.ENSP00000271751"
"cardiac arrhythmia","9606.ENSP00000272190"
"cardiac arrhythmia","9606.ENSP00000273430"
"cardiac arrhythmia","9606.ENSP00000274137"
"cardiac arrhythmia","9606.ENSP00000274545"
"cardiac arrhythmia","9606.ENSP00000274547"
"cardiac arrhythmia","9606.ENSP00000276062"
"cardiac arrhythmia","9606.ENSP00000276689"
"cardiac arrhythmia","9606.ENSP00000280155"
"cardiac arrhythmia","9606.ENSP00000280684"
"cardiac arrhythmia","9606.ENSP00000281031"
"cardiac arrhythmia","9606.ENSP00000283254"
"cardiac arrhythmia","9606.ENSP00000283256"
"cardiac arrhythmia","9606.ENSP00000286371"
"cardiac arrhythmia","9606.ENSP00000287042"
"cardiac arrhythmia","9606.ENSP00000287936"
"cardiac arrhythmia","9606.ENSP00000288139"
"cardiac arrhythmia","9606.ENSP00000290866"
"cardiac arrhythmia","9606.ENSP00000291294"
"cardiac arrhythmia","9606.ENSP00000292079"
"cardiac arrhythmia","9606.ENSP00000293780"
"cardiac arrhythmia","9606.ENSP00000295082"
"cardiac arrhythmia","9606.ENSP00000295452"
"cardiac arrhythmia","9606.ENSP00000295454"
"cardiac arrhythmia","9606.ENSP00000295598"
"cardiac arrhythmia","9606.ENSP00000296597"
"cardiac arrhythmia","9606.ENSP00000296684"
"cardiac arrhythmia","9606.ENSP00000297404"
"cardiac arrhythmia","9606.ENSP00000299166"
"cardiac arrhythmia","9606.ENSP00000299178"
"cardiac arrhythmia","9606.ENSP00000299267"
"cardiac arrhythmia","9606.ENSP00000300061"
"cardiac arrhythmia","9606.ENSP00000301071"
"cardiac arrhythmia","9606.ENSP00000301072"
"cardiac arrhythmia","9606.ENSP00000301457"
"cardiac arrhythmia","9606.ENSP00000302397"
"cardiac arrhythmia","9606.ENSP00000303540"
"cardiac arrhythmia","9606.ENSP00000304127"
"cardiac arrhythmia","9606.ENSP00000304290"
"cardiac arrhythmia","9606.ENSP00000304501"
"cardiac arrhythmia","9606.ENSP00000305372"
"cardiac arrhythmia","9606.ENSP00000305824"
"cardiac arrhythmia","9606.ENSP00000306662"
"cardiac arrhythmia","9606.ENSP00000307259"
"cardiac arrhythmia","9606.ENSP00000307694"
"cardiac arrhythmia","9606.ENSP00000308541"
"cardiac arrhythmia","9606.ENSP00000308549"
"cardiac arrhythmia","9606.ENSP00000308610"
"cardiac arrhythmia","9606.ENSP00000312129"
"cardiac arrhythmia","9606.ENSP00000314520"
"cardiac arrhythmia","9606.ENSP00000315654"
"cardiac arrhythmia","9606.ENSP00000315774"
"cardiac arrhythmia","9606.ENSP00000318197"
