"disease","cv_scheme","fold","train_all","train_pos","validation_all","validation_pos","split_complexes"
"allergy","classic","Rep16.Fold2",7832,75,3916,37,0
"allergy","classic","Rep16.Fold3",7833,75,3915,37,0
"allergy","classic","Rep17.Fold1",7832,75,3916,37,0
"allergy","classic","Rep17.Fold2",7832,75,3916,37,0
"allergy","classic","Rep17.Fold3",7832,74,3916,38,0
"allergy","classic","Rep18.Fold1",7832,75,3916,37,0
"allergy","classic","Rep18.Fold2",7833,75,3915,37,0
"allergy","classic","Rep18.Fold3",7831,74,3917,38,0
"allergy","classic","Rep19.Fold1",7832,74,3916,38,0
"allergy","classic","Rep19.Fold2",7832,75,3916,37,0
"allergy","classic","Rep19.Fold3",7832,75,3916,37,0
"allergy","classic","Rep20.Fold1",7832,75,3916,37,0
"allergy","classic","Rep20.Fold2",7832,75,3916,37,0
"allergy","classic","Rep20.Fold3",7832,74,3916,38,0
"allergy","classic","Rep21.Fold1",7831,74,3917,38,0
"allergy","classic","Rep21.Fold2",7833,75,3915,37,0
"allergy","classic","Rep21.Fold3",7832,75,3916,37,0
"allergy","classic","Rep22.Fold1",7831,74,3917,38,0
"allergy","classic","Rep22.Fold2",7832,75,3916,37,0
"allergy","classic","Rep22.Fold3",7833,75,3915,37,0
"allergy","classic","Rep23.Fold1",7832,75,3916,37,0
"allergy","classic","Rep23.Fold2",7832,74,3916,38,0
"allergy","classic","Rep23.Fold3",7832,75,3916,37,0
"allergy","classic","Rep24.Fold1",7832,75,3916,37,0
"allergy","classic","Rep24.Fold2",7832,75,3916,37,0
"allergy","classic","Rep24.Fold3",7832,74,3916,38,0
"allergy","classic","Rep25.Fold1",7832,75,3916,37,0
"allergy","classic","Rep25.Fold2",7832,75,3916,37,0
"allergy","classic","Rep25.Fold3",7832,74,3916,38,0
"allergy","block","Rep01.Fold1",7824,76,3924,36,0
"allergy","block","Rep01.Fold2",7835,74,3913,38,0
"allergy","block","Rep01.Fold3",7837,74,3911,38,0
"allergy","block","Rep02.Fold1",7840,76,3908,36,0
"allergy","block","Rep02.Fold2",7824,74,3924,38,0
"allergy","block","Rep02.Fold3",7832,74,3916,38,0
"allergy","block","Rep03.Fold1",7835,76,3913,36,0
"allergy","block","Rep03.Fold2",7835,74,3913,38,0
"allergy","block","Rep03.Fold3",7826,74,3922,38,0
"allergy","block","Rep04.Fold1",7828,76,3920,36,0
"allergy","block","Rep04.Fold2",7834,74,3914,38,0
"allergy","block","Rep04.Fold3",7834,74,3914,38,0
"allergy","block","Rep05.Fold1",7837,76,3911,36,0
"allergy","block","Rep05.Fold2",7824,74,3924,38,0
"allergy","block","Rep05.Fold3",7835,74,3913,38,0
"allergy","block","Rep06.Fold1",7824,76,3924,36,0
"allergy","block","Rep06.Fold2",7837,74,3911,38,0
"allergy","block","Rep06.Fold3",7835,74,3913,38,0
"allergy","block","Rep07.Fold1",7834,76,3914,36,0
"allergy","block","Rep07.Fold2",7836,74,3912,38,0
"allergy","block","Rep07.Fold3",7826,74,3922,38,0
"allergy","block","Rep08.Fold1",7836,76,3912,36,0
"allergy","block","Rep08.Fold2",7837,74,3911,38,0
"allergy","block","Rep08.Fold3",7823,74,3925,38,0
"allergy","block","Rep09.Fold1",7835,76,3913,36,0
"allergy","block","Rep09.Fold2",7835,74,3913,38,0
"allergy","block","Rep09.Fold3",7826,74,3922,38,0
"allergy","block","Rep10.Fold1",7826,76,3922,36,0
"allergy","block","Rep10.Fold2",7835,74,3913,38,0
"allergy","block","Rep10.Fold3",7835,74,3913,38,0
"allergy","block","Rep11.Fold1",7835,76,3913,36,0
"allergy","block","Rep11.Fold2",7827,74,3921,38,0
"allergy","block","Rep11.Fold3",7834,74,3914,38,0
"allergy","block","Rep12.Fold1",7828,76,3920,36,0
"allergy","block","Rep12.Fold2",7836,74,3912,38,0
"allergy","block","Rep12.Fold3",7832,74,3916,38,0
"allergy","block","Rep13.Fold1",7836,76,3912,36,0
"allergy","block","Rep13.Fold2",7828,74,3920,38,0
"allergy","block","Rep13.Fold3",7832,74,3916,38,0
"allergy","block","Rep14.Fold1",7836,76,3912,36,0
"allergy","block","Rep14.Fold2",7836,74,3912,38,0
"allergy","block","Rep14.Fold3",7824,74,3924,38,0
"allergy","block","Rep15.Fold1",7837,76,3911,36,0
"allergy","block","Rep15.Fold2",7825,74,3923,38,0
"allergy","block","Rep15.Fold3",7834,74,3914,38,0
"allergy","block","Rep16.Fold1",7836,76,3912,36,0
"allergy","block","Rep16.Fold2",7837,74,3911,38,0
"allergy","block","Rep16.Fold3",7823,74,3925,38,0
"allergy","block","Rep17.Fold1",7836,76,3912,36,0
"allergy","block","Rep17.Fold2",7835,74,3913,38,0
"allergy","block","Rep17.Fold3",7825,74,3923,38,0
"allergy","block","Rep18.Fold1",7837,76,3911,36,0
"allergy","block","Rep18.Fold2",7826,74,3922,38,0
"allergy","block","Rep18.Fold3",7833,74,3915,38,0
"allergy","block","Rep19.Fold1",7836,76,3912,36,0
"allergy","block","Rep19.Fold2",7834,74,3914,38,0
"allergy","block","Rep19.Fold3",7826,74,3922,38,0
"allergy","block","Rep20.Fold1",7833,76,3915,36,0
"allergy","block","Rep20.Fold2",7836,74,3912,38,0
"allergy","block","Rep20.Fold3",7827,74,3921,38,0
"allergy","block","Rep21.Fold1",7833,76,3915,36,0
"allergy","block","Rep21.Fold2",7826,74,3922,38,0
"allergy","block","Rep21.Fold3",7837,74,3911,38,0
"allergy","block","Rep22.Fold1",7826,76,3922,36,0
"allergy","block","Rep22.Fold2",7836,74,3912,38,0
"allergy","block","Rep22.Fold3",7834,74,3914,38,0
"allergy","block","Rep23.Fold1",7834,76,3914,36,0
"allergy","block","Rep23.Fold2",7825,74,3923,38,0
"allergy","block","Rep23.Fold3",7837,74,3911,38,0
"allergy","block","Rep24.Fold1",7826,76,3922,36,0
"allergy","block","Rep24.Fold2",7833,74,3915,38,0
"allergy","block","Rep24.Fold3",7837,74,3911,38,0
"allergy","block","Rep25.Fold1",7823,76,3925,36,0
"allergy","block","Rep25.Fold2",7837,74,3911,38,0
"allergy","block","Rep25.Fold3",7836,74,3912,38,0
"allergy","representative","Rep01.Fold1",7825,75,3908,37,0
"allergy","representative","Rep01.Fold2",7821,74,3912,38,0
"allergy","representative","Rep01.Fold3",7820,75,3913,37,0
"allergy","representative","Rep02.Fold1",7824,75,3909,37,0
"allergy","representative","Rep02.Fold2",7821,75,3912,37,0
"allergy","representative","Rep02.Fold3",7821,74,3912,38,0
"allergy","representative","Rep03.Fold1",7820,75,3913,37,0
"allergy","representative","Rep03.Fold2",7824,74,3909,38,0
"allergy","representative","Rep03.Fold3",7822,75,3911,37,0
"allergy","representative","Rep04.Fold1",7822,74,3911,38,0
"allergy","representative","Rep04.Fold2",7821,75,3912,37,0
"allergy","representative","Rep04.Fold3",7823,75,3910,37,0
"allergy","representative","Rep05.Fold1",7823,74,3910,38,0
"allergy","representative","Rep05.Fold2",7821,75,3912,37,0
"allergy","representative","Rep05.Fold3",7822,75,3911,37,0
"allergy","representative","Rep06.Fold1",7820,74,3913,38,0
"allergy","representative","Rep06.Fold2",7823,75,3910,37,0
"allergy","representative","Rep06.Fold3",7823,75,3910,37,0
"allergy","representative","Rep07.Fold1",7824,75,3909,37,0
"allergy","representative","Rep07.Fold2",7821,74,3912,38,0
"allergy","representative","Rep07.Fold3",7821,75,3912,37,0
"allergy","representative","Rep08.Fold1",7820,74,3913,38,0
"allergy","representative","Rep08.Fold2",7823,75,3910,37,0
"allergy","representative","Rep08.Fold3",7823,75,3910,37,0
"allergy","representative","Rep09.Fold1",7820,74,3913,38,0
"allergy","representative","Rep09.Fold2",7823,75,3910,37,0
"allergy","representative","Rep09.Fold3",7823,75,3910,37,0
"allergy","representative","Rep10.Fold1",7818,74,3915,38,0
"allergy","representative","Rep10.Fold2",7821,75,3912,37,0
"allergy","representative","Rep10.Fold3",7827,75,3906,37,0
"allergy","representative","Rep11.Fold1",7824,75,3909,37,0
"allergy","representative","Rep11.Fold2",7819,74,3914,38,0
"allergy","representative","Rep11.Fold3",7823,75,3910,37,0
"allergy","representative","Rep12.Fold1",7825,74,3908,38,0
"allergy","representative","Rep12.Fold2",7819,75,3914,37,0
"allergy","representative","Rep12.Fold3",7822,75,3911,37,0
"allergy","representative","Rep13.Fold1",7822,74,3911,38,0
"allergy","representative","Rep13.Fold2",7819,75,3914,37,0
"allergy","representative","Rep13.Fold3",7825,75,3908,37,0
"allergy","representative","Rep14.Fold1",7823,75,3910,37,0
"allergy","representative","Rep14.Fold2",7822,74,3911,38,0
"allergy","representative","Rep14.Fold3",7821,75,3912,37,0
"allergy","representative","Rep15.Fold1",7821,74,3912,38,0
"allergy","representative","Rep15.Fold2",7822,75,3911,37,0
"allergy","representative","Rep15.Fold3",7823,75,3910,37,0
"allergy","representative","Rep16.Fold1",7821,75,3912,37,0
"allergy","representative","Rep16.Fold2",7823,75,3910,37,0
"allergy","representative","Rep16.Fold3",7822,74,3911,38,0
"allergy","representative","Rep17.Fold1",7823,75,3910,37,0
"allergy","representative","Rep17.Fold2",7820,75,3913,37,0
"allergy","representative","Rep17.Fold3",7823,74,3910,38,0
"allergy","representative","Rep18.Fold1",7823,74,3910,38,0
"allergy","representative","Rep18.Fold2",7820,75,3913,37,0
"allergy","representative","Rep18.Fold3",7823,75,3910,37,0
"allergy","representative","Rep19.Fold1",7824,75,3909,37,0
"allergy","representative","Rep19.Fold2",7822,74,3911,38,0
"allergy","representative","Rep19.Fold3",7820,75,3913,37,0
"allergy","representative","Rep20.Fold1",7823,75,3910,37,0
"allergy","representative","Rep20.Fold2",7822,74,3911,38,0
"allergy","representative","Rep20.Fold3",7821,75,3912,37,0
"allergy","representative","Rep21.Fold1",7821,74,3912,38,0
"allergy","representative","Rep21.Fold2",7826,75,3907,37,0
"allergy","representative","Rep21.Fold3",7819,75,3914,37,0
"allergy","representative","Rep22.Fold1",7821,74,3912,38,0
"allergy","representative","Rep22.Fold2",7823,75,3910,37,0
"allergy","representative","Rep22.Fold3",7822,75,3911,37,0
"allergy","representative","Rep23.Fold1",7826,75,3907,37,0
"allergy","representative","Rep23.Fold2",7822,75,3911,37,0
"allergy","representative","Rep23.Fold3",7818,74,3915,38,0
"allergy","representative","Rep24.Fold1",7825,75,3908,37,0
"allergy","representative","Rep24.Fold2",7823,75,3910,37,0
"allergy","representative","Rep24.Fold3",7818,74,3915,38,0
"allergy","representative","Rep25.Fold1",7820,74,3913,38,0
"allergy","representative","Rep25.Fold2",7822,75,3911,37,0
"allergy","representative","Rep25.Fold3",7824,75,3909,37,0
"Alzheimers disease","classic","Rep01.Fold1",7832,139,3916,69,1
"Alzheimers disease","classic","Rep01.Fold2",7831,138,3917,70,2
"Alzheimers disease","classic","Rep01.Fold3",7833,139,3915,69,1
"Alzheimers disease","classic","Rep02.Fold1",7832,139,3916,69,2
"Alzheimers disease","classic","Rep02.Fold2",7832,139,3916,69,2
"Alzheimers disease","classic","Rep02.Fold3",7832,138,3916,70,2
"Alzheimers disease","classic","Rep03.Fold1",7832,139,3916,69,2
"Alzheimers disease","classic","Rep03.Fold2",7831,138,3917,70,2
"Alzheimers disease","classic","Rep03.Fold3",7833,139,3915,69,2
"Alzheimers disease","classic","Rep04.Fold1",7833,139,3915,69,1
"Alzheimers disease","classic","Rep04.Fold2",7831,138,3917,70,1
"Alzheimers disease","classic","Rep04.Fold3",7832,139,3916,69,0
"Alzheimers disease","classic","Rep05.Fold1",7832,139,3916,69,3
"Alzheimers disease","classic","Rep05.Fold2",7832,139,3916,69,1
"Alzheimers disease","classic","Rep05.Fold3",7832,138,3916,70,2
"Alzheimers disease","classic","Rep06.Fold1",7832,139,3916,69,3
"Alzheimers disease","classic","Rep06.Fold2",7833,139,3915,69,1
"Alzheimers disease","classic","Rep06.Fold3",7831,138,3917,70,2
"Alzheimers disease","classic","Rep07.Fold1",7832,139,3916,69,0
"Alzheimers disease","classic","Rep07.Fold2",7831,138,3917,70,1
"Alzheimers disease","classic","Rep07.Fold3",7833,139,3915,69,1
"Alzheimers disease","classic","Rep08.Fold1",7832,139,3916,69,0
"Alzheimers disease","classic","Rep08.Fold2",7832,139,3916,69,1
"Alzheimers disease","classic","Rep08.Fold3",7832,138,3916,70,1
"Alzheimers disease","classic","Rep09.Fold1",7832,138,3916,70,2
"Alzheimers disease","classic","Rep09.Fold2",7832,139,3916,69,1
"Alzheimers disease","classic","Rep09.Fold3",7832,139,3916,69,1
"Alzheimers disease","classic","Rep10.Fold1",7832,139,3916,69,3
"Alzheimers disease","classic","Rep10.Fold2",7832,139,3916,69,2
"Alzheimers disease","classic","Rep10.Fold3",7832,138,3916,70,1
"Alzheimers disease","classic","Rep11.Fold1",7832,139,3916,69,2
"Alzheimers disease","classic","Rep11.Fold2",7832,138,3916,70,0
"Alzheimers disease","classic","Rep11.Fold3",7832,139,3916,69,2
"Alzheimers disease","classic","Rep12.Fold1",7832,139,3916,69,3
"Alzheimers disease","classic","Rep12.Fold2",7833,139,3915,69,1
"Alzheimers disease","classic","Rep12.Fold3",7831,138,3917,70,2
"Alzheimers disease","classic","Rep13.Fold1",7833,139,3915,69,2
"Alzheimers disease","classic","Rep13.Fold2",7831,138,3917,70,1
"Alzheimers disease","classic","Rep13.Fold3",7832,139,3916,69,1
"Alzheimers disease","classic","Rep14.Fold1",7833,139,3915,69,2
"Alzheimers disease","classic","Rep14.Fold2",7832,139,3916,69,1
"Alzheimers disease","classic","Rep14.Fold3",7831,138,3917,70,1
"Alzheimers disease","classic","Rep15.Fold1",7832,138,3916,70,1
"Alzheimers disease","classic","Rep15.Fold2",7832,139,3916,69,1
"Alzheimers disease","classic","Rep15.Fold3",7832,139,3916,69,2
"Alzheimers disease","classic","Rep16.Fold1",7832,139,3916,69,2
"Alzheimers disease","classic","Rep16.Fold2",7832,139,3916,69,0
"Alzheimers disease","classic","Rep16.Fold3",7832,138,3916,70,2
"Alzheimers disease","classic","Rep17.Fold1",7831,138,3917,70,1
"Alzheimers disease","classic","Rep17.Fold2",7832,139,3916,69,1
"Alzheimers disease","classic","Rep17.Fold3",7833,139,3915,69,2
"Alzheimers disease","classic","Rep18.Fold1",7832,138,3916,70,2
"Alzheimers disease","classic","Rep18.Fold2",7832,139,3916,69,0
"Alzheimers disease","classic","Rep18.Fold3",7832,139,3916,69,2
"Alzheimers disease","classic","Rep19.Fold1",7832,138,3916,70,1
"Alzheimers disease","classic","Rep19.Fold2",7832,139,3916,69,1
"Alzheimers disease","classic","Rep19.Fold3",7832,139,3916,69,0
"Alzheimers disease","classic","Rep20.Fold1",7832,139,3916,69,0
"Alzheimers disease","classic","Rep20.Fold2",7831,138,3917,70,0
"Alzheimers disease","classic","Rep20.Fold3",7833,139,3915,69,0
"Alzheimers disease","classic","Rep21.Fold1",7833,139,3915,69,1
"Alzheimers disease","classic","Rep21.Fold2",7832,139,3916,69,3
"Alzheimers disease","classic","Rep21.Fold3",7831,138,3917,70,2
"Alzheimers disease","classic","Rep22.Fold1",7832,139,3916,69,1
"Alzheimers disease","classic","Rep22.Fold2",7832,139,3916,69,2
"Alzheimers disease","classic","Rep22.Fold3",7832,138,3916,70,1
"Alzheimers disease","classic","Rep23.Fold1",7831,138,3917,70,1
"Alzheimers disease","classic","Rep23.Fold2",7833,139,3915,69,0
"Alzheimers disease","classic","Rep23.Fold3",7832,139,3916,69,1
"Alzheimers disease","classic","Rep24.Fold1",7832,138,3916,70,2
"Alzheimers disease","classic","Rep24.Fold2",7832,139,3916,69,3
"Alzheimers disease","classic","Rep24.Fold3",7832,139,3916,69,1
"Alzheimers disease","classic","Rep25.Fold1",7833,139,3915,69,2
"Alzheimers disease","classic","Rep25.Fold2",7832,139,3916,69,2
"Alzheimers disease","classic","Rep25.Fold3",7831,138,3917,70,2
"Alzheimers disease","block","Rep01.Fold1",7862,140,3886,68,0
"Alzheimers disease","block","Rep01.Fold2",7806,138,3942,70,0
"Alzheimers disease","block","Rep01.Fold3",7828,138,3920,70,0
"Alzheimers disease","block","Rep02.Fold1",7828,140,3920,68,0
"Alzheimers disease","block","Rep02.Fold2",7821,138,3927,70,0
"Alzheimers disease","block","Rep02.Fold3",7847,138,3901,70,0
"Alzheimers disease","block","Rep03.Fold1",7863,140,3885,68,0
"Alzheimers disease","block","Rep03.Fold2",7824,138,3924,70,0
"Alzheimers disease","block","Rep03.Fold3",7809,138,3939,70,0
"Alzheimers disease","block","Rep04.Fold1",7794,140,3954,68,0
"Alzheimers disease","block","Rep04.Fold2",7831,138,3917,70,0
"Alzheimers disease","block","Rep04.Fold3",7871,138,3877,70,0
"Alzheimers disease","block","Rep05.Fold1",7839,140,3909,68,0
"Alzheimers disease","block","Rep05.Fold2",7852,138,3896,70,0
"Alzheimers disease","block","Rep05.Fold3",7805,138,3943,70,0
"Alzheimers disease","block","Rep06.Fold1",7817,140,3931,68,0
"Alzheimers disease","block","Rep06.Fold2",7821,138,3927,70,0
"Alzheimers disease","block","Rep06.Fold3",7858,138,3890,70,0
"Alzheimers disease","block","Rep07.Fold1",7806,140,3942,68,0
"Alzheimers disease","block","Rep07.Fold2",7838,138,3910,70,0
"Alzheimers disease","block","Rep07.Fold3",7852,138,3896,70,0
"Alzheimers disease","block","Rep08.Fold1",7839,140,3909,68,0
"Alzheimers disease","block","Rep08.Fold2",7861,138,3887,70,0
"Alzheimers disease","block","Rep08.Fold3",7796,138,3952,70,0
"Alzheimers disease","block","Rep09.Fold1",7773,140,3975,68,0
"Alzheimers disease","block","Rep09.Fold2",7865,138,3883,70,0
"Alzheimers disease","block","Rep09.Fold3",7858,138,3890,70,0
"Alzheimers disease","block","Rep10.Fold1",7827,140,3921,68,0
"Alzheimers disease","block","Rep10.Fold2",7844,138,3904,70,0
"Alzheimers disease","block","Rep10.Fold3",7825,138,3923,70,0
"Alzheimers disease","block","Rep11.Fold1",7832,140,3916,68,0
"Alzheimers disease","block","Rep11.Fold2",7863,138,3885,70,0
"Alzheimers disease","block","Rep11.Fold3",7801,138,3947,70,0
"Alzheimers disease","block","Rep12.Fold1",7807,140,3941,68,0
"Alzheimers disease","block","Rep12.Fold2",7846,138,3902,70,0
"Alzheimers disease","block","Rep12.Fold3",7843,138,3905,70,0
"Alzheimers disease","block","Rep13.Fold1",7865,140,3883,68,0
"Alzheimers disease","block","Rep13.Fold2",7792,138,3956,70,0
"Alzheimers disease","block","Rep13.Fold3",7839,138,3909,70,0
"Alzheimers disease","block","Rep14.Fold1",7847,140,3901,68,0
"Alzheimers disease","block","Rep14.Fold2",7851,138,3897,70,0
"Alzheimers disease","block","Rep14.Fold3",7798,138,3950,70,0
"Alzheimers disease","block","Rep15.Fold1",7807,140,3941,68,0
"Alzheimers disease","block","Rep15.Fold2",7833,138,3915,70,0
"Alzheimers disease","block","Rep15.Fold3",7856,138,3892,70,0
"Alzheimers disease","block","Rep16.Fold1",7772,140,3976,68,0
"Alzheimers disease","block","Rep16.Fold2",7865,138,3883,70,0
"Alzheimers disease","block","Rep16.Fold3",7859,138,3889,70,0
"Alzheimers disease","block","Rep17.Fold1",7863,140,3885,68,0
"Alzheimers disease","block","Rep17.Fold2",7847,138,3901,70,0
"Alzheimers disease","block","Rep17.Fold3",7786,138,3962,70,0
"Alzheimers disease","block","Rep18.Fold1",7828,140,3920,68,0
"Alzheimers disease","block","Rep18.Fold2",7825,138,3923,70,0
"Alzheimers disease","block","Rep18.Fold3",7843,138,3905,70,0
"Alzheimers disease","block","Rep19.Fold1",7829,140,3919,68,0
"Alzheimers disease","block","Rep19.Fold2",7840,138,3908,70,0
"Alzheimers disease","block","Rep19.Fold3",7827,138,3921,70,0
"Alzheimers disease","block","Rep20.Fold1",7790,140,3958,68,0
"Alzheimers disease","block","Rep20.Fold2",7851,138,3897,70,0
"Alzheimers disease","block","Rep20.Fold3",7855,138,3893,70,0
"Alzheimers disease","block","Rep21.Fold1",7773,140,3975,68,0
"Alzheimers disease","block","Rep21.Fold2",7867,138,3881,70,0
"Alzheimers disease","block","Rep21.Fold3",7856,138,3892,70,0
"Alzheimers disease","block","Rep22.Fold1",7842,140,3906,68,0
"Alzheimers disease","block","Rep22.Fold2",7858,138,3890,70,0
"Alzheimers disease","block","Rep22.Fold3",7796,138,3952,70,0
"Alzheimers disease","block","Rep23.Fold1",7862,140,3886,68,0
"Alzheimers disease","block","Rep23.Fold2",7795,138,3953,70,0
"Alzheimers disease","block","Rep23.Fold3",7839,138,3909,70,0
"Alzheimers disease","block","Rep24.Fold1",7848,140,3900,68,0
"Alzheimers disease","block","Rep24.Fold2",7839,138,3909,70,0
"Alzheimers disease","block","Rep24.Fold3",7809,138,3939,70,0
"Alzheimers disease","block","Rep25.Fold1",7808,140,3940,68,0
"Alzheimers disease","block","Rep25.Fold2",7841,138,3907,70,0
"Alzheimers disease","block","Rep25.Fold3",7847,138,3901,70,0
"Alzheimers disease","representative","Rep01.Fold1",7746,136,3878,69,0
"Alzheimers disease","representative","Rep01.Fold2",7758,137,3866,68,0
"Alzheimers disease","representative","Rep01.Fold3",7744,137,3880,68,0
"Alzheimers disease","representative","Rep02.Fold1",7752,137,3872,68,0
"Alzheimers disease","representative","Rep02.Fold2",7748,136,3876,69,0
"Alzheimers disease","representative","Rep02.Fold3",7748,137,3876,68,0
"Alzheimers disease","representative","Rep03.Fold1",7746,137,3878,68,0
"Alzheimers disease","representative","Rep03.Fold2",7752,136,3872,69,0
"Alzheimers disease","representative","Rep03.Fold3",7750,137,3874,68,0
"Alzheimers disease","representative","Rep04.Fold1",7745,137,3879,68,0
"Alzheimers disease","representative","Rep04.Fold2",7751,136,3873,69,0
"Alzheimers disease","representative","Rep04.Fold3",7752,137,3872,68,0
"Alzheimers disease","representative","Rep05.Fold1",7751,137,3873,68,0
"Alzheimers disease","representative","Rep05.Fold2",7755,136,3869,69,0
"Alzheimers disease","representative","Rep05.Fold3",7742,137,3882,68,0
"Alzheimers disease","representative","Rep06.Fold1",7744,136,3880,69,0
"Alzheimers disease","representative","Rep06.Fold2",7754,137,3870,68,0
"Alzheimers disease","representative","Rep06.Fold3",7750,137,3874,68,0
"Alzheimers disease","representative","Rep07.Fold1",7750,137,3874,68,0
"Alzheimers disease","representative","Rep07.Fold2",7755,136,3869,69,0
"Alzheimers disease","representative","Rep07.Fold3",7743,137,3881,68,0
"Alzheimers disease","representative","Rep08.Fold1",7749,137,3875,68,0
"Alzheimers disease","representative","Rep08.Fold2",7752,136,3872,69,0
"Alzheimers disease","representative","Rep08.Fold3",7747,137,3877,68,0
"Alzheimers disease","representative","Rep09.Fold1",7743,136,3881,69,0
"Alzheimers disease","representative","Rep09.Fold2",7762,137,3862,68,0
"Alzheimers disease","representative","Rep09.Fold3",7743,137,3881,68,0
"Alzheimers disease","representative","Rep10.Fold1",7748,137,3876,68,0
"Alzheimers disease","representative","Rep10.Fold2",7751,136,3873,69,0
"Alzheimers disease","representative","Rep10.Fold3",7749,137,3875,68,0
"Alzheimers disease","representative","Rep11.Fold1",7752,136,3872,69,0
"Alzheimers disease","representative","Rep11.Fold2",7748,137,3876,68,0
"Alzheimers disease","representative","Rep11.Fold3",7748,137,3876,68,0
"Alzheimers disease","representative","Rep12.Fold1",7734,136,3890,69,0
"Alzheimers disease","representative","Rep12.Fold2",7761,137,3863,68,0
"Alzheimers disease","representative","Rep12.Fold3",7753,137,3871,68,0
"Alzheimers disease","representative","Rep13.Fold1",7750,137,3874,68,0
"Alzheimers disease","representative","Rep13.Fold2",7753,136,3871,69,0
"Alzheimers disease","representative","Rep13.Fold3",7745,137,3879,68,0
"Alzheimers disease","representative","Rep14.Fold1",7740,137,3884,68,0
"Alzheimers disease","representative","Rep14.Fold2",7754,137,3870,68,0
"Alzheimers disease","representative","Rep14.Fold3",7754,136,3870,69,0
"Alzheimers disease","representative","Rep15.Fold1",7745,136,3879,69,0
"Alzheimers disease","representative","Rep15.Fold2",7750,137,3874,68,0
"Alzheimers disease","representative","Rep15.Fold3",7753,137,3871,68,0
"Alzheimers disease","representative","Rep16.Fold1",7754,137,3870,68,0
"Alzheimers disease","representative","Rep16.Fold2",7745,136,3879,69,0
"Alzheimers disease","representative","Rep16.Fold3",7749,137,3875,68,0
"Alzheimers disease","representative","Rep17.Fold1",7750,137,3874,68,0
"Alzheimers disease","representative","Rep17.Fold2",7749,136,3875,69,0
"Alzheimers disease","representative","Rep17.Fold3",7749,137,3875,68,0
"Alzheimers disease","representative","Rep18.Fold1",7756,136,3868,69,0
"Alzheimers disease","representative","Rep18.Fold2",7746,137,3878,68,0
"Alzheimers disease","representative","Rep18.Fold3",7746,137,3878,68,0
"Alzheimers disease","representative","Rep19.Fold1",7752,136,3872,69,0
"Alzheimers disease","representative","Rep19.Fold2",7746,137,3878,68,0
"Alzheimers disease","representative","Rep19.Fold3",7750,137,3874,68,0
"Alzheimers disease","representative","Rep20.Fold1",7754,137,3870,68,0
"Alzheimers disease","representative","Rep20.Fold2",7745,137,3879,68,0
