"disease","cv_scheme","fold","train_all","train_pos","validation_all","validation_pos","split_complexes"
"allergy","classic","Rep12.Fold2",7832,38,3916,19,7
"allergy","classic","Rep12.Fold3",7832,38,3916,19,4
"allergy","classic","Rep13.Fold1",7832,38,3916,19,4
"allergy","classic","Rep13.Fold2",7832,38,3916,19,5
"allergy","classic","Rep13.Fold3",7832,38,3916,19,7
"allergy","classic","Rep14.Fold1",7832,38,3916,19,6
"allergy","classic","Rep14.Fold2",7832,38,3916,19,7
"allergy","classic","Rep14.Fold3",7832,38,3916,19,4
"allergy","classic","Rep15.Fold1",7832,38,3916,19,6
"allergy","classic","Rep15.Fold2",7832,38,3916,19,5
"allergy","classic","Rep15.Fold3",7832,38,3916,19,5
"allergy","classic","Rep16.Fold1",7832,38,3916,19,7
"allergy","classic","Rep16.Fold2",7832,38,3916,19,3
"allergy","classic","Rep16.Fold3",7832,38,3916,19,6
"allergy","classic","Rep17.Fold1",7832,38,3916,19,4
"allergy","classic","Rep17.Fold2",7832,38,3916,19,6
"allergy","classic","Rep17.Fold3",7832,38,3916,19,8
"allergy","classic","Rep18.Fold1",7832,38,3916,19,5
"allergy","classic","Rep18.Fold2",7832,38,3916,19,4
"allergy","classic","Rep18.Fold3",7832,38,3916,19,7
"allergy","classic","Rep19.Fold1",7832,38,3916,19,4
"allergy","classic","Rep19.Fold2",7832,38,3916,19,7
"allergy","classic","Rep19.Fold3",7832,38,3916,19,5
"allergy","classic","Rep20.Fold1",7832,38,3916,19,5
"allergy","classic","Rep20.Fold2",7832,38,3916,19,4
"allergy","classic","Rep20.Fold3",7832,38,3916,19,3
"allergy","classic","Rep21.Fold1",7832,38,3916,19,7
"allergy","classic","Rep21.Fold2",7832,38,3916,19,7
"allergy","classic","Rep21.Fold3",7832,38,3916,19,4
"allergy","classic","Rep22.Fold1",7832,38,3916,19,7
"allergy","classic","Rep22.Fold2",7832,38,3916,19,6
"allergy","classic","Rep22.Fold3",7832,38,3916,19,6
"allergy","classic","Rep23.Fold1",7832,38,3916,19,3
"allergy","classic","Rep23.Fold2",7832,38,3916,19,4
"allergy","classic","Rep23.Fold3",7832,38,3916,19,3
"allergy","classic","Rep24.Fold1",7832,38,3916,19,7
"allergy","classic","Rep24.Fold2",7832,38,3916,19,2
"allergy","classic","Rep24.Fold3",7832,38,3916,19,9
"allergy","classic","Rep25.Fold1",7832,38,3916,19,6
"allergy","classic","Rep25.Fold2",7832,38,3916,19,5
"allergy","classic","Rep25.Fold3",7832,38,3916,19,3
"allergy","block","Rep01.Fold1",7836,41,3912,16,0
"allergy","block","Rep01.Fold2",7833,36,3915,21,0
"allergy","block","Rep01.Fold3",7827,37,3921,20,0
"allergy","block","Rep02.Fold1",7838,42,3910,15,0
"allergy","block","Rep02.Fold2",7826,35,3922,22,0
"allergy","block","Rep02.Fold3",7832,37,3916,20,0
"allergy","block","Rep03.Fold1",7836,39,3912,18,0
"allergy","block","Rep03.Fold2",7829,38,3919,19,0
"allergy","block","Rep03.Fold3",7831,37,3917,20,0
"allergy","block","Rep04.Fold1",7834,39,3914,18,0
"allergy","block","Rep04.Fold2",7829,38,3919,19,0
"allergy","block","Rep04.Fold3",7833,37,3915,20,0
"allergy","block","Rep05.Fold1",7835,42,3913,15,0
"allergy","block","Rep05.Fold2",7829,35,3919,22,0
"allergy","block","Rep05.Fold3",7832,37,3916,20,0
"allergy","block","Rep06.Fold1",7835,39,3913,18,0
"allergy","block","Rep06.Fold2",7827,38,3921,19,0
"allergy","block","Rep06.Fold3",7834,37,3914,20,0
"allergy","block","Rep07.Fold1",7832,39,3916,18,0
"allergy","block","Rep07.Fold2",7832,38,3916,19,0
"allergy","block","Rep07.Fold3",7832,37,3916,20,0
"allergy","block","Rep08.Fold1",7835,40,3913,17,0
"allergy","block","Rep08.Fold2",7827,37,3921,20,0
"allergy","block","Rep08.Fold3",7834,37,3914,20,0
"allergy","block","Rep09.Fold1",7833,39,3915,18,0
"allergy","block","Rep09.Fold2",7829,38,3919,19,0
"allergy","block","Rep09.Fold3",7834,37,3914,20,0
"allergy","block","Rep10.Fold1",7835,39,3913,18,0
"allergy","block","Rep10.Fold2",7830,40,3918,17,0
"allergy","block","Rep10.Fold3",7831,35,3917,22,0
"allergy","block","Rep11.Fold1",7835,40,3913,17,0
"allergy","block","Rep11.Fold2",7828,37,3920,20,0
"allergy","block","Rep11.Fold3",7833,37,3915,20,0
"allergy","block","Rep12.Fold1",7834,40,3914,17,0
"allergy","block","Rep12.Fold2",7829,37,3919,20,0
"allergy","block","Rep12.Fold3",7833,37,3915,20,0
"allergy","block","Rep13.Fold1",7832,39,3916,18,0
"allergy","block","Rep13.Fold2",7829,38,3919,19,0
"allergy","block","Rep13.Fold3",7835,37,3913,20,0
"allergy","block","Rep14.Fold1",7835,40,3913,17,0
"allergy","block","Rep14.Fold2",7833,37,3915,20,0
"allergy","block","Rep14.Fold3",7828,37,3920,20,0
"allergy","block","Rep15.Fold1",7829,39,3919,18,0
"allergy","block","Rep15.Fold2",7834,38,3914,19,0
"allergy","block","Rep15.Fold3",7833,37,3915,20,0
"allergy","block","Rep16.Fold1",7836,39,3912,18,0
"allergy","block","Rep16.Fold2",7828,38,3920,19,0
"allergy","block","Rep16.Fold3",7832,37,3916,20,0
"allergy","block","Rep17.Fold1",7829,39,3919,18,0
"allergy","block","Rep17.Fold2",7835,38,3913,19,0
"allergy","block","Rep17.Fold3",7832,37,3916,20,0
"allergy","block","Rep18.Fold1",7837,40,3911,17,0
"allergy","block","Rep18.Fold2",7830,37,3918,20,0
"allergy","block","Rep18.Fold3",7829,37,3919,20,0
"allergy","block","Rep19.Fold1",7836,39,3912,18,0
"allergy","block","Rep19.Fold2",7835,39,3913,18,0
"allergy","block","Rep19.Fold3",7825,36,3923,21,0
"allergy","block","Rep20.Fold1",7834,39,3914,18,0
"allergy","block","Rep20.Fold2",7830,38,3918,19,0
"allergy","block","Rep20.Fold3",7832,37,3916,20,0
"allergy","block","Rep21.Fold1",7833,39,3915,18,0
"allergy","block","Rep21.Fold2",7835,38,3913,19,0
"allergy","block","Rep21.Fold3",7828,37,3920,20,0
"allergy","block","Rep22.Fold1",7836,39,3912,18,0
"allergy","block","Rep22.Fold2",7830,38,3918,19,0
"allergy","block","Rep22.Fold3",7830,37,3918,20,0
"allergy","block","Rep23.Fold1",7834,40,3914,17,0
"allergy","block","Rep23.Fold2",7827,37,3921,20,0
"allergy","block","Rep23.Fold3",7835,37,3913,20,0
"allergy","block","Rep24.Fold1",7835,39,3913,18,0
"allergy","block","Rep24.Fold2",7827,38,3921,19,0
"allergy","block","Rep24.Fold3",7834,37,3914,20,0
"allergy","block","Rep25.Fold1",7829,39,3919,18,0
"allergy","block","Rep25.Fold2",7833,38,3915,19,0
"allergy","block","Rep25.Fold3",7834,37,3914,20,0
"allergy","representative","Rep01.Fold1",7820,32,3911,16,0
"allergy","representative","Rep01.Fold2",7821,32,3910,16,0
"allergy","representative","Rep01.Fold3",7821,32,3910,16,0
"allergy","representative","Rep02.Fold1",7820,32,3911,16,0
"allergy","representative","Rep02.Fold2",7821,32,3910,16,0
"allergy","representative","Rep02.Fold3",7821,32,3910,16,0
"allergy","representative","Rep03.Fold1",7821,32,3910,16,0
"allergy","representative","Rep03.Fold2",7819,32,3912,16,0
"allergy","representative","Rep03.Fold3",7822,32,3909,16,0
"allergy","representative","Rep04.Fold1",7819,32,3912,16,0
"allergy","representative","Rep04.Fold2",7823,32,3908,16,0
"allergy","representative","Rep04.Fold3",7820,32,3911,16,0
"allergy","representative","Rep05.Fold1",7820,32,3911,16,0
"allergy","representative","Rep05.Fold2",7819,32,3912,16,0
"allergy","representative","Rep05.Fold3",7823,32,3908,16,0
"allergy","representative","Rep06.Fold1",7822,32,3909,16,0
"allergy","representative","Rep06.Fold2",7820,32,3911,16,0
"allergy","representative","Rep06.Fold3",7820,32,3911,16,0
"allergy","representative","Rep07.Fold1",7821,32,3910,16,0
"allergy","representative","Rep07.Fold2",7824,32,3907,16,0
"allergy","representative","Rep07.Fold3",7817,32,3914,16,0
"allergy","representative","Rep08.Fold1",7820,32,3911,16,0
"allergy","representative","Rep08.Fold2",7821,32,3910,16,0
"allergy","representative","Rep08.Fold3",7821,32,3910,16,0
"allergy","representative","Rep09.Fold1",7821,32,3910,16,0
"allergy","representative","Rep09.Fold2",7817,32,3914,16,0
"allergy","representative","Rep09.Fold3",7824,32,3907,16,0
"allergy","representative","Rep10.Fold1",7821,32,3910,16,0
"allergy","representative","Rep10.Fold2",7824,32,3907,16,0
"allergy","representative","Rep10.Fold3",7817,32,3914,16,0
"allergy","representative","Rep11.Fold1",7819,32,3912,16,0
"allergy","representative","Rep11.Fold2",7820,32,3911,16,0
"allergy","representative","Rep11.Fold3",7823,32,3908,16,0
"allergy","representative","Rep12.Fold1",7819,32,3912,16,0
"allergy","representative","Rep12.Fold2",7819,32,3912,16,0
"allergy","representative","Rep12.Fold3",7824,32,3907,16,0
"allergy","representative","Rep13.Fold1",7823,32,3908,16,0
"allergy","representative","Rep13.Fold2",7818,32,3913,16,0
"allergy","representative","Rep13.Fold3",7821,32,3910,16,0
"allergy","representative","Rep14.Fold1",7822,32,3909,16,0
"allergy","representative","Rep14.Fold2",7820,32,3911,16,0
"allergy","representative","Rep14.Fold3",7820,32,3911,16,0
"allergy","representative","Rep15.Fold1",7823,32,3908,16,0
"allergy","representative","Rep15.Fold2",7821,32,3910,16,0
"allergy","representative","Rep15.Fold3",7818,32,3913,16,0
"allergy","representative","Rep16.Fold1",7821,32,3910,16,0
"allergy","representative","Rep16.Fold2",7821,32,3910,16,0
"allergy","representative","Rep16.Fold3",7820,32,3911,16,0
"allergy","representative","Rep17.Fold1",7822,32,3909,16,0
"allergy","representative","Rep17.Fold2",7820,32,3911,16,0
"allergy","representative","Rep17.Fold3",7820,32,3911,16,0
"allergy","representative","Rep18.Fold1",7820,32,3911,16,0
"allergy","representative","Rep18.Fold2",7821,32,3910,16,0
"allergy","representative","Rep18.Fold3",7821,32,3910,16,0
"allergy","representative","Rep19.Fold1",7821,32,3910,16,0
"allergy","representative","Rep19.Fold2",7817,32,3914,16,0
"allergy","representative","Rep19.Fold3",7824,32,3907,16,0
"allergy","representative","Rep20.Fold1",7820,32,3911,16,0
"allergy","representative","Rep20.Fold2",7821,32,3910,16,0
"allergy","representative","Rep20.Fold3",7821,32,3910,16,0
"allergy","representative","Rep21.Fold1",7822,32,3909,16,0
"allergy","representative","Rep21.Fold2",7819,32,3912,16,0
"allergy","representative","Rep21.Fold3",7821,32,3910,16,0
"allergy","representative","Rep22.Fold1",7819,32,3912,16,0
"allergy","representative","Rep22.Fold2",7820,32,3911,16,0
"allergy","representative","Rep22.Fold3",7823,32,3908,16,0
"allergy","representative","Rep23.Fold1",7822,32,3909,16,0
"allergy","representative","Rep23.Fold2",7821,32,3910,16,0
"allergy","representative","Rep23.Fold3",7819,32,3912,16,0
"allergy","representative","Rep24.Fold1",7824,32,3907,16,0
"allergy","representative","Rep24.Fold2",7819,32,3912,16,0
"allergy","representative","Rep24.Fold3",7819,32,3912,16,0
"allergy","representative","Rep25.Fold1",7819,32,3912,16,0
"allergy","representative","Rep25.Fold2",7823,32,3908,16,0
"allergy","representative","Rep25.Fold3",7820,32,3911,16,0
"Alzheimers disease","classic","Rep01.Fold1",7833,69,3915,34,22
"Alzheimers disease","classic","Rep01.Fold2",7832,69,3916,34,18
"Alzheimers disease","classic","Rep01.Fold3",7831,68,3917,35,14
"Alzheimers disease","classic","Rep02.Fold1",7832,69,3916,34,19
"Alzheimers disease","classic","Rep02.Fold2",7833,69,3915,34,18
"Alzheimers disease","classic","Rep02.Fold3",7831,68,3917,35,18
"Alzheimers disease","classic","Rep03.Fold1",7832,69,3916,34,22
"Alzheimers disease","classic","Rep03.Fold2",7833,69,3915,34,24
"Alzheimers disease","classic","Rep03.Fold3",7831,68,3917,35,15
"Alzheimers disease","classic","Rep04.Fold1",7831,68,3917,35,15
"Alzheimers disease","classic","Rep04.Fold2",7833,69,3915,34,20
"Alzheimers disease","classic","Rep04.Fold3",7832,69,3916,34,22
"Alzheimers disease","classic","Rep05.Fold1",7833,69,3915,34,17
"Alzheimers disease","classic","Rep05.Fold2",7831,68,3917,35,16
"Alzheimers disease","classic","Rep05.Fold3",7832,69,3916,34,14
"Alzheimers disease","classic","Rep06.Fold1",7832,68,3916,35,17
"Alzheimers disease","classic","Rep06.Fold2",7832,69,3916,34,14
"Alzheimers disease","classic","Rep06.Fold3",7832,69,3916,34,20
"Alzheimers disease","classic","Rep07.Fold1",7833,69,3915,34,26
"Alzheimers disease","classic","Rep07.Fold2",7832,69,3916,34,23
"Alzheimers disease","classic","Rep07.Fold3",7831,68,3917,35,13
"Alzheimers disease","classic","Rep08.Fold1",7832,68,3916,35,17
"Alzheimers disease","classic","Rep08.Fold2",7832,69,3916,34,21
"Alzheimers disease","classic","Rep08.Fold3",7832,69,3916,34,17
"Alzheimers disease","classic","Rep09.Fold1",7832,69,3916,34,22
"Alzheimers disease","classic","Rep09.Fold2",7833,69,3915,34,28
"Alzheimers disease","classic","Rep09.Fold3",7831,68,3917,35,21
"Alzheimers disease","classic","Rep10.Fold1",7833,69,3915,34,20
"Alzheimers disease","classic","Rep10.Fold2",7831,68,3917,35,20
"Alzheimers disease","classic","Rep10.Fold3",7832,69,3916,34,17
"Alzheimers disease","classic","Rep11.Fold1",7832,69,3916,34,23
"Alzheimers disease","classic","Rep11.Fold2",7832,69,3916,34,19
"Alzheimers disease","classic","Rep11.Fold3",7832,68,3916,35,17
"Alzheimers disease","classic","Rep12.Fold1",7832,69,3916,34,23
"Alzheimers disease","classic","Rep12.Fold2",7833,69,3915,34,18
"Alzheimers disease","classic","Rep12.Fold3",7831,68,3917,35,19
"Alzheimers disease","classic","Rep13.Fold1",7832,69,3916,34,21
"Alzheimers disease","classic","Rep13.Fold2",7832,69,3916,34,19
"Alzheimers disease","classic","Rep13.Fold3",7832,68,3916,35,23
"Alzheimers disease","classic","Rep14.Fold1",7832,69,3916,34,22
"Alzheimers disease","classic","Rep14.Fold2",7831,68,3917,35,20
"Alzheimers disease","classic","Rep14.Fold3",7833,69,3915,34,19
"Alzheimers disease","classic","Rep15.Fold1",7833,69,3915,34,16
"Alzheimers disease","classic","Rep15.Fold2",7832,69,3916,34,22
"Alzheimers disease","classic","Rep15.Fold3",7831,68,3917,35,19
"Alzheimers disease","classic","Rep16.Fold1",7833,69,3915,34,22
"Alzheimers disease","classic","Rep16.Fold2",7831,68,3917,35,13
"Alzheimers disease","classic","Rep16.Fold3",7832,69,3916,34,18
"Alzheimers disease","classic","Rep17.Fold1",7831,68,3917,35,15
"Alzheimers disease","classic","Rep17.Fold2",7832,69,3916,34,10
"Alzheimers disease","classic","Rep17.Fold3",7833,69,3915,34,23
"Alzheimers disease","classic","Rep18.Fold1",7833,69,3915,34,17
"Alzheimers disease","classic","Rep18.Fold2",7832,69,3916,34,21
"Alzheimers disease","classic","Rep18.Fold3",7831,68,3917,35,16
"Alzheimers disease","classic","Rep19.Fold1",7832,69,3916,34,24
"Alzheimers disease","classic","Rep19.Fold2",7831,68,3917,35,21
"Alzheimers disease","classic","Rep19.Fold3",7833,69,3915,34,13
"Alzheimers disease","classic","Rep20.Fold1",7832,69,3916,34,24
"Alzheimers disease","classic","Rep20.Fold2",7831,68,3917,35,14
"Alzheimers disease","classic","Rep20.Fold3",7833,69,3915,34,23
"Alzheimers disease","classic","Rep21.Fold1",7831,68,3917,35,14
"Alzheimers disease","classic","Rep21.Fold2",7833,69,3915,34,20
"Alzheimers disease","classic","Rep21.Fold3",7832,69,3916,34,25
"Alzheimers disease","classic","Rep22.Fold1",7832,69,3916,34,26
"Alzheimers disease","classic","Rep22.Fold2",7832,68,3916,35,17
"Alzheimers disease","classic","Rep22.Fold3",7832,69,3916,34,25
"Alzheimers disease","classic","Rep23.Fold1",7832,68,3916,35,18
"Alzheimers disease","classic","Rep23.Fold2",7832,69,3916,34,21
"Alzheimers disease","classic","Rep23.Fold3",7832,69,3916,34,12
"Alzheimers disease","classic","Rep24.Fold1",7832,68,3916,35,17
"Alzheimers disease","classic","Rep24.Fold2",7832,69,3916,34,16
"Alzheimers disease","classic","Rep24.Fold3",7832,69,3916,34,20
"Alzheimers disease","classic","Rep25.Fold1",7831,68,3917,35,23
"Alzheimers disease","classic","Rep25.Fold2",7833,69,3915,34,14
"Alzheimers disease","classic","Rep25.Fold3",7832,69,3916,34,15
"Alzheimers disease","block","Rep01.Fold1",7835,70,3913,33,0
"Alzheimers disease","block","Rep01.Fold2",7828,68,3920,35,0
"Alzheimers disease","block","Rep01.Fold3",7833,68,3915,35,0
"Alzheimers disease","block","Rep02.Fold1",7838,75,3910,28,0
"Alzheimers disease","block","Rep02.Fold2",7830,64,3918,39,0
"Alzheimers disease","block","Rep02.Fold3",7828,67,3920,36,0
"Alzheimers disease","block","Rep03.Fold1",7829,70,3919,33,0
"Alzheimers disease","block","Rep03.Fold2",7835,68,3913,35,0
"Alzheimers disease","block","Rep03.Fold3",7832,68,3916,35,0
"Alzheimers disease","block","Rep04.Fold1",7830,70,3918,33,0
"Alzheimers disease","block","Rep04.Fold2",7834,68,3914,35,0
"Alzheimers disease","block","Rep04.Fold3",7832,68,3916,35,0
"Alzheimers disease","block","Rep05.Fold1",7837,70,3911,33,0
"Alzheimers disease","block","Rep05.Fold2",7826,68,3922,35,0
"Alzheimers disease","block","Rep05.Fold3",7833,68,3915,35,0
"Alzheimers disease","block","Rep06.Fold1",7837,71,3911,32,0
"Alzheimers disease","block","Rep06.Fold2",7832,67,3916,36,0
"Alzheimers disease","block","Rep06.Fold3",7827,68,3921,35,0
"Alzheimers disease","block","Rep07.Fold1",7830,71,3918,32,0
"Alzheimers disease","block","Rep07.Fold2",7834,68,3914,35,0
"Alzheimers disease","block","Rep07.Fold3",7832,67,3916,36,0
"Alzheimers disease","block","Rep08.Fold1",7838,72,3910,31,0
"Alzheimers disease","block","Rep08.Fold2",7826,67,3922,36,0
"Alzheimers disease","block","Rep08.Fold3",7832,67,3916,36,0
"Alzheimers disease","block","Rep09.Fold1",7833,70,3915,33,0
"Alzheimers disease","block","Rep09.Fold2",7829,68,3919,35,0
"Alzheimers disease","block","Rep09.Fold3",7834,68,3914,35,0
"Alzheimers disease","block","Rep10.Fold1",7831,72,3917,31,0
"Alzheimers disease","block","Rep10.Fold2",7832,66,3916,37,0
"Alzheimers disease","block","Rep10.Fold3",7833,68,3915,35,0
"Alzheimers disease","block","Rep11.Fold1",7829,70,3919,33,0
"Alzheimers disease","block","Rep11.Fold2",7834,68,3914,35,0
"Alzheimers disease","block","Rep11.Fold3",7833,68,3915,35,0
"Alzheimers disease","block","Rep12.Fold1",7836,72,3912,31,0
"Alzheimers disease","block","Rep12.Fold2",7835,70,3913,33,0
"Alzheimers disease","block","Rep12.Fold3",7825,64,3923,39,0
"Alzheimers disease","block","Rep13.Fold1",7841,80,3907,23,0
"Alzheimers disease","block","Rep13.Fold2",7823,58,3925,45,0
"Alzheimers disease","block","Rep13.Fold3",7832,68,3916,35,0
"Alzheimers disease","block","Rep14.Fold1",7828,70,3920,33,0
"Alzheimers disease","block","Rep14.Fold2",7836,72,3912,31,0
"Alzheimers disease","block","Rep14.Fold3",7832,64,3916,39,0
"Alzheimers disease","block","Rep15.Fold1",7835,70,3913,33,0
"Alzheimers disease","block","Rep15.Fold2",7833,68,3915,35,0
"Alzheimers disease","block","Rep15.Fold3",7828,68,3920,35,0
"Alzheimers disease","block","Rep16.Fold1",7833,72,3915,31,0
"Alzheimers disease","block","Rep16.Fold2",7831,66,3917,37,0
"Alzheimers disease","block","Rep16.Fold3",7832,68,3916,35,0
"Alzheimers disease","block","Rep17.Fold1",7836,73,3912,30,0
"Alzheimers disease","block","Rep17.Fold2",7837,70,3911,33,0
"Alzheimers disease","block","Rep17.Fold3",7823,63,3925,40,0
"Alzheimers disease","block","Rep18.Fold1",7836,70,3912,33,0
"Alzheimers disease","block","Rep18.Fold2",7845,80,3903,23,0
"Alzheimers disease","block","Rep18.Fold3",7815,56,3933,47,0
"Alzheimers disease","block","Rep19.Fold1",7836,71,3912,32,0
"Alzheimers disease","block","Rep19.Fold2",7827,67,3921,36,0
"Alzheimers disease","block","Rep19.Fold3",7833,68,3915,35,0
"Alzheimers disease","block","Rep20.Fold1",7830,70,3918,33,0
"Alzheimers disease","block","Rep20.Fold2",7845,79,3903,24,0
"Alzheimers disease","block","Rep20.Fold3",7821,57,3927,46,0
"Alzheimers disease","block","Rep21.Fold1",7835,75,3913,28,0
"Alzheimers disease","block","Rep21.Fold2",7833,68,3915,35,0
"Alzheimers disease","block","Rep21.Fold3",7828,63,3920,40,0
"Alzheimers disease","block","Rep22.Fold1",7830,70,3918,33,0
"Alzheimers disease","block","Rep22.Fold2",7837,70,3911,33,0
"Alzheimers disease","block","Rep22.Fold3",7829,66,3919,37,0
"Alzheimers disease","block","Rep23.Fold1",7839,75,3909,28,0
"Alzheimers disease","block","Rep23.Fold2",7830,63,3918,40,0
"Alzheimers disease","block","Rep23.Fold3",7827,68,3921,35,0
"Alzheimers disease","block","Rep24.Fold1",7834,70,3914,33,0
"Alzheimers disease","block","Rep24.Fold2",7840,78,3908,25,0
"Alzheimers disease","block","Rep24.Fold3",7822,58,3926,45,0
"Alzheimers disease","block","Rep25.Fold1",7835,71,3913,32,0
"Alzheimers disease","block","Rep25.Fold2",7838,79,3910,24,0
"Alzheimers disease","block","Rep25.Fold3",7823,56,3925,47,0
"Alzheimers disease","representative","Rep01.Fold1",7806,48,3903,24,0
"Alzheimers disease","representative","Rep01.Fold2",7809,48,3900,24,0
"Alzheimers disease","representative","Rep01.Fold3",7803,48,3906,24,0
"Alzheimers disease","representative","Rep02.Fold1",7806,48,3903,24,0
"Alzheimers disease","representative","Rep02.Fold2",7806,48,3903,24,0
"Alzheimers disease","representative","Rep02.Fold3",7806,48,3903,24,0
"Alzheimers disease","representative","Rep03.Fold1",7806,48,3903,24,0
"Alzheimers disease","representative","Rep03.Fold2",7809,48,3900,24,0
"Alzheimers disease","representative","Rep03.Fold3",7803,48,3906,24,0
"Alzheimers disease","representative","Rep04.Fold1",7810,48,3899,24,0
"Alzheimers disease","representative","Rep04.Fold2",7800,48,3909,24,0
"Alzheimers disease","representative","Rep04.Fold3",7808,48,3901,24,0
"Alzheimers disease","representative","Rep05.Fold1",7808,48,3901,24,0
"Alzheimers disease","representative","Rep05.Fold2",7806,48,3903,24,0
"Alzheimers disease","representative","Rep05.Fold3",7804,48,3905,24,0
"Alzheimers disease","representative","Rep06.Fold1",7805,48,3904,24,0
"Alzheimers disease","representative","Rep06.Fold2",7809,48,3900,24,0
"Alzheimers disease","representative","Rep06.Fold3",7804,48,3905,24,0
"Alzheimers disease","representative","Rep07.Fold1",7802,48,3907,24,0
"Alzheimers disease","representative","Rep07.Fold2",7807,48,3902,24,0
"Alzheimers disease","representative","Rep07.Fold3",7809,48,3900,24,0
"Alzheimers disease","representative","Rep08.Fold1",7806,48,3903,24,0
"Alzheimers disease","representative","Rep08.Fold2",7808,48,3901,24,0
"Alzheimers disease","representative","Rep08.Fold3",7804,48,3905,24,0
"Alzheimers disease","representative","Rep09.Fold1",7807,48,3902,24,0
"Alzheimers disease","representative","Rep09.Fold2",7805,48,3904,24,0
"Alzheimers disease","representative","Rep09.Fold3",7806,48,3903,24,0
"Alzheimers disease","representative","Rep10.Fold1",7804,48,3905,24,0
"Alzheimers disease","representative","Rep10.Fold2",7805,48,3904,24,0
"Alzheimers disease","representative","Rep10.Fold3",7809,48,3900,24,0
"Alzheimers disease","representative","Rep11.Fold1",7807,48,3902,24,0
"Alzheimers disease","representative","Rep11.Fold2",7806,48,3903,24,0
"Alzheimers disease","representative","Rep11.Fold3",7805,48,3904,24,0
"Alzheimers disease","representative","Rep12.Fold1",7802,48,3907,24,0
"Alzheimers disease","representative","Rep12.Fold2",7807,48,3902,24,0
"Alzheimers disease","representative","Rep12.Fold3",7809,48,3900,24,0
"Alzheimers disease","representative","Rep13.Fold1",7801,48,3908,24,0
"Alzheimers disease","representative","Rep13.Fold2",7803,48,3906,24,0
"Alzheimers disease","representative","Rep13.Fold3",7814,48,3895,24,0
"Alzheimers disease","representative","Rep14.Fold1",7809,48,3900,24,0
"Alzheimers disease","representative","Rep14.Fold2",7804,48,3905,24,0
"Alzheimers disease","representative","Rep14.Fold3",7805,48,3904,24,0
"Alzheimers disease","representative","Rep15.Fold1",7806,48,3903,24,0
"Alzheimers disease","representative","Rep15.Fold2",7807,48,3902,24,0
"Alzheimers disease","representative","Rep15.Fold3",7805,48,3904,24,0
"Alzheimers disease","representative","Rep16.Fold1",7803,48,3906,24,0
"Alzheimers disease","representative","Rep16.Fold2",7811,48,3898,24,0
"Alzheimers disease","representative","Rep16.Fold3",7804,48,3905,24,0
"Alzheimers disease","representative","Rep17.Fold1",7807,48,3902,24,0
"Alzheimers disease","representative","Rep17.Fold2",7801,48,3908,24,0
"Alzheimers disease","representative","Rep17.Fold3",7810,48,3899,24,0
"Alzheimers disease","representative","Rep18.Fold1",7811,48,3898,24,0
"Alzheimers disease","representative","Rep18.Fold2",7807,48,3902,24,0
"Alzheimers disease","representative","Rep18.Fold3",7800,48,3909,24,0
"Alzheimers disease","representative","Rep19.Fold1",7803,48,3906,24,0
"Alzheimers disease","representative","Rep19.Fold2",7804,48,3905,24,0
"Alzheimers disease","representative","Rep19.Fold3",7811,48,3898,24,0
"Alzheimers disease","representative","Rep20.Fold1",7810,48,3899,24,0
"Alzheimers disease","representative","Rep20.Fold2",7803,48,3906,24,0
