"disease","cv_scheme","fold","train_all","train_pos","validation_all","validation_pos","split_complexes"
"allergy","classic","Rep25.Fold1",5720,36,2860,18,4
"allergy","classic","Rep25.Fold2",5720,36,2860,18,3
"allergy","classic","Rep25.Fold3",5720,36,2860,18,1
"allergy","block","Rep01.Fold1",5716,37,2864,17,0
"allergy","block","Rep01.Fold2",5723,36,2857,18,0
"allergy","block","Rep01.Fold3",5721,35,2859,19,0
"allergy","block","Rep02.Fold1",5726,38,2854,16,0
"allergy","block","Rep02.Fold2",5715,35,2865,19,0
"allergy","block","Rep02.Fold3",5719,35,2861,19,0
"allergy","block","Rep03.Fold1",5718,38,2862,16,0
"allergy","block","Rep03.Fold2",5721,35,2859,19,0
"allergy","block","Rep03.Fold3",5721,35,2859,19,0
"allergy","block","Rep04.Fold1",5723,37,2857,17,0
"allergy","block","Rep04.Fold2",5723,36,2857,18,0
"allergy","block","Rep04.Fold3",5714,35,2866,19,0
"allergy","block","Rep05.Fold1",5717,38,2863,16,0
"allergy","block","Rep05.Fold2",5721,35,2859,19,0
"allergy","block","Rep05.Fold3",5722,35,2858,19,0
"allergy","block","Rep06.Fold1",5723,37,2857,17,0
"allergy","block","Rep06.Fold2",5716,36,2864,18,0
"allergy","block","Rep06.Fold3",5721,35,2859,19,0
"allergy","block","Rep07.Fold1",5724,38,2856,16,0
"allergy","block","Rep07.Fold2",5720,35,2860,19,0
"allergy","block","Rep07.Fold3",5716,35,2864,19,0
"allergy","block","Rep08.Fold1",5722,37,2858,17,0
"allergy","block","Rep08.Fold2",5724,37,2856,17,0
"allergy","block","Rep08.Fold3",5714,34,2866,20,0
"allergy","block","Rep09.Fold1",5723,37,2857,17,0
"allergy","block","Rep09.Fold2",5722,36,2858,18,0
"allergy","block","Rep09.Fold3",5715,35,2865,19,0
"allergy","block","Rep10.Fold1",5723,37,2857,17,0
"allergy","block","Rep10.Fold2",5722,36,2858,18,0
"allergy","block","Rep10.Fold3",5715,35,2865,19,0
"allergy","block","Rep11.Fold1",5719,37,2861,17,0
"allergy","block","Rep11.Fold2",5721,36,2859,18,0
"allergy","block","Rep11.Fold3",5720,35,2860,19,0
"allergy","block","Rep12.Fold1",5715,37,2865,17,0
"allergy","block","Rep12.Fold2",5723,36,2857,18,0
"allergy","block","Rep12.Fold3",5722,35,2858,19,0
"allergy","block","Rep13.Fold1",5725,38,2855,16,0
"allergy","block","Rep13.Fold2",5714,35,2866,19,0
"allergy","block","Rep13.Fold3",5721,35,2859,19,0
"allergy","block","Rep14.Fold1",5722,37,2858,17,0
"allergy","block","Rep14.Fold2",5724,36,2856,18,0
"allergy","block","Rep14.Fold3",5714,35,2866,19,0
"allergy","block","Rep15.Fold1",5725,39,2855,15,0
"allergy","block","Rep15.Fold2",5715,34,2865,20,0
"allergy","block","Rep15.Fold3",5720,35,2860,19,0
"allergy","block","Rep16.Fold1",5716,37,2864,17,0
"allergy","block","Rep16.Fold2",5723,36,2857,18,0
"allergy","block","Rep16.Fold3",5721,35,2859,19,0
"allergy","block","Rep17.Fold1",5718,37,2862,17,0
"allergy","block","Rep17.Fold2",5722,36,2858,18,0
"allergy","block","Rep17.Fold3",5720,35,2860,19,0
"allergy","block","Rep18.Fold1",5722,37,2858,17,0
"allergy","block","Rep18.Fold2",5722,36,2858,18,0
"allergy","block","Rep18.Fold3",5716,35,2864,19,0
"allergy","block","Rep19.Fold1",5723,37,2857,17,0
"allergy","block","Rep19.Fold2",5722,36,2858,18,0
"allergy","block","Rep19.Fold3",5715,35,2865,19,0
"allergy","block","Rep20.Fold1",5717,38,2863,16,0
"allergy","block","Rep20.Fold2",5722,35,2858,19,0
"allergy","block","Rep20.Fold3",5721,35,2859,19,0
"allergy","block","Rep21.Fold1",5716,37,2864,17,0
"allergy","block","Rep21.Fold2",5722,36,2858,18,0
"allergy","block","Rep21.Fold3",5722,35,2858,19,0
"allergy","block","Rep22.Fold1",5724,37,2856,17,0
"allergy","block","Rep22.Fold2",5722,36,2858,18,0
"allergy","block","Rep22.Fold3",5714,35,2866,19,0
"allergy","block","Rep23.Fold1",5727,39,2853,15,0
"allergy","block","Rep23.Fold2",5718,34,2862,20,0
"allergy","block","Rep23.Fold3",5715,35,2865,19,0
"allergy","block","Rep24.Fold1",5716,37,2864,17,0
"allergy","block","Rep24.Fold2",5723,38,2857,16,0
"allergy","block","Rep24.Fold3",5721,33,2859,21,0
"allergy","block","Rep25.Fold1",5719,37,2861,17,0
"allergy","block","Rep25.Fold2",5721,36,2859,18,0
"allergy","block","Rep25.Fold3",5720,35,2860,19,0
"allergy","representative","Rep01.Fold1",5709,31,2854,15,0
"allergy","representative","Rep01.Fold2",5711,30,2852,16,0
"allergy","representative","Rep01.Fold3",5706,31,2857,15,0
"allergy","representative","Rep02.Fold1",5708,30,2855,16,0
"allergy","representative","Rep02.Fold2",5712,31,2851,15,0
"allergy","representative","Rep02.Fold3",5706,31,2857,15,0
"allergy","representative","Rep03.Fold1",5710,31,2853,15,0
"allergy","representative","Rep03.Fold2",5706,31,2857,15,0
"allergy","representative","Rep03.Fold3",5710,30,2853,16,0
"allergy","representative","Rep04.Fold1",5712,31,2851,15,0
"allergy","representative","Rep04.Fold2",5709,31,2854,15,0
"allergy","representative","Rep04.Fold3",5705,30,2858,16,0
"allergy","representative","Rep05.Fold1",5712,31,2851,15,0
"allergy","representative","Rep05.Fold2",5706,30,2857,16,0
"allergy","representative","Rep05.Fold3",5708,31,2855,15,0
"allergy","representative","Rep06.Fold1",5705,31,2858,15,0
"allergy","representative","Rep06.Fold2",5708,30,2855,16,0
"allergy","representative","Rep06.Fold3",5713,31,2850,15,0
"allergy","representative","Rep07.Fold1",5710,31,2853,15,0
"allergy","representative","Rep07.Fold2",5709,31,2854,15,0
"allergy","representative","Rep07.Fold3",5707,30,2856,16,0
"allergy","representative","Rep08.Fold1",5707,30,2856,16,0
"allergy","representative","Rep08.Fold2",5706,31,2857,15,0
"allergy","representative","Rep08.Fold3",5713,31,2850,15,0
"allergy","representative","Rep09.Fold1",5705,30,2858,16,0
"allergy","representative","Rep09.Fold2",5711,31,2852,15,0
"allergy","representative","Rep09.Fold3",5710,31,2853,15,0
"allergy","representative","Rep10.Fold1",5708,31,2855,15,0
"allergy","representative","Rep10.Fold2",5709,30,2854,16,0
"allergy","representative","Rep10.Fold3",5709,31,2854,15,0
"allergy","representative","Rep11.Fold1",5708,31,2855,15,0
"allergy","representative","Rep11.Fold2",5706,30,2857,16,0
"allergy","representative","Rep11.Fold3",5712,31,2851,15,0
"allergy","representative","Rep12.Fold1",5708,31,2855,15,0
"allergy","representative","Rep12.Fold2",5708,30,2855,16,0
"allergy","representative","Rep12.Fold3",5710,31,2853,15,0
"allergy","representative","Rep13.Fold1",5707,30,2856,16,0
"allergy","representative","Rep13.Fold2",5713,31,2850,15,0
"allergy","representative","Rep13.Fold3",5706,31,2857,15,0
"allergy","representative","Rep14.Fold1",5711,31,2852,15,0
"allergy","representative","Rep14.Fold2",5708,30,2855,16,0
"allergy","representative","Rep14.Fold3",5707,31,2856,15,0
"allergy","representative","Rep15.Fold1",5709,31,2854,15,0
"allergy","representative","Rep15.Fold2",5711,31,2852,15,0
"allergy","representative","Rep15.Fold3",5706,30,2857,16,0
"allergy","representative","Rep16.Fold1",5710,30,2853,16,0
"allergy","representative","Rep16.Fold2",5707,31,2856,15,0
"allergy","representative","Rep16.Fold3",5709,31,2854,15,0
"allergy","representative","Rep17.Fold1",5707,31,2856,15,0
"allergy","representative","Rep17.Fold2",5710,30,2853,16,0
"allergy","representative","Rep17.Fold3",5709,31,2854,15,0
"allergy","representative","Rep18.Fold1",5709,30,2854,16,0
"allergy","representative","Rep18.Fold2",5709,31,2854,15,0
"allergy","representative","Rep18.Fold3",5708,31,2855,15,0
"allergy","representative","Rep19.Fold1",5710,31,2853,15,0
"allergy","representative","Rep19.Fold2",5706,31,2857,15,0
"allergy","representative","Rep19.Fold3",5710,30,2853,16,0
"allergy","representative","Rep20.Fold1",5711,31,2852,15,0
"allergy","representative","Rep20.Fold2",5708,31,2855,15,0
"allergy","representative","Rep20.Fold3",5707,30,2856,16,0
"allergy","representative","Rep21.Fold1",5709,31,2854,15,0
"allergy","representative","Rep21.Fold2",5708,30,2855,16,0
"allergy","representative","Rep21.Fold3",5709,31,2854,15,0
"allergy","representative","Rep22.Fold1",5707,31,2856,15,0
"allergy","representative","Rep22.Fold2",5706,30,2857,16,0
"allergy","representative","Rep22.Fold3",5713,31,2850,15,0
"allergy","representative","Rep23.Fold1",5707,30,2856,16,0
"allergy","representative","Rep23.Fold2",5711,31,2852,15,0
"allergy","representative","Rep23.Fold3",5708,31,2855,15,0
"allergy","representative","Rep24.Fold1",5706,31,2857,15,0
"allergy","representative","Rep24.Fold2",5711,31,2852,15,0
"allergy","representative","Rep24.Fold3",5709,30,2854,16,0
"allergy","representative","Rep25.Fold1",5708,31,2855,15,0
"allergy","representative","Rep25.Fold2",5709,31,2854,15,0
"allergy","representative","Rep25.Fold3",5709,30,2854,16,0
"Alzheimers disease","classic","Rep01.Fold1",5719,61,2861,31,18
"Alzheimers disease","classic","Rep01.Fold2",5721,62,2859,30,19
"Alzheimers disease","classic","Rep01.Fold3",5720,61,2860,31,12
"Alzheimers disease","classic","Rep02.Fold1",5720,61,2860,31,11
"Alzheimers disease","classic","Rep02.Fold2",5720,62,2860,30,18
"Alzheimers disease","classic","Rep02.Fold3",5720,61,2860,31,17
"Alzheimers disease","classic","Rep03.Fold1",5719,61,2861,31,13
"Alzheimers disease","classic","Rep03.Fold2",5720,61,2860,31,16
"Alzheimers disease","classic","Rep03.Fold3",5721,62,2859,30,22
"Alzheimers disease","classic","Rep04.Fold1",5721,62,2859,30,9
"Alzheimers disease","classic","Rep04.Fold2",5719,61,2861,31,19
"Alzheimers disease","classic","Rep04.Fold3",5720,61,2860,31,16
"Alzheimers disease","classic","Rep05.Fold1",5720,61,2860,31,18
"Alzheimers disease","classic","Rep05.Fold2",5720,61,2860,31,10
"Alzheimers disease","classic","Rep05.Fold3",5720,62,2860,30,21
"Alzheimers disease","classic","Rep06.Fold1",5720,61,2860,31,17
"Alzheimers disease","classic","Rep06.Fold2",5720,62,2860,30,16
"Alzheimers disease","classic","Rep06.Fold3",5720,61,2860,31,7
"Alzheimers disease","classic","Rep07.Fold1",5720,61,2860,31,10
"Alzheimers disease","classic","Rep07.Fold2",5720,61,2860,31,19
"Alzheimers disease","classic","Rep07.Fold3",5720,62,2860,30,16
"Alzheimers disease","classic","Rep08.Fold1",5720,61,2860,31,19
"Alzheimers disease","classic","Rep08.Fold2",5720,62,2860,30,19
"Alzheimers disease","classic","Rep08.Fold3",5720,61,2860,31,16
"Alzheimers disease","classic","Rep09.Fold1",5720,62,2860,30,17
"Alzheimers disease","classic","Rep09.Fold2",5720,61,2860,31,19
"Alzheimers disease","classic","Rep09.Fold3",5720,61,2860,31,18
"Alzheimers disease","classic","Rep10.Fold1",5720,61,2860,31,16
"Alzheimers disease","classic","Rep10.Fold2",5720,62,2860,30,15
"Alzheimers disease","classic","Rep10.Fold3",5720,61,2860,31,18
"Alzheimers disease","classic","Rep11.Fold1",5719,61,2861,31,20
"Alzheimers disease","classic","Rep11.Fold2",5720,61,2860,31,16
"Alzheimers disease","classic","Rep11.Fold3",5721,62,2859,30,17
"Alzheimers disease","classic","Rep12.Fold1",5720,62,2860,30,21
"Alzheimers disease","classic","Rep12.Fold2",5720,61,2860,31,18
"Alzheimers disease","classic","Rep12.Fold3",5720,61,2860,31,8
"Alzheimers disease","classic","Rep13.Fold1",5720,61,2860,31,9
"Alzheimers disease","classic","Rep13.Fold2",5720,61,2860,31,18
"Alzheimers disease","classic","Rep13.Fold3",5720,62,2860,30,18
"Alzheimers disease","classic","Rep14.Fold1",5721,62,2859,30,14
"Alzheimers disease","classic","Rep14.Fold2",5720,61,2860,31,13
"Alzheimers disease","classic","Rep14.Fold3",5719,61,2861,31,12
"Alzheimers disease","classic","Rep15.Fold1",5720,61,2860,31,13
"Alzheimers disease","classic","Rep15.Fold2",5721,62,2859,30,13
"Alzheimers disease","classic","Rep15.Fold3",5719,61,2861,31,14
"Alzheimers disease","classic","Rep16.Fold1",5720,61,2860,31,19
"Alzheimers disease","classic","Rep16.Fold2",5720,62,2860,30,14
"Alzheimers disease","classic","Rep16.Fold3",5720,61,2860,31,16
"Alzheimers disease","classic","Rep17.Fold1",5720,61,2860,31,20
"Alzheimers disease","classic","Rep17.Fold2",5720,61,2860,31,19
"Alzheimers disease","classic","Rep17.Fold3",5720,62,2860,30,16
"Alzheimers disease","classic","Rep18.Fold1",5721,62,2859,30,15
"Alzheimers disease","classic","Rep18.Fold2",5720,61,2860,31,21
"Alzheimers disease","classic","Rep18.Fold3",5719,61,2861,31,13
"Alzheimers disease","classic","Rep19.Fold1",5719,61,2861,31,13
"Alzheimers disease","classic","Rep19.Fold2",5721,62,2859,30,17
"Alzheimers disease","classic","Rep19.Fold3",5720,61,2860,31,22
"Alzheimers disease","classic","Rep20.Fold1",5721,62,2859,30,17
"Alzheimers disease","classic","Rep20.Fold2",5719,61,2861,31,18
"Alzheimers disease","classic","Rep20.Fold3",5720,61,2860,31,17
"Alzheimers disease","classic","Rep21.Fold1",5720,61,2860,31,8
"Alzheimers disease","classic","Rep21.Fold2",5719,61,2861,31,19
"Alzheimers disease","classic","Rep21.Fold3",5721,62,2859,30,17
"Alzheimers disease","classic","Rep22.Fold1",5720,61,2860,31,12
"Alzheimers disease","classic","Rep22.Fold2",5720,62,2860,30,14
"Alzheimers disease","classic","Rep22.Fold3",5720,61,2860,31,13
"Alzheimers disease","classic","Rep23.Fold1",5720,62,2860,30,10
"Alzheimers disease","classic","Rep23.Fold2",5720,61,2860,31,16
"Alzheimers disease","classic","Rep23.Fold3",5720,61,2860,31,13
"Alzheimers disease","classic","Rep24.Fold1",5720,61,2860,31,16
"Alzheimers disease","classic","Rep24.Fold2",5719,61,2861,31,16
"Alzheimers disease","classic","Rep24.Fold3",5721,62,2859,30,10
"Alzheimers disease","classic","Rep25.Fold1",5720,61,2860,31,15
"Alzheimers disease","classic","Rep25.Fold2",5719,61,2861,31,15
"Alzheimers disease","classic","Rep25.Fold3",5721,62,2859,30,19
"Alzheimers disease","block","Rep01.Fold1",5710,62,2870,30,0
"Alzheimers disease","block","Rep01.Fold2",5727,62,2853,30,0
"Alzheimers disease","block","Rep01.Fold3",5723,60,2857,32,0
"Alzheimers disease","block","Rep02.Fold1",5714,62,2866,30,0
"Alzheimers disease","block","Rep02.Fold2",5732,66,2848,26,0
"Alzheimers disease","block","Rep02.Fold3",5714,56,2866,36,0
"Alzheimers disease","block","Rep03.Fold1",5714,62,2866,30,0
"Alzheimers disease","block","Rep03.Fold2",5723,63,2857,29,0
"Alzheimers disease","block","Rep03.Fold3",5723,59,2857,33,0
"Alzheimers disease","block","Rep04.Fold1",5723,62,2857,30,0
"Alzheimers disease","block","Rep04.Fold2",5725,62,2855,30,0
"Alzheimers disease","block","Rep04.Fold3",5712,60,2868,32,0
"Alzheimers disease","block","Rep05.Fold1",5712,62,2868,30,0
"Alzheimers disease","block","Rep05.Fold2",5725,62,2855,30,0
"Alzheimers disease","block","Rep05.Fold3",5723,60,2857,32,0
"Alzheimers disease","block","Rep06.Fold1",5727,62,2853,30,0
"Alzheimers disease","block","Rep06.Fold2",5722,62,2858,30,0
"Alzheimers disease","block","Rep06.Fold3",5711,60,2869,32,0
"Alzheimers disease","block","Rep07.Fold1",5709,62,2871,30,0
"Alzheimers disease","block","Rep07.Fold2",5726,62,2854,30,0
"Alzheimers disease","block","Rep07.Fold3",5725,60,2855,32,0
"Alzheimers disease","block","Rep08.Fold1",5714,62,2866,30,0
"Alzheimers disease","block","Rep08.Fold2",5729,65,2851,27,0
"Alzheimers disease","block","Rep08.Fold3",5717,57,2863,35,0
"Alzheimers disease","block","Rep09.Fold1",5714,62,2866,30,0
"Alzheimers disease","block","Rep09.Fold2",5727,62,2853,30,0
"Alzheimers disease","block","Rep09.Fold3",5719,60,2861,32,0
"Alzheimers disease","block","Rep10.Fold1",5715,62,2865,30,0
"Alzheimers disease","block","Rep10.Fold2",5725,65,2855,27,0
"Alzheimers disease","block","Rep10.Fold3",5720,57,2860,35,0
"Alzheimers disease","block","Rep11.Fold1",5730,66,2850,26,0
"Alzheimers disease","block","Rep11.Fold2",5722,58,2858,34,0
"Alzheimers disease","block","Rep11.Fold3",5708,60,2872,32,0
"Alzheimers disease","block","Rep12.Fold1",5727,62,2853,30,0
"Alzheimers disease","block","Rep12.Fold2",5712,62,2868,30,0
"Alzheimers disease","block","Rep12.Fold3",5721,60,2859,32,0
"Alzheimers disease","block","Rep13.Fold1",5725,62,2855,30,0
"Alzheimers disease","block","Rep13.Fold2",5724,64,2856,28,0
"Alzheimers disease","block","Rep13.Fold3",5711,58,2869,34,0
"Alzheimers disease","block","Rep14.Fold1",5724,62,2856,30,0
"Alzheimers disease","block","Rep14.Fold2",5726,62,2854,30,0
"Alzheimers disease","block","Rep14.Fold3",5710,60,2870,32,0
"Alzheimers disease","block","Rep15.Fold1",5726,62,2854,30,0
"Alzheimers disease","block","Rep15.Fold2",5715,64,2865,28,0
"Alzheimers disease","block","Rep15.Fold3",5719,58,2861,34,0
"Alzheimers disease","block","Rep16.Fold1",5727,62,2853,30,0
"Alzheimers disease","block","Rep16.Fold2",5714,63,2866,29,0
"Alzheimers disease","block","Rep16.Fold3",5719,59,2861,33,0
"Alzheimers disease","block","Rep17.Fold1",5724,62,2856,30,0
"Alzheimers disease","block","Rep17.Fold2",5714,63,2866,29,0
"Alzheimers disease","block","Rep17.Fold3",5722,59,2858,33,0
"Alzheimers disease","block","Rep18.Fold1",5726,62,2854,30,0
"Alzheimers disease","block","Rep18.Fold2",5725,62,2855,30,0
"Alzheimers disease","block","Rep18.Fold3",5709,60,2871,32,0
"Alzheimers disease","block","Rep19.Fold1",5729,65,2851,27,0
"Alzheimers disease","block","Rep19.Fold2",5708,59,2872,33,0
"Alzheimers disease","block","Rep19.Fold3",5723,60,2857,32,0
"Alzheimers disease","block","Rep20.Fold1",5722,62,2858,30,0
"Alzheimers disease","block","Rep20.Fold2",5714,62,2866,30,0
"Alzheimers disease","block","Rep20.Fold3",5724,60,2856,32,0
"Alzheimers disease","block","Rep21.Fold1",5730,65,2850,27,0
"Alzheimers disease","block","Rep21.Fold2",5710,59,2870,33,0
"Alzheimers disease","block","Rep21.Fold3",5720,60,2860,32,0
"Alzheimers disease","block","Rep22.Fold1",5725,62,2855,30,0
"Alzheimers disease","block","Rep22.Fold2",5710,62,2870,30,0
"Alzheimers disease","block","Rep22.Fold3",5725,60,2855,32,0
"Alzheimers disease","block","Rep23.Fold1",5724,64,2856,28,0
"Alzheimers disease","block","Rep23.Fold2",5724,60,2856,32,0
"Alzheimers disease","block","Rep23.Fold3",5712,60,2868,32,0
"Alzheimers disease","block","Rep24.Fold1",5718,66,2862,26,0
"Alzheimers disease","block","Rep24.Fold2",5726,62,2854,30,0
"Alzheimers disease","block","Rep24.Fold3",5716,56,2864,36,0
"Alzheimers disease","block","Rep25.Fold1",5727,63,2853,29,0
"Alzheimers disease","block","Rep25.Fold2",5708,61,2872,31,0
"Alzheimers disease","block","Rep25.Fold3",5725,60,2855,32,0
"Alzheimers disease","representative","Rep01.Fold1",5696,45,2841,22,0
"Alzheimers disease","representative","Rep01.Fold2",5689,45,2848,22,0
"Alzheimers disease","representative","Rep01.Fold3",5689,44,2848,23,0
"Alzheimers disease","representative","Rep02.Fold1",5689,45,2848,22,0
"Alzheimers disease","representative","Rep02.Fold2",5686,44,2851,23,0
"Alzheimers disease","representative","Rep02.Fold3",5699,45,2838,22,0
"Alzheimers disease","representative","Rep03.Fold1",5691,44,2846,23,0
"Alzheimers disease","representative","Rep03.Fold2",5691,45,2846,22,0
"Alzheimers disease","representative","Rep03.Fold3",5692,45,2845,22,0
"Alzheimers disease","representative","Rep04.Fold1",5694,45,2843,22,0
"Alzheimers disease","representative","Rep04.Fold2",5694,44,2843,23,0
"Alzheimers disease","representative","Rep04.Fold3",5686,45,2851,22,0
"Alzheimers disease","representative","Rep05.Fold1",5692,45,2845,22,0
"Alzheimers disease","representative","Rep05.Fold2",5691,45,2846,22,0
"Alzheimers disease","representative","Rep05.Fold3",5691,44,2846,23,0
"Alzheimers disease","representative","Rep06.Fold1",5681,44,2856,23,0
"Alzheimers disease","representative","Rep06.Fold2",5698,45,2839,22,0
"Alzheimers disease","representative","Rep06.Fold3",5695,45,2842,22,0
"Alzheimers disease","representative","Rep07.Fold1",5691,44,2846,23,0
"Alzheimers disease","representative","Rep07.Fold2",5690,45,2847,22,0
"Alzheimers disease","representative","Rep07.Fold3",5693,45,2844,22,0
"Alzheimers disease","representative","Rep08.Fold1",5693,45,2844,22,0
"Alzheimers disease","representative","Rep08.Fold2",5693,45,2844,22,0
"Alzheimers disease","representative","Rep08.Fold3",5688,44,2849,23,0
"Alzheimers disease","representative","Rep09.Fold1",5692,45,2845,22,0
"Alzheimers disease","representative","Rep09.Fold2",5690,45,2847,22,0
"Alzheimers disease","representative","Rep09.Fold3",5692,44,2845,23,0
"Alzheimers disease","representative","Rep10.Fold1",5691,45,2846,22,0
"Alzheimers disease","representative","Rep10.Fold2",5695,45,2842,22,0
"Alzheimers disease","representative","Rep10.Fold3",5688,44,2849,23,0
"Alzheimers disease","representative","Rep11.Fold1",5693,45,2844,22,0
"Alzheimers disease","representative","Rep11.Fold2",5688,44,2849,23,0
"Alzheimers disease","representative","Rep11.Fold3",5693,45,2844,22,0
"Alzheimers disease","representative","Rep12.Fold1",5699,45,2838,22,0
"Alzheimers disease","representative","Rep12.Fold2",5685,44,2852,23,0
"Alzheimers disease","representative","Rep12.Fold3",5690,45,2847,22,0
"Alzheimers disease","representative","Rep13.Fold1",5688,45,2849,22,0
"Alzheimers disease","representative","Rep13.Fold2",5697,45,2840,22,0
"Alzheimers disease","representative","Rep13.Fold3",5689,44,2848,23,0
"Alzheimers disease","representative","Rep14.Fold1",5696,45,2841,22,0
"Alzheimers disease","representative","Rep14.Fold2",5686,44,2851,23,0
"Alzheimers disease","representative","Rep14.Fold3",5692,45,2845,22,0
"Alzheimers disease","representative","Rep15.Fold1",5694,44,2843,23,0
"Alzheimers disease","representative","Rep15.Fold2",5690,45,2847,22,0
"Alzheimers disease","representative","Rep15.Fold3",5690,45,2847,22,0
"Alzheimers disease","representative","Rep16.Fold1",5693,44,2844,23,0
"Alzheimers disease","representative","Rep16.Fold2",5691,45,2846,22,0
"Alzheimers disease","representative","Rep16.Fold3",5690,45,2847,22,0
"Alzheimers disease","representative","Rep17.Fold1",5696,45,2841,22,0
"Alzheimers disease","representative","Rep17.Fold2",5691,44,2846,23,0
"Alzheimers disease","representative","Rep17.Fold3",5687,45,2850,22,0
"Alzheimers disease","representative","Rep18.Fold1",5686,44,2851,23,0
"Alzheimers disease","representative","Rep18.Fold2",5692,45,2845,22,0
"Alzheimers disease","representative","Rep18.Fold3",5696,45,2841,22,0
"Alzheimers disease","representative","Rep19.Fold1",5694,44,2843,23,0
"Alzheimers disease","representative","Rep19.Fold2",5686,45,2851,22,0
"Alzheimers disease","representative","Rep19.Fold3",5694,45,2843,22,0
"Alzheimers disease","representative","Rep20.Fold1",5687,44,2850,23,0
"Alzheimers disease","representative","Rep20.Fold2",5700,45,2837,22,0
